lemmata EN;bn:id;wn_synset;Column4;description;confidence
ţambal;bn:03155464n;wn:3495258n;T;"a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck; the strings stretched between the neck and the soundbox are plucked with the fingers";0.641360878944397
cymbalom;bn:03155464n;wn:3495258n;T;"a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck; the strings stretched between the neck and the soundbox are plucked with the fingers";0.641360878944397
sandouri;bn:03155464n;wn:3495258n;T;"a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck; the strings stretched between the neck and the soundbox are plucked with the fingers";0.641360878944397
cimbalon;bn:03155464n;wn:3495258n;T;"a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck; the strings stretched between the neck and the soundbox are plucked with the fingers";0.641360878944397
tsimbali;bn:03155464n;wn:3495258n;T;"a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck; the strings stretched between the neck and the soundbox are plucked with the fingers";0.641360878944397
tambal;bn:03155464n;wn:3495258n;T;"a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck; the strings stretched between the neck and the soundbox are plucked with the fingers";0.641360878944397
tsimbl;bn:03155464n;wn:3495258n;T;"a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck; the strings stretched between the neck and the soundbox are plucked with the fingers";0.641360878944397
cymbalum;bn:03155464n;wn:3495258n;T;"a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck; the strings stretched between the neck and the soundbox are plucked with the fingers";0.641360878944397
cimbalomist;bn:03155464n;wn:3495258n;T;"a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck; the strings stretched between the neck and the soundbox are plucked with the fingers";0.641360878944397
santouri;bn:03155464n;wn:3495258n;T;"a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck; the strings stretched between the neck and the soundbox are plucked with the fingers";0.641360878944397
mento;bn:03157321n;wn:6910755n;M;the Algonquian language spoken by the Menomini;0.5066442489624023
mento_music;bn:03157321n;wn:6910755n;M;the Algonquian language spoken by the Menomini;0.5066442489624023
mento_rhythm;bn:03157321n;wn:6910755n;M;the Algonquian language spoken by the Menomini;0.5066442489624023
found_object;bn:03157920n;wn:2677136n;F;used especially by artists;0.5629826188087463
found_sound;bn:03157920n;wn:2677136n;F;used especially by artists;0.5629826188087463
found_percussion;bn:03157920n;wn:2677136n;F;used especially by artists;0.5629826188087463
cantu_a_tenore;bn:03158245n;wn:9970295n;T;a male singer with a voice above that of a tenor;0.512792706489563
mea'oke;bn:03158245n;wn:9970295n;T;a male singer with a voice above that of a tenor;0.512792706489563
tenores;bn:03158245n;wn:9970295n;T;a male singer with a voice above that of a tenor;0.512792706489563
canto_a_tenore;bn:03158245n;wn:9970295n;T;a male singer with a voice above that of a tenor;0.512792706489563
a_tenore;bn:03158245n;wn:9970295n;T;a male singer with a voice above that of a tenor;0.512792706489563
nanguan;bn:03160606n;wn:9286843n;N;a river in southeastern China that flows generally north into the Chang Jiang to the north of Nanchang;0.49305564165115356
nanguan_music;bn:03160606n;wn:9286843n;N;a river in southeastern China that flows generally north into the Chang Jiang to the north of Nanchang;0.49305564165115356
south_tube;bn:03160606n;wn:9286843n;N;a river in southeastern China that flows generally north into the Chang Jiang to the north of Nanchang;0.49305564165115356
xianguan;bn:03160606n;wn:9286843n;N;a river in southeastern China that flows generally north into the Chang Jiang to the north of Nanchang;0.49305564165115356
outlaw_country;bn:03160922n;wn:11079544n;O;United States outlaw who fought as a Confederate soldier and later led a band of outlaws that robbed trains and banks in the West until he was murdered by a member of his own gang (1847-1882);0.5975550413131714
outlaw_music;bn:03160922n;wn:11079544n;O;United States outlaw who fought as a Confederate soldier and later led a band of outlaws that robbed trains and banks in the West until he was murdered by a member of his own gang (1847-1882);0.5975550413131714
daxophone;bn:03161312n;wn:3279153n;T;a musical instrument that generates sounds electronically;0.5168079733848572
daxophonist;bn:03161312n;wn:3279153n;T;a musical instrument that generates sounds electronically;0.5168079733848572
french_bagpipes;bn:03161683n;wn:3800371n;F;a small bagpipe formerly popular in France;0.716258704662323
cornemuse;bn:03161683n;wn:3800371n;F;a small bagpipe formerly popular in France;0.716258704662323
ancient_roman_music;bn:03162122n;wn:2921325a;T;of or relating to or derived from Rome (especially ancient Rome);0.5761833190917969
music_of_ancient_rome;bn:03162122n;wn:2921325a;T;of or relating to or derived from Rome (especially ancient Rome);0.5761833190917969
roman_music;bn:03162122n;wn:2921325a;T;of or relating to or derived from Rome (especially ancient Rome);0.5761833190917969
music_in_ancient_rome;bn:03162122n;wn:2921325a;T;of or relating to or derived from Rome (especially ancient Rome);0.5761833190917969
roman_instruments;bn:03162122n;wn:2921325a;T;of or relating to or derived from Rome (especially ancient Rome);0.5761833190917969
evolutionary_musicology;bn:03162541n;wn:4983402n;E;the property of sounding like music;0.6253001093864441
the_origins_of_music;bn:03162541n;wn:4983402n;E;the property of sounding like music;0.6253001093864441
origin_of_music;bn:03162541n;wn:4983402n;E;the property of sounding like music;0.6253001093864441
musical_protolanguage;bn:03162541n;wn:4983402n;E;the property of sounding like music;0.6253001093864441
evolutionary_origin_of_music;bn:03162541n;wn:4983402n;E;the property of sounding like music;0.6253001093864441
musilanguage;bn:03162541n;wn:4983402n;E;the property of sounding like music;0.6253001093864441
earworm;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
sticky_music;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
stuck_song_syndrome;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
last_song_syndrome;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
ear_bug;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
involuntary_musical_imagery;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
ear-worm;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
song_stuck_in_your_head;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
music_of_the_mind;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
repetunitis;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
brainworm;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
melodymania;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
ear_worm;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
sound_virus;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
earworms;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
haunting_melody;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
music_stuck_in_your_head;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
ohrwurm;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
endomusia;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
stuck_tune_syndrome;bn:03162629n;wn:2945120a;A;associated with the eardrum;0.5825173854827881
crash_cymbal;bn:03163727n;wn:1045719v;"\"",to utter or emit low dull rumbling sounds,0.5126287937164307";;
crash_cymbals;bn:03163727n;wn:1045719v;"\"",to utter or emit low dull rumbling sounds,0.5126287937164307";;
octet;bn:03165820n;wn:7042137n;I;a musical composition written for eight performers;0.5585783123970032
ottetto;bn:03165820n;wn:7042137n;I;a musical composition written for eight performers;0.5585783123970032
wind_octet;bn:03165820n;wn:7042137n;I;a musical composition written for eight performers;0.5585783123970032
octuor;bn:03165820n;wn:7042137n;I;a musical composition written for eight performers;0.5585783123970032
kriti;bn:03165864n;wn:6976959n;K;literary style of Modern Greek containing features borrowed from Koine;0.4754352569580078
kritis;bn:03165864n;wn:6976959n;K;literary style of Modern Greek containing features borrowed from Koine;0.4754352569580078
krithi;bn:03165864n;wn:6976959n;K;literary style of Modern Greek containing features borrowed from Koine;0.4754352569580078
dyad;bn:03167079n;wn:2854257a;I;of or relating to a dyad or based on two;0.6301235556602478
diad;bn:03167079n;wn:2854257a;I;of or relating to a dyad or based on two;0.6301235556602478
merengue;bn:03167800n;wn:538668n;M;a Latin American dance similar in rhythm to the rumba;0.5067451596260071
merengue_music;bn:03167792n;wn:10024937n;M;a native or inhabitant of the Dominican Republic;0.4790534973144531
merengue;bn:03167792n;wn:10024937n;M;a native or inhabitant of the Dominican Republic;0.4790534973144531
urban_merengue;bn:03167792n;wn:10024937n;M;a native or inhabitant of the Dominican Republic;0.4790534973144531
merenguero;bn:03167792n;wn:10024937n;M;a native or inhabitant of the Dominican Republic;0.4790534973144531
merenque;bn:03167792n;wn:10024937n;M;a native or inhabitant of the Dominican Republic;0.4790534973144531
scordatura;bn:03168936n;wn:3721384n;S;"a percussion instrument with wooden bars tuned to produce a chromatic scale and with resonators; played with small mallets";0.46838098764419556
fiddle_tunings;bn:03168936n;wn:3721384n;S;"a percussion instrument with wooden bars tuned to produce a chromatic scale and with resonators; played with small mallets";0.46838098764419556
fiddle_tuning;bn:03168936n;wn:3721384n;S;"a percussion instrument with wooden bars tuned to produce a chromatic scale and with resonators; played with small mallets";0.46838098764419556
laser_turntable;bn:03170069n;wn:3079230n;A;"a digitally encoded recording on an optical disk that is smaller than a phonograph record; played back by a laser";0.6129583716392517
precomposition;bn:03170838n;wn:939818n;I;the act of arranging a piece of music for an orchestra and assigning parts to the different musical instruments;0.5636236071586609
precompositional;bn:03170838n;wn:939818n;I;the act of arranging a piece of music for an orchestra and assigning parts to the different musical instruments;0.5636236071586609
repetitive_music;bn:03171207n;wn:7034634n;R;a repetitive song in which as many syllables as necessary are assigned to a single tone;0.6923528909683228
pervading_imitation;bn:03172162n;wn:5922651n;P;the pervading meaning or tenor;0.6373506784439087
kakaki;bn:03172400n;wn:8248521n;T;a traditional Indonesian ensemble typically including many tuned percussion instruments including bamboo xylophones and wooden or bronze chimes and gongs;0.5008245706558228
kakakai;bn:03172400n;wn:8248521n;T;a traditional Indonesian ensemble typically including many tuned percussion instruments including bamboo xylophones and wooden or bronze chimes and gongs;0.5008245706558228
all-female_band;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
all-woman_band;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
all-women_bands;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
girl_band;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
all-female_rock_band;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
all_girl_band;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
girl_bands;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
all_female_band;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
all-girl_band;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
all_women_band;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
female_band;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
all-women_band;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
all_woman_band;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
all-female_bands;bn:03172487n;wn:1478182s;A;for or pertaining to or composed of women or girls;0.5493270754814148
korean_court_music;bn:03172805n;wn:9718936n;K;a native or inhabitant of Korea who speaks the Korean language;0.4410797953605652
court_music_of_korea;bn:03172805n;wn:9718936n;K;a native or inhabitant of Korea who speaks the Korean language;0.4410797953605652
scorewriter;bn:03173105n;wn:1706488v;A;write a musical score for;0.5960710048675537
music_notation_processor;bn:03173105n;wn:1706488v;A;write a musical score for;0.5960710048675537
music_notation_software;bn:03173105n;wn:1706488v;A;write a musical score for;0.5960710048675537
music_notation_program;bn:03173105n;wn:1706488v;A;write a musical score for;0.5960710048675537
music_notation_computer;bn:03173105n;wn:1706488v;A;write a musical score for;0.5960710048675537
computer_music_notation;bn:03173105n;wn:1706488v;A;write a musical score for;0.5960710048675537
computer_score;bn:03173105n;wn:1706488v;A;write a musical score for;0.5960710048675537
score_editor;bn:03173105n;wn:1706488v;A;write a musical score for;0.5960710048675537
notation_software;bn:03173105n;wn:1706488v;A;write a musical score for;0.5960710048675537
computer_music_notation_program;bn:03173105n;wn:1706488v;A;write a musical score for;0.5960710048675537
computer_sheet_music;bn:03173105n;wn:1706488v;A;write a musical score for;0.5960710048675537
computer_score_program;bn:03173105n;wn:1706488v;A;write a musical score for;0.5960710048675537
bruckner_rhythm;bn:03175575n;wn:4992008n;T;a jaunty rhythm in music;0.5216450691223145
bruckner-rhythm;bn:03175575n;wn:4992008n;T;a jaunty rhythm in music;0.5216450691223145
beatmatching;bn:03175735n;wn:15265423n;B;"a flexible tempo; not strictly on the beat";0.5213224291801453
pitch_cue;bn:03175735n;wn:15265423n;B;"a flexible tempo; not strictly on the beat";0.5213224291801453
beat-matching;bn:03175735n;wn:15265423n;B;"a flexible tempo; not strictly on the beat";0.5213224291801453
beatmatch;bn:03175735n;wn:15265423n;B;"a flexible tempo; not strictly on the beat";0.5213224291801453
beatmixing;bn:03175735n;wn:15265423n;B;"a flexible tempo; not strictly on the beat";0.5213224291801453
mystic_chord;bn:03177234n;wn:7046030n;I;a cadence (frequently ending church music) in which the chord of the subdominant precedes the chord of the tonic;0.49779027700424194
6-34;bn:03177234n;wn:7046030n;I;a cadence (frequently ending church music) in which the chord of the subdominant precedes the chord of the tonic;0.49779027700424194
promethean_chord;bn:03177234n;wn:7046030n;I;a cadence (frequently ending church music) in which the chord of the subdominant precedes the chord of the tonic;0.49779027700424194
mystic_hexachord;bn:03177234n;wn:7046030n;I;a cadence (frequently ending church music) in which the chord of the subdominant precedes the chord of the tonic;0.49779027700424194
prometheus_scale;bn:03177234n;wn:7046030n;I;a cadence (frequently ending church music) in which the chord of the subdominant precedes the chord of the tonic;0.49779027700424194
prometheus_chord;bn:03177234n;wn:7046030n;I;a cadence (frequently ending church music) in which the chord of the subdominant precedes the chord of the tonic;0.49779027700424194
akkord_plemory;bn:03177234n;wn:7046030n;I;a cadence (frequently ending church music) in which the chord of the subdominant precedes the chord of the tonic;0.49779027700424194
breakbeat_hardcore;bn:03177411n;wn:1562061v;B;"break violently or noisily; smash";0.45671916007995605
oldskool_rave_hardcore;bn:03177411n;wn:1562061v;B;"break violently or noisily; smash";0.45671916007995605
oldskool_rave;bn:03177411n;wn:1562061v;B;"break violently or noisily; smash";0.45671916007995605
oldskool_hardcore;bn:03177411n;wn:1562061v;B;"break violently or noisily; smash";0.45671916007995605
hardcore_rave;bn:03177411n;wn:1562061v;B;"break violently or noisily; smash";0.45671916007995605
breaks_hardcore;bn:03177411n;wn:1562061v;B;"break violently or noisily; smash";0.45671916007995605
breakbeat_techno;bn:03177411n;wn:1562061v;B;"break violently or noisily; smash";0.45671916007995605
digital_audio_workstation;bn:03177554n;wn:3337494n;A;(computer science) a digital computer that provides workstations on a network with controlled access to shared resources;0.5954780578613281
digital_audio_workstations;bn:03177554n;wn:3337494n;A;(computer science) a digital computer that provides workstations on a network with controlled access to shared resources;0.5954780578613281
daw;bn:03177554n;wn:3337494n;A;(computer science) a digital computer that provides workstations on a network with controlled access to shared resources;0.5954780578613281
list_of_commercial_digital_audio_workstations;bn:03177554n;wn:3337494n;A;(computer science) a digital computer that provides workstations on a network with controlled access to shared resources;0.5954780578613281
finger_vibrato;bn:03178679n;wn:10749928n;F;a musician who plays the vibraphone;0.6301453113555908
bending;bn:03178679n;wn:10749928n;F;a musician who plays the vibraphone;0.6301453113555908
flattement;bn:03178679n;wn:10749928n;F;a musician who plays the vibraphone;0.6301453113555908
bend;bn:03178679n;wn:10749928n;F;a musician who plays the vibraphone;0.6301453113555908
flaté;bn:03178679n;wn:10749928n;F;a musician who plays the vibraphone;0.6301453113555908
early_british_popular_music;bn:03178723n;wn:7062697n;E;a genre of popular music that originated in New Orleans around 1900 and developed through increasingly complex styles;0.5413608551025391
clarinet-violin-piano_trio;bn:03179207n;wn:8218004n;A;the section of a band or orchestra that plays clarinets;0.641162633895874
joik;bn:03180173n;wn:6997368n;A;a Kwa language spoken by the Yoruba in southwestern Nigeria;0.4210669696331024
yoik;bn:03180173n;wn:6997368n;A;a Kwa language spoken by the Yoruba in southwestern Nigeria;0.4210669696331024
yoiker;bn:03180173n;wn:6997368n;A;a Kwa language spoken by the Yoruba in southwestern Nigeria;0.4210669696331024
joiking;bn:03180173n;wn:6997368n;A;a Kwa language spoken by the Yoruba in southwestern Nigeria;0.4210669696331024
jojk;bn:03180173n;wn:6997368n;A;a Kwa language spoken by the Yoruba in southwestern Nigeria;0.4210669696331024
luohti;bn:03180173n;wn:6997368n;A;a Kwa language spoken by the Yoruba in southwestern Nigeria;0.4210669696331024
jojkare;bn:03180173n;wn:6997368n;A;a Kwa language spoken by the Yoruba in southwestern Nigeria;0.4210669696331024
yoiking;bn:03180173n;wn:6997368n;A;a Kwa language spoken by the Yoruba in southwestern Nigeria;0.4210669696331024
pi;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
pi_choan;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
pi_nai;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
pi_mawn;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
pinai;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
pi_aw;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
pi_cha_nai;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
pi_chawa;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
pi_chanai;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
pi_kaeo;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
pi_mon;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
pi_klang;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
pi_nok;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
pi_java;bn:03181091n;wn:4186624n;P;a medieval oboe;0.5133248567581177
claves;bn:03182219n;wn:7680655n;C;a long slender crusty breadstick;0.5156677961349487
history_of_music_publishing;bn:03182869n;wn:10491309n;M;a person engaged in publishing periodicals or books or music;0.685951828956604
music_printing_and_publishing;bn:03182869n;wn:10491309n;M;a person engaged in publishing periodicals or books or music;0.685951828956604
printing_&_publishing_of_music;bn:03182869n;wn:10491309n;M;a person engaged in publishing periodicals or books or music;0.685951828956604
printing_music;bn:03182869n;wn:10491309n;M;a person engaged in publishing periodicals or books or music;0.685951828956604
music_printing;bn:03182869n;wn:10491309n;M;a person engaged in publishing periodicals or books or music;0.685951828956604
light_music;bn:03183245n;wn:7042498n;L;a light piece of music for piano;0.5480802655220032
light_classical_music;bn:03183245n;wn:7042498n;L;a light piece of music for piano;0.5480802655220032
light_orchestral_music;bn:03183245n;wn:7042498n;L;a light piece of music for piano;0.5480802655220032
british_light_music;bn:03183245n;wn:7042498n;L;a light piece of music for piano;0.5480802655220032
beat_music;bn:03183804n;wn:7064715n;A;"a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western";0.6280847787857056
british_beat;bn:03183804n;wn:7064715n;A;"a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western";0.6280847787857056
merseybeat;bn:03183804n;wn:7064715n;A;"a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western";0.6280847787857056
beat_combo;bn:03183804n;wn:7064715n;A;"a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western";0.6280847787857056
the_mersey_sound;bn:03183804n;wn:7064715n;A;"a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western";0.6280847787857056
mersey_sound;bn:03183804n;wn:7064715n;A;"a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western";0.6280847787857056
beat-group;bn:03183804n;wn:7064715n;A;"a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western";0.6280847787857056
beat_boom;bn:03183804n;wn:7064715n;A;"a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western";0.6280847787857056
beat_group;bn:03183804n;wn:7064715n;A;"a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western";0.6280847787857056
tottenham_sound;bn:03183804n;wn:7064715n;A;"a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western";0.6280847787857056
beat_band;bn:03183804n;wn:7064715n;A;"a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western";0.6280847787857056
inuit_music;bn:03184056n;wn:7058762n;T;"martial music with variations; to be played by bagpipes";0.577231764793396
pisik;bn:03184056n;wn:7058762n;T;"martial music with variations; to be played by bagpipes";0.577231764793396
intuit;bn:03184056n;wn:7058762n;T;"martial music with variations; to be played by bagpipes";0.577231764793396
inuit_musical_instruments;bn:03184056n;wn:7058762n;T;"martial music with variations; to be played by bagpipes";0.577231764793396
aboriginal_music_of_canada;bn:03184083n;wn:7025900n;I;traditional genre of music conforming to an established form and appealing to critical interest and developed musical taste;0.6121466755867004
aboriginal_music_in_canada;bn:03184083n;wn:7025900n;I;traditional genre of music conforming to an established form and appealing to critical interest and developed musical taste;0.6121466755867004
first_nations_music;bn:03184083n;wn:7025900n;I;traditional genre of music conforming to an established form and appealing to critical interest and developed musical taste;0.6121466755867004
indian_rock;bn:03184149n;wn:9673495n;I;a native or inhabitant of India;0.49737250804901123
indian_rock_music;bn:03184149n;wn:9673495n;I;a native or inhabitant of India;0.49737250804901123
vedic_metal;bn:03184149n;wn:9673495n;I;a native or inhabitant of India;0.49737250804901123
visual_kei;bn:03186144n;wn:5768415n;V;visual imagery;0.48641517758369446
angura_kei;bn:03186144n;wn:5768415n;V;visual imagery;0.48641517758369446
japanese_glam_rock;bn:03186144n;wn:5768415n;V;visual imagery;0.48641517758369446
osharee_kei;bn:03186144n;wn:5768415n;V;visual imagery;0.48641517758369446
visual-kei;bn:03186144n;wn:5768415n;V;visual imagery;0.48641517758369446
v-kei;bn:03186144n;wn:5768415n;V;visual imagery;0.48641517758369446
neo-psychedelia;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
acid_punk;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
alternative_psychedelia;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
neopsych;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
psychedelic_punk;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
neo-psychedelic_music;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
neopsychedelia;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
indie_psych;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
psychedelic_alternative;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
alternative_psych;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
indie_psychedelia;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
neo-psych;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
neo-psychedelic_rock;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
psychedelic_indie;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
neo-psychedelic;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
psych_punk;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
neo_psychedelia;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
new_psychedelia;bn:03188672n;wn:8292298n;N;the subculture of users of psychedelic drugs;0.5943002700805664
radio_edit;bn:03189076n;wn:6494016n;I;a list of musical selections for performance or for broadcast by radio;0.48550307750701904
single_edit;bn:03189076n;wn:6494016n;I;a list of musical selections for performance or for broadcast by radio;0.48550307750701904
clean_edit;bn:03189076n;wn:6494016n;I;a list of musical selections for performance or for broadcast by radio;0.48550307750701904
single_version;bn:03189076n;wn:6494016n;I;a list of musical selections for performance or for broadcast by radio;0.48550307750701904
clean_version;bn:03189076n;wn:6494016n;I;a list of musical selections for performance or for broadcast by radio;0.48550307750701904
radio_version;bn:03189076n;wn:6494016n;I;a list of musical selections for performance or for broadcast by radio;0.48550307750701904
"\7\""\""_edit\""""";bn:03189076n;wn:6494016n;I;a list of musical selections for performance or for broadcast by radio;0.48550307750701904
single_mix;bn:03189076n;wn:6494016n;I;a list of musical selections for performance or for broadcast by radio;0.48550307750701904
dotara;bn:03189520n;wn:4224842n;T;"a stringed instrument of India; has a long neck and movable frets; has 6 or 7 metal strings for playing and usually 13 resonating strings";0.5633405447006226
obbligato;bn:03192428n;wn:10258152n;I;author of words to be set to music in an opera or operetta;0.4749307632446289
obbligato_instrument;bn:03192428n;wn:10258152n;I;author of words to be set to music in an opera or operetta;0.4749307632446289
obligato;bn:03192428n;wn:10258152n;I;author of words to be set to music in an opera or operetta;0.4749307632446289
obbligati;bn:03192428n;wn:10258152n;I;author of words to be set to music in an opera or operetta;0.4749307632446289
lead_guitar;bn:03192417n;wn:1732921v;L;lead, as in the performance of a composition;0.5683820247650146
lead_guitarist;bn:03192417n;wn:1732921v;L;lead, as in the performance of a composition;0.5683820247650146
solo_guitar;bn:03192417n;wn:1732921v;L;lead, as in the performance of a composition;0.5683820247650146
lead_guitars;bn:03192417n;wn:1732921v;L;lead, as in the performance of a composition;0.5683820247650146
lead_guitarists;bn:03192417n;wn:1732921v;L;lead, as in the performance of a composition;0.5683820247650146
snap_music;bn:03192511n;wn:1402872v;S;put in play with a snap;0.5382656455039978
snap_dance;bn:03192511n;wn:1402872v;S;put in play with a snap;0.5382656455039978
snap_rap;bn:03192511n;wn:1402872v;S;put in play with a snap;0.5382656455039978
snap_&_b;bn:03192511n;wn:1402872v;S;put in play with a snap;0.5382656455039978
ringtone_rap;bn:03192511n;wn:1402872v;S;put in play with a snap;0.5382656455039978
snap&b;bn:03192511n;wn:1402872v;S;put in play with a snap;0.5382656455039978
snap;bn:03192511n;wn:1402872v;S;put in play with a snap;0.5382656455039978
regular_temperament;bn:03192791n;wn:2810552a;R;relating to or caused by temperament;0.6162824630737305
generator;bn:03192791n;wn:2810552a;R;relating to or caused by temperament;0.6162824630737305
tuning_generator;bn:03192791n;wn:2810552a;R;relating to or caused by temperament;0.6162824630737305
linear_temperament;bn:03192791n;wn:2810552a;R;relating to or caused by temperament;0.6162824630737305
central_american_music;bn:03196345n;wn:8735564n;C;Mexico and Central America;0.6321566700935364
music_of_central_america;bn:03196345n;wn:8735564n;C;Mexico and Central America;0.6321566700935364
garifuna_music;bn:03196327n;wn:7059821n;G;"popular dance music of Brazil; derived from the practices of the macumba religious cult";0.5390300750732422
paranda_music;bn:03196327n;wn:7059821n;G;"popular dance music of Brazil; derived from the practices of the macumba religious cult";0.5390300750732422
basset_clarinet;bn:03196349n;wn:2803809n;T;"a tenor clarinet; pitched in the key of F below the B-flat clarinet";0.7184737920761108
key;bn:03196769n;wn:6864407n;A;the basic key in which a piece of music is written;0.7939469814300537
musical_instrument_key;bn:03196769n;wn:6864407n;A;the basic key in which a piece of music is written;0.7939469814300537
