wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:03458858n,,"triple_harp, welsh_triple_harp, welsh_harp",The triple harp is a type of multi-course harp employing three parallel rows of strings instead of the more common single row.,harpe_triple,YES
,bn:02358848n,,"trip_hop, american_trip_hop, trip-hop, triphop, the_bristol_sound,  2000s_trip_hop, chillhop, post_trip_hop, trip_rock, post-trip_hop, bristol_sound, 1990s_trip_hop","Trip hop is a musical genre that originated in the early 1990s in the United Kingdom, especially Bristol.",trip_hop,YES
,bn:02358848n,,"trip_hop, american_trip_hop, trip-hop, triphop, the_bristol_sound,  2000s_trip_hop, chillhop, post_trip_hop, trip_rock, post-trip_hop, bristol_sound, 1990s_trip_hop","Trip hop is a musical genre that originated in the early 1990s in the United Kingdom, especially Bristol.",trip-hop,YES
,bn:02358848n,,"trip_hop, american_trip_hop, trip-hop, triphop, the_bristol_sound,  2000s_trip_hop, chillhop, post_trip_hop, trip_rock, post-trip_hop, bristol_sound, 1990s_trip_hop","Trip hop is a musical genre that originated in the early 1990s in the United Kingdom, especially Bristol.",triphop,YES
,bn:02199006n,,"trigonon, trigōnon",A trigonon is a small triangular harp occasionally used by the ancient Greeks and probably derived from Assyria or Egypt. The trigonon is thought to be either a variety of the sambuca or identical with it.,trigonon,YES
,bn:02601167n,,trigono,The trigono is a kind of a Greek auxiliary percussion instrument with three angles.,trigonon,YES
,bn:03572978n,,"tribute_band, tribute_act, tribute_group, tribute_bands, tribute_acts, tribute_groups","A tribute act, tribute band or tribute group is a music group, singer, or musician who specifically plays the music of a well-known music act.",groupe_hommage,YES
,bn:03572978n,,"tribute_band, tribute_act, tribute_group, tribute_bands, tribute_acts, tribute_groups","A tribute act, tribute band or tribute group is a music group, singer, or musician who specifically plays the music of a well-known music act.",tribute_band,YES
,bn:03572978n,,"tribute_band, tribute_act, tribute_group, tribute_bands, tribute_acts, tribute_groups","A tribute act, tribute band or tribute group is a music group, singer, or musician who specifically plays the music of a well-known music act.",acte_hommage,YES
,bn:03579404n,,"treble_booster, booster_pedal, treble_booster_pedal",A treble booster is an effects unit used by guitarists to increase the high end of their tonal spectrum.,treble_booster,YES
,bn:15503114n,,"trap_music, trap_rap, trap, trap_beat, trap_hip-hop, edm_trap, bubblegum_rap, pop-trap",Trap is a subgenre of hip hop music that originated in the Southern United States during the early 1990s.,trap,YES
,bn:03082114n,,"transformation, musical_transformation","In music, a transformation consists of any operation or process that may apply to a musical variable, or rhythm in composition, performance, or analysis.",transformation,YES
,bn:15309814n,,"trance, trance_music, classic_trance, list_of_argentinian_psychedelic_trance_musicians, progressive_trance, list_of_trance_musicians, trance_festivals, argentinian_psychedelic_trance_musicians, euro-trance, list_of_trance_music_artists, trance_festival, trance_music_festivals, list_of_trance_festivals, eurotrance, trance_music_festival","A genre of electronic dance music with a fast tempo, repetitive phrasing, and often a hypnotic effect.",trance,YES
,bn:15309814n,,"trance, trance_music, classic_trance, list_of_argentinian_psychedelic_trance_musicians, progressive_trance, list_of_trance_musicians, trance_festivals, argentinian_psychedelic_trance_musicians, euro-trance, list_of_trance_music_artists, trance_festival, trance_music_festivals, list_of_trance_festivals, eurotrance, trance_music_festival","A genre of electronic dance music with a fast tempo, repetitive phrasing, and often a hypnotic effect.",progressive_trance,YES
,bn:15309814n,,"trance, trance_music, classic_trance, list_of_argentinian_psychedelic_trance_musicians, progressive_trance, list_of_trance_musicians, trance_festivals, argentinian_psychedelic_trance_musicians, euro-trance, list_of_trance_music_artists, trance_festival, trance_music_festivals, list_of_trance_festivals, eurotrance, trance_music_festival","A genre of electronic dance music with a fast tempo, repetitive phrasing, and often a hypnotic effect.",musique_trance,YES
,bn:15309814n,,"trance, trance_music, classic_trance, list_of_argentinian_psychedelic_trance_musicians, progressive_trance, list_of_trance_musicians, trance_festivals, argentinian_psychedelic_trance_musicians, euro-trance, list_of_trance_music_artists, trance_festival, trance_music_festivals, list_of_trance_festivals, eurotrance, trance_music_festival","A genre of electronic dance music with a fast tempo, repetitive phrasing, and often a hypnotic effect.",trance_progressive,YES
,bn:15309814n,,"trance, trance_music, classic_trance, list_of_argentinian_psychedelic_trance_musicians, progressive_trance, list_of_trance_musicians, trance_festivals, argentinian_psychedelic_trance_musicians, euro-trance, list_of_trance_music_artists, trance_festival, trance_music_festivals, list_of_trance_festivals, eurotrance, trance_music_festival","A genre of electronic dance music with a fast tempo, repetitive phrasing, and often a hypnotic effect.",transe,YES
,bn:02559303n,,"trailer_music, trailer","Trailer music is the background music used for film previews, which is not always from the film's soundtrack.",musique_de_bande-annonce,YES
,bn:02559303n,,"trailer_music, trailer","Trailer music is the background music used for film previews, which is not always from the film's soundtrack.",trailer_music,YES
,bn:02559303n,,"trailer_music, trailer","Trailer music is the background music used for film previews, which is not always from the film's soundtrack.",musique_remorque,YES
,bn:03772010n,,"traditional_pop_music, pop_standards, traditional_pop, mainstream_pop_music, traditional_pop_standards, traditional_popular_music, vocal_pop, pop_standard, classic_pop",Traditional pop is Western popular music that generally pre-dates the advent of rock and roll in the mid-1950s.,pop_music_traditionnelle,YES
,bn:03772010n,,"traditional_pop_music, pop_standards, traditional_pop, mainstream_pop_music, traditional_pop_standards, traditional_popular_music, vocal_pop, pop_standard, classic_pop",Traditional pop is Western popular music that generally pre-dates the advent of rock and roll in the mid-1950s.,pop_traditionnelle,YES
,bn:03772010n,,"traditional_pop_music, pop_standards, traditional_pop, mainstream_pop_music, traditional_pop_standards, traditional_popular_music, vocal_pop, pop_standard, classic_pop",Traditional pop is Western popular music that generally pre-dates the advent of rock and roll in the mid-1950s.,pop_classique,YES
,bn:03772010n,,"traditional_pop_music, pop_standards, traditional_pop, mainstream_pop_music, traditional_pop_standards, traditional_popular_music, vocal_pop, pop_standard, classic_pop",Traditional pop is Western popular music that generally pre-dates the advent of rock and roll in the mid-1950s.,standard_pop,YES
,bn:03772010n,,"traditional_pop_music, pop_standards, traditional_pop, mainstream_pop_music, traditional_pop_standards, traditional_popular_music, vocal_pop, pop_standard, classic_pop",Traditional pop is Western popular music that generally pre-dates the advent of rock and roll in the mid-1950s.,musique_pop_traditionnelle,YES
,bn:02208231n,,"traditional_nordic_dance_music, nordic_folk_dance_music, spelleman_music, pelimanni_music, speleman_music, spelman_music, spillemand_music, speleman, spillemand, spelleman, pelimanni",Traditional Nordic dance music is a type of traditional music or folk music that once was common in the mainland part of the Nordic countries — Scandinavia plus Finland.,musique_de_danse_folklorique_nordique,YES
,bn:03628087n,,"traditional_japanese_musical_instrument, traditional_japanese_musical_instruments, japanese_instruments, japanese_traditional_instrument, traditional_japanese_instruments, japanese_musical_instruments, list_of_traditional_japanese_musical_instruments, japanese_traditional_musical_instrument, instruments_of_japan, musical_instruments_of_japan, japanese_traditional_musical_instruments, japanese_musical_instrument","Traditional Japanese musical instruments, known as wagakki in Japan, are musical instruments used in the traditional folk music of Japan.",instruments_de_musique_du_japon,YES
,bn:03628087n,,"traditional_japanese_musical_instrument, traditional_japanese_musical_instruments, japanese_instruments, japanese_traditional_instrument, traditional_japanese_instruments, japanese_musical_instruments, list_of_traditional_japanese_musical_instruments, japanese_traditional_musical_instrument, instruments_of_japan, musical_instruments_of_japan, japanese_traditional_musical_instruments, japanese_musical_instrument","Traditional Japanese musical instruments, known as wagakki in Japan, are musical instruments used in the traditional folk music of Japan.",instrument_de_musique_du_japon,YES
,bn:03628087n,,"traditional_japanese_musical_instrument, traditional_japanese_musical_instruments, japanese_instruments, japanese_traditional_instrument, traditional_japanese_instruments, japanese_musical_instruments, list_of_traditional_japanese_musical_instruments, japanese_traditional_musical_instrument, instruments_of_japan, musical_instruments_of_japan, japanese_traditional_musical_instruments, japanese_musical_instrument","Traditional Japanese musical instruments, known as wagakki in Japan, are musical instruments used in the traditional folk music of Japan.",instruments_de_la_musique_japonaise,YES
,bn:03628087n,,"traditional_japanese_musical_instrument, traditional_japanese_musical_instruments, japanese_instruments, japanese_traditional_instrument, traditional_japanese_instruments, japanese_musical_instruments, list_of_traditional_japanese_musical_instruments, japanese_traditional_musical_instrument, instruments_of_japan, musical_instruments_of_japan, japanese_traditional_musical_instruments, japanese_musical_instrument","Traditional Japanese musical instruments, known as wagakki in Japan, are musical instruments used in the traditional folk music of Japan.",instruments_du_japon,YES
,bn:03132071n,,traditional_bluegrass,"Traditional bluegrass, as the name implies, emphasizes the traditional elements of bluegrass music, and stands in contrast to progressive bluegrass.",bluegrass_traditionnel,YES
,bn:03132071n,,traditional_bluegrass,"Traditional bluegrass, as the name implies, emphasizes the traditional elements of bluegrass music, and stands in contrast to progressive bluegrass.",traditional_bluegrass,YES
,bn:02680953n,,"tour_promoter, concert_promoter, college_concert_promoter, tour_promoters",Tour promoters are the individuals or companies responsible for organizing a live concert tour or special event performance.,promoteur_de_concerts,YES
,bn:02683824n,,"tour_manager, concert_tour_manager",A tour manager is the person who helps to organize the administration for a schedule of appearances of a musical group or artist at a sequence of venues.,tour_manager,YES
,bn:02683824n,,"tour_manager, concert_tour_manager",A tour manager is the person who helps to organize the administration for a schedule of appearances of a musical group or artist at a sequence of venues.,régisseur_de_spectacle,YES
,bn:02683824n,,"tour_manager, concert_tour_manager",A tour manager is the person who helps to organize the administration for a schedule of appearances of a musical group or artist at a sequence of venues.,directeur_de_tournée,YES
,bn:03336495n,,"torupill, lootspill, kitsepill, kotepill, estonian_bagpipe",The torupill is a traditional bagpipe from Estonia.,torupill,YES
,bn:03811642n,,"tonic_sol-fa, tonic_sol_fa, norwich_sol-fa_system, norwich_sol-fa, sol-fa_system","Tonic sol-fa is a pedagogical technique for teaching sight-singing, invented by Sarah Ann Glover of Norwich, England and popularised by John Curwen, who adapted it from a number of earlier musical systems.",tonic_sol-fa,YES
,bn:02455720n,,"tone_row, prime, twelve-tone_row, mirror_form, retrograde_equivalency, tune_row, pitch_aggregate, secondary_set, reihe, tone-row, total_chromaticism, total_chromatic, note_row, aggregate, weighted_aggregate, set-complex, p_number, array, tonveihe, set_complex, tone_rows, urzwölfklang, all-partition_array","In music, a tone row or note row, also series or set, is a non-repetitive ordering of a set of pitch-classes, typically of the twelve notes in musical set theory of the chromatic scale, though both larger and smaller sets are sometimes found.",série_dodécaphonique,YES
,bn:02788748n,,"tone_cluster, cluster, tone_clusters, cluster_chord, tone-cluster, note_cluster, tonal_cluster",A tone cluster is a musical chord comprising at least three adjacent tones in a scale.,cluster,YES
,bn:02788748n,,"tone_cluster, cluster, tone_clusters, cluster_chord, tone-cluster, note_cluster, tonal_cluster",A tone cluster is a musical chord comprising at least three adjacent tones in a scale.,grappe_sonore,YES
,bn:02788748n,,"tone_cluster, cluster, tone_clusters, cluster_chord, tone-cluster, note_cluster, tonal_cluster",A tone cluster is a musical chord comprising at least three adjacent tones in a scale.,grappes_sonores,YES
,bn:02788748n,,"tone_cluster, cluster, tone_clusters, cluster_chord, tone-cluster, note_cluster, tonal_cluster",A tone cluster is a musical chord comprising at least three adjacent tones in a scale.,agrégats_sonores,YES
,bn:02788748n,,"tone_cluster, cluster, tone_clusters, cluster_chord, tone-cluster, note_cluster, tonal_cluster",A tone cluster is a musical chord comprising at least three adjacent tones in a scale.,grappe_ton,YES
,bn:03054988n,,tonada,The tonada is a folk music style of Spain and some countries of Hispanic America.,tonada,YES
,bn:02478931n,,"toccata, toccatina, tocatta, toccatas","Toccata is a virtuoso piece of music typically for a keyboard or plucked string instrument featuring fast-moving, lightly fingered or otherwise virtuosic passages or sections, with or without imitative or fugal interludes, generally emphasizing the dexterity of the performer's fingers.",toccata,YES
,bn:02478931n,,"toccata, toccatina, tocatta, toccatas","Toccata is a virtuoso piece of music typically for a keyboard or plucked string instrument featuring fast-moving, lightly fingered or otherwise virtuosic passages or sections, with or without imitative or fugal interludes, generally emphasizing the dexterity of the performer's fingers.",toccatina,YES
,bn:02478931n,,"toccata, toccatina, tocatta, toccatas","Toccata is a virtuoso piece of music typically for a keyboard or plucked string instrument featuring fast-moving, lightly fingered or otherwise virtuosic passages or sections, with or without imitative or fugal interludes, generally emphasizing the dexterity of the performer's fingers.",toccate,YES
,bn:03318830n,,"toasting, deejay, dj","In Jamaican music, a deejay is a reggae or dancehall musician who sings and ""toasts"" to an instrumental riddim.",deejay,YES
,bn:03318830n,,"toasting, deejay, dj","In Jamaican music, a deejay is a reggae or dancehall musician who sings and ""toasts"" to an instrumental riddim.",toasting,YES
,bn:03318830n,,"toasting, deejay, dj","In Jamaican music, a deejay is a reggae or dancehall musician who sings and ""toasts"" to an instrumental riddim.",toaster,YES
,bn:03391370n,,"tintal, teen_tal, teentaal, teental, tintaal, vilambit_teen_taal, teen_taal, trital","Teental is the most common tala of Hindustani music, and is used for drut e structure of tintal is so symmetrical that it presents a very simple rhythmic structure against which a performance can be laid.",tintal,YES
,bn:03785082n,,timeline_of_recordings_with_a_flanging_effect,"Flanging is a time-based effects unit that occurs when two identical signals are mixed together, but with one signal time-delayed by a small and gradually changing amount, usually smaller than 20 milliseconds.",,YES
,bn:02577148n,,"timbales, pailas, mini_timbales, timbalero, timbalito, attack_timbales, paila, tymbales",Timbales or pailas are shallow single-headed drums with metal casing.,timbales,YES
,bn:02577148n,,"timbales, pailas, mini_timbales, timbalero, timbalito, attack_timbales, paila, tymbales",Timbales or pailas are shallow single-headed drums with metal casing.,timbalero,YES
,bn:03868656n,,"timba, timbero","Timba is a Cuban genre of music based on popular Cuban music along with salsa, American funk/R&B, and the strong influence of Afro-Cuban folkloric music.",timba,YES
,bn:03521509n,,"tible, catalan_shawm, catalan_shawms, tenora","In music, a Catalan shawm is one of two varieties of shawm, an oboe-like woodwind musical instrument played in Catalonia in northeastern Spain.",tible,YES
,bn:03521509n,,"tible, catalan_shawm, catalan_shawms, tenora","In music, a Catalan shawm is one of two varieties of shawm, an oboe-like woodwind musical instrument played in Catalonia in northeastern Spain.",tibles,YES
,bn:03405561n,,"tibia, tibia_pipe, tibia_organ",A tibia is a sort of organ pipe that is most characteristic of a theatre organ.,tibia,YES
,bn:03254157n,,"through-composed, durchkomponiert, through-composed_music, through-composition, through-composed_form, through_composition, additive_form, thru-composed, through_composed, see_throughout","In music theory of musical form, through-composed music is relatively continuous, non-sectional, or non-repetitive music.",durchkomponiert,YES
,bn:02456336n,,"three-chord_song, chord_progression, 3_chord_song, three_chord_songs, three_chord_trick, three-chord_songs, three-chord_trick, three-chord_rock, three_chord_rock, three_chord_song, three-chord_punk",A three-chord song is a song whose music is built around three chords that are played in a certain sequence.,trois_accords_du_morceau,YES
,bn:02456336n,,"three-chord_song, chord_progression, 3_chord_song, three_chord_songs, three_chord_trick, three-chord_songs, three-chord_trick, three-chord_rock, three_chord_rock, three_chord_song, three-chord_punk",A three-chord song is a song whose music is built around three chords that are played in a certain sequence.,chanson_à_trois_accords,YES
,bn:03729966n,,"thrashcore, fastcore, fast_hardcore, fast_punk, thrashcore_punk, speed_punk, thrash_hardcore, fastcore_punk, trashcore, list_of_thrashcore_bands, thrash_punk",Thrashcore is a fast tempo subgenre of hardcore punk that emerged in the early 1980s.,thrashcore,YES
,bn:03729966n,,"thrashcore, fastcore, fast_hardcore, fast_punk, thrashcore_punk, speed_punk, thrash_hardcore, fastcore_punk, trashcore, list_of_thrashcore_bands, thrash_punk",Thrashcore is a fast tempo subgenre of hardcore punk that emerged in the early 1980s.,trashcore,YES
,bn:03604810n,,"thrash_metal, melodic_thrash_metal, big_four_of_thrash, melodic_thrash, thrash, progressive_thrash_metal, trash_metal, tower_metal, east_coast_thrash_metal, hardcore_speed_metal, t-h-rash_metal, the_big_four_of_thrash, trash_metal_scene_in_u.k._in_the_90's, sewer_band, thrash_music, heavy_thrash, british_thrash_metal, thrash_metal_music, nwotm, thrash_rock, new_wave_of_thrash_metal, trash_metal_music",Thrash metal is an extreme subgenre of heavy metal music characterized by its overall aggression and often fast tempo.,thrash_metal,YES
,bn:03604810n,,"thrash_metal, melodic_thrash_metal, big_four_of_thrash, melodic_thrash, thrash, progressive_thrash_metal, trash_metal, tower_metal, east_coast_thrash_metal, hardcore_speed_metal, t-h-rash_metal, the_big_four_of_thrash, trash_metal_scene_in_u.k._in_the_90's, sewer_band, thrash_music, heavy_thrash, british_thrash_metal, thrash_metal_music, nwotm, thrash_rock, new_wave_of_thrash_metal, trash_metal_music",Thrash metal is an extreme subgenre of heavy metal music characterized by its overall aggression and often fast tempo.,trash_métal,YES
,bn:03604810n,,"thrash_metal, melodic_thrash_metal, big_four_of_thrash, melodic_thrash, thrash, progressive_thrash_metal, trash_metal, tower_metal, east_coast_thrash_metal, hardcore_speed_metal, t-h-rash_metal, the_big_four_of_thrash, trash_metal_scene_in_u.k._in_the_90's, sewer_band, thrash_music, heavy_thrash, british_thrash_metal, thrash_metal_music, nwotm, thrash_rock, new_wave_of_thrash_metal, trash_metal_music",Thrash metal is an extreme subgenre of heavy metal music characterized by its overall aggression and often fast tempo.,thrash,YES
,bn:03604810n,,"thrash_metal, melodic_thrash_metal, big_four_of_thrash, melodic_thrash, thrash, progressive_thrash_metal, trash_metal, tower_metal, east_coast_thrash_metal, hardcore_speed_metal, t-h-rash_metal, the_big_four_of_thrash, trash_metal_scene_in_u.k._in_the_90's, sewer_band, thrash_music, heavy_thrash, british_thrash_metal, thrash_metal_music, nwotm, thrash_rock, new_wave_of_thrash_metal, trash_metal_music",Thrash metal is an extreme subgenre of heavy metal music characterized by its overall aggression and often fast tempo.,thrash_métal,YES
,bn:03604810n,,"thrash_metal, melodic_thrash_metal, big_four_of_thrash, melodic_thrash, thrash, progressive_thrash_metal, trash_metal, tower_metal, east_coast_thrash_metal, hardcore_speed_metal, t-h-rash_metal, the_big_four_of_thrash, trash_metal_scene_in_u.k._in_the_90's, sewer_band, thrash_music, heavy_thrash, british_thrash_metal, thrash_metal_music, nwotm, thrash_rock, new_wave_of_thrash_metal, trash_metal_music",Thrash metal is an extreme subgenre of heavy metal music characterized by its overall aggression and often fast tempo.,trash_metal,YES
,bn:02631465n,,"thematic_catalogue, thematic_catalog, catalog_of_works, catalog_of_composer's_works, music_index_system, catalogue_of_musical_compositions, composition_indexing_system, catalog_of_composer's_compositions, music_cataloguing_system, music_numbering_system, index_to_musical_works, catalogue_of_works, composition_numbering_system, index_of_composer's_works, index_of_musical_compositions, catalog_of_compositions, music_index, composer's_catalogue, index_of_a_composer's_works, index_to_a_composer's_works, catalogue_of_compositions, composition_numbering, catalog_of_a_composer's_compositions, music_indexing_system, composer_catalogue, index_of_a_composer's_compositions, index_of_compositions, index_to_musical_compositions, catalog_of_musical_compositions, catalogue_of_composer's_compositions, directory_of_works, catalog_of_a_composer's_works, catalogue_of_a_composer's_works, composer_indexing_system, composition_cataloguing_system, musical_composition_catalog, composition_index, index_of_composer's_compositions, index_to_a_composer's_compositions, composition_index_system, catalogue_of_a_composer's_compositions, catalog_of_musical_works, catalogue_of_composer's_works, composer_cataloguing_system, index_of_musical_works, catalogue_of_musical_works",A thematic catalogue is an index used to identify musical compositions through the citation of either the opening notes or main theme of the work.,catalogue_thématique,YES
,bn:02631465n,,"thematic_catalogue, thematic_catalog, catalog_of_works, catalog_of_composer's_works, music_index_system, catalogue_of_musical_compositions, composition_indexing_system, catalog_of_composer's_compositions, music_cataloguing_system, music_numbering_system, index_to_musical_works, catalogue_of_works, composition_numbering_system, index_of_composer's_works, index_of_musical_compositions, catalog_of_compositions, music_index, composer's_catalogue, index_of_a_composer's_works, index_to_a_composer's_works, catalogue_of_compositions, composition_numbering, catalog_of_a_composer's_compositions, music_indexing_system, composer_catalogue, index_of_a_composer's_compositions, index_of_compositions, index_to_musical_compositions, catalog_of_musical_compositions, catalogue_of_composer's_compositions, directory_of_works, catalog_of_a_composer's_works, catalogue_of_a_composer's_works, composer_indexing_system, composition_cataloguing_system, musical_composition_catalog, composition_index, index_of_composer's_compositions, index_to_a_composer's_compositions, composition_index_system, catalogue_of_a_composer's_compositions, catalog_of_musical_works, catalogue_of_composer's_works, composer_cataloguing_system, index_of_musical_works, catalogue_of_musical_works",A thematic catalogue is an index used to identify musical compositions through the citation of either the opening notes or main theme of the work.,catalogue_thematique,YES
,bn:02631465n,,"thematic_catalogue, thematic_catalog, catalog_of_works, catalog_of_composer's_works, music_index_system, catalogue_of_musical_compositions, composition_indexing_system, catalog_of_composer's_compositions, music_cataloguing_system, music_numbering_system, index_to_musical_works, catalogue_of_works, composition_numbering_system, index_of_composer's_works, index_of_musical_compositions, catalog_of_compositions, music_index, composer's_catalogue, index_of_a_composer's_works, index_to_a_composer's_works, catalogue_of_compositions, composition_numbering, catalog_of_a_composer's_compositions, music_indexing_system, composer_catalogue, index_of_a_composer's_compositions, index_of_compositions, index_to_musical_compositions, catalog_of_musical_compositions, catalogue_of_composer's_compositions, directory_of_works, catalog_of_a_composer's_works, catalogue_of_a_composer's_works, composer_indexing_system, composition_cataloguing_system, musical_composition_catalog, composition_index, index_of_composer's_compositions, index_to_a_composer's_compositions, composition_index_system, catalogue_of_a_composer's_compositions, catalog_of_musical_works, catalogue_of_composer's_works, composer_cataloguing_system, index_of_musical_works, catalogue_of_musical_works",A thematic catalogue is an index used to identify musical compositions through the citation of either the opening notes or main theme of the work.,catalogue_d'œuvres_musicales,YES
,bn:02631465n,,"thematic_catalogue, thematic_catalog, catalog_of_works, catalog_of_composer's_works, music_index_system, catalogue_of_musical_compositions, composition_indexing_system, catalog_of_composer's_compositions, music_cataloguing_system, music_numbering_system, index_to_musical_works, catalogue_of_works, composition_numbering_system, index_of_composer's_works, index_of_musical_compositions, catalog_of_compositions, music_index, composer's_catalogue, index_of_a_composer's_works, index_to_a_composer's_works, catalogue_of_compositions, composition_numbering, catalog_of_a_composer's_compositions, music_indexing_system, composer_catalogue, index_of_a_composer's_compositions, index_of_compositions, index_to_musical_compositions, catalog_of_musical_compositions, catalogue_of_composer's_compositions, directory_of_works, catalog_of_a_composer's_works, catalogue_of_a_composer's_works, composer_indexing_system, composition_cataloguing_system, musical_composition_catalog, composition_index, index_of_composer's_compositions, index_to_a_composer's_compositions, composition_index_system, catalogue_of_a_composer's_compositions, catalog_of_musical_works, catalogue_of_composer's_works, composer_cataloguing_system, index_of_musical_works, catalogue_of_musical_works",A thematic catalogue is an index used to identify musical compositions through the citation of either the opening notes or main theme of the work.,catalogues_d'œuvres_musicales,YES
,bn:02631465n,,"thematic_catalogue, thematic_catalog, catalog_of_works, catalog_of_composer's_works, music_index_system, catalogue_of_musical_compositions, composition_indexing_system, catalog_of_composer's_compositions, music_cataloguing_system, music_numbering_system, index_to_musical_works, catalogue_of_works, composition_numbering_system, index_of_composer's_works, index_of_musical_compositions, catalog_of_compositions, music_index, composer's_catalogue, index_of_a_composer's_works, index_to_a_composer's_works, catalogue_of_compositions, composition_numbering, catalog_of_a_composer's_compositions, music_indexing_system, composer_catalogue, index_of_a_composer's_compositions, index_of_compositions, index_to_musical_compositions, catalog_of_musical_compositions, catalogue_of_composer's_compositions, directory_of_works, catalog_of_a_composer's_works, catalogue_of_a_composer's_works, composer_indexing_system, composition_cataloguing_system, musical_composition_catalog, composition_index, index_of_composer's_compositions, index_to_a_composer's_compositions, composition_index_system, catalogue_of_a_composer's_compositions, catalog_of_musical_works, catalogue_of_composer's_works, composer_cataloguing_system, index_of_musical_works, catalogue_of_musical_works",A thematic catalogue is an index used to identify musical compositions through the citation of either the opening notes or main theme of the work.,répertoire_d’œuvres,YES
,bn:02631465n,,"thematic_catalogue, thematic_catalog, catalog_of_works, catalog_of_composer's_works, music_index_system, catalogue_of_musical_compositions, composition_indexing_system, catalog_of_composer's_compositions, music_cataloguing_system, music_numbering_system, index_to_musical_works, catalogue_of_works, composition_numbering_system, index_of_composer's_works, index_of_musical_compositions, catalog_of_compositions, music_index, composer's_catalogue, index_of_a_composer's_works, index_to_a_composer's_works, catalogue_of_compositions, composition_numbering, catalog_of_a_composer's_compositions, music_indexing_system, composer_catalogue, index_of_a_composer's_compositions, index_of_compositions, index_to_musical_compositions, catalog_of_musical_compositions, catalogue_of_composer's_compositions, directory_of_works, catalog_of_a_composer's_works, catalogue_of_a_composer's_works, composer_indexing_system, composition_cataloguing_system, musical_composition_catalog, composition_index, index_of_composer's_compositions, index_to_a_composer's_compositions, composition_index_system, catalogue_of_a_composer's_compositions, catalog_of_musical_works, catalogue_of_composer's_works, composer_cataloguing_system, index_of_musical_works, catalogue_of_musical_works",A thematic catalogue is an index used to identify musical compositions through the citation of either the opening notes or main theme of the work.,catalogue_raisonné,YES
,bn:02631465n,,"thematic_catalogue, thematic_catalog, catalog_of_works, catalog_of_composer's_works, music_index_system, catalogue_of_musical_compositions, composition_indexing_system, catalog_of_composer's_compositions, music_cataloguing_system, music_numbering_system, index_to_musical_works, catalogue_of_works, composition_numbering_system, index_of_composer's_works, index_of_musical_compositions, catalog_of_compositions, music_index, composer's_catalogue, index_of_a_composer's_works, index_to_a_composer's_works, catalogue_of_compositions, composition_numbering, catalog_of_a_composer's_compositions, music_indexing_system, composer_catalogue, index_of_a_composer's_compositions, index_of_compositions, index_to_musical_compositions, catalog_of_musical_compositions, catalogue_of_composer's_compositions, directory_of_works, catalog_of_a_composer's_works, catalogue_of_a_composer's_works, composer_indexing_system, composition_cataloguing_system, musical_composition_catalog, composition_index, index_of_composer's_compositions, index_to_a_composer's_compositions, composition_index_system, catalogue_of_a_composer's_compositions, catalog_of_musical_works, catalogue_of_composer's_works, composer_cataloguing_system, index_of_musical_works, catalogue_of_musical_works",A thematic catalogue is an index used to identify musical compositions through the citation of either the opening notes or main theme of the work.,catalogue_d'œuvres,YES
,bn:03037703n,,"theatre_music, theater_music, theatrical_music, scenic_music",Theatre music refers to a wide range of music composed or adapted for performance in theatres.,théâtre_musical,YES
,bn:14339330n,,"the_jerk, jerk",The jerk was a popular or fad dance in the 1960s.,jerk,YES
,bn:03664260n,,"texas_country_music, texas_country",Texas Country Music is a rapidly growing subgenre of country music from Texas.,country_texans,YES
,bn:03664260n,,"texas_country_music, texas_country",Texas Country Music is a rapidly growing subgenre of country music from Texas.,musique_country_du_texas,YES
,bn:03887014n,,"texas_blues, acoustic_texas_blues",Texas blues is blues music from Texas.,texas_blues,YES
,bn:03887014n,,"texas_blues, acoustic_texas_blues",Texas blues is blues music from Texas.,blues_du_texas,YES
,bn:03816392n,,"ten-string_guitar, decacorde, bich_10, ten_string_guitar, décacorde, 10-string_guitar, ten-stringed_guitar, 10_string_guitar","There are many varieties of ten-string guitar, including: Both electric and acoustic guitars.",guitare_à_dix_cordes,YES
,bn:03710873n,,"tenso, poetical_debate, tenço, tenzone, tensó, tençon",A tenso is a style of troubadour song.,tenson,YES
,bn:03710873n,,"tenso, poetical_debate, tenço, tenzone, tensó, tençon",A tenso is a style of troubadour song.,tencon,YES
,bn:03710873n,,"tenso, poetical_debate, tenço, tenzone, tensó, tençon",A tenso is a style of troubadour song.,tençon,YES
,bn:03710873n,,"tenso, poetical_debate, tenço, tenzone, tensó, tençon",A tenso is a style of troubadour song.,tenso,YES
,bn:03710873n,,"tenso, poetical_debate, tenço, tenzone, tensó, tençon",A tenso is a style of troubadour song.,débat_poétique,YES
,bn:03621004n,,tension,"In music, tension is the anticipation music creates in a listener's mind for relaxation or release.",tension,YES
,bn:03437737n,,"tenore_di_grazia, leggiero_tenor, leggero_tenor","Tenore di grazia, also called leggero tenor, is a lightweight, flexible tenor voice type.",ténor_léger,YES
,bn:03437737n,,"tenore_di_grazia, leggiero_tenor, leggero_tenor","Tenore di grazia, also called leggero tenor, is a lightweight, flexible tenor voice type.",grazia_di_ténor,YES
,bn:03348542n,,"teen_pop, teenpop, teen-pop, millennial_pop, disney_pop, teenybopper_pop, teen_rock, teen_culture, teen_genre, teen_music, teen_pop_music","Teen pop is a subgenre of pop music that is created, marketed and oriented towards preteens and teenagers.",teen_pop,YES
