wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,bn:00161617n,,"traditional_black_gospel, traditional_black_gospel_music","Traditional black gospel is music that is written to express either personal or a communal belief regarding African American Christian life, as well as to give a Christian alternative to mainstream secular music.",gospel_negro,YES,
,bn:00018544n,,"chirrup, twitter",A series of chirps,gorjeo,YES,
,bn:00042259n,,gurgle,The bubbling sound of water flowing from a bottle with a narrow neck,gorgoteo,YES,
,bn:00042259n,,gurgle,The bubbling sound of water flowing from a bottle with a narrow neck,borboteo,YES,
,bn:00042259n,,gurgle,The bubbling sound of water flowing from a bottle with a narrow neck,gluglú,YES,
,bn:03100237n,,"goregrind, pathogrind, goregrind_music, hardgore, gorecore, gore-grind",Goregrind is a fusion genre of grindcore and death metal.,goregrind,YES,
,bn:03106681n,,"gongche_notation, gongchi_notation, gongchipu, gongchepu, gongche_pu, gongche, gongchi_pu, gongchi","Gongche notation or gongchepu is a traditional musical notation method, once popular in ancient China.",gongchepu,YES,
,bn:03106681n,,"gongche_notation, gongchi_notation, gongchipu, gongchepu, gongche_pu, gongche, gongchi_pu, gongchi","Gongche notation or gongchepu is a traditional musical notation method, once popular in ancient China.",notación_gongche,YES,
,bn:00041049n,,"gong, tam-tam, gongs, prime, bossed, pitched_gong, nipple_gongs, suspended_gongs, bowl_gongs, luo, water_gong, wind_gong, nipple_gong, pitched_gongs, chau_gong, chinese_gong, opera_gong, tamtam, pot_gong",A percussion instrument consisting of a metal plate that is struck with a softheaded drumstick,gong,YES,
,bn:00041049n,,"gong, tam-tam, gongs, prime, bossed, pitched_gong, nipple_gongs, suspended_gongs, bowl_gongs, luo, water_gong, wind_gong, nipple_gong, pitched_gongs, chau_gong, chinese_gong, opera_gong, tamtam, pot_gong",A percussion instrument consisting of a metal plate that is struck with a softheaded drumstick,tam-tam,YES,
,bn:00041049n,,"gong, tam-tam, gongs, prime, bossed, pitched_gong, nipple_gongs, suspended_gongs, bowl_gongs, luo, water_gong, wind_gong, nipple_gong, pitched_gongs, chau_gong, chinese_gong, opera_gong, tamtam, pot_gong",A percussion instrument consisting of a metal plate that is struck with a softheaded drumstick,batintín,YES,
,bn:00041049n,,"gong, tam-tam, gongs, prime, bossed, pitched_gong, nipple_gongs, suspended_gongs, bowl_gongs, luo, water_gong, wind_gong, nipple_gong, pitched_gongs, chau_gong, chinese_gong, opera_gong, tamtam, pot_gong",A percussion instrument consisting of a metal plate that is struck with a softheaded drumstick,gongo,YES,
,bn:00041049n,,"gong, tam-tam, gongs, prime, bossed, pitched_gong, nipple_gongs, suspended_gongs, bowl_gongs, luo, water_gong, wind_gong, nipple_gong, pitched_gongs, chau_gong, chinese_gong, opera_gong, tamtam, pot_gong",A percussion instrument consisting of a metal plate that is struck with a softheaded drumstick,tambor_chinesco,YES,
,bn:00041049n,,"gong, tam-tam, gongs, prime, bossed, pitched_gong, nipple_gongs, suspended_gongs, bowl_gongs, luo, water_gong, wind_gong, nipple_gong, pitched_gongs, chau_gong, chinese_gong, opera_gong, tamtam, pot_gong",A percussion instrument consisting of a metal plate that is struck with a softheaded drumstick,gongos,YES,
,bn:00041049n,,"gong, tam-tam, gongs, prime, bossed, pitched_gong, nipple_gongs, suspended_gongs, bowl_gongs, luo, water_gong, wind_gong, nipple_gong, pitched_gongs, chau_gong, chinese_gong, opera_gong, tamtam, pot_gong",A percussion instrument consisting of a metal plate that is struck with a softheaded drumstick,tamtam,YES,
,bn:00041049n,,"gong, tam-tam, gongs, prime, bossed, pitched_gong, nipple_gongs, suspended_gongs, bowl_gongs, luo, water_gong, wind_gong, nipple_gong, pitched_gongs, chau_gong, chinese_gong, opera_gong, tamtam, pot_gong",A percussion instrument consisting of a metal plate that is struck with a softheaded drumstick,tantán,YES,
,bn:00041049n,,"gong, tam-tam, gongs, prime, bossed, pitched_gong, nipple_gongs, suspended_gongs, bowl_gongs, luo, water_gong, wind_gong, nipple_gong, pitched_gongs, chau_gong, chinese_gong, opera_gong, tamtam, pot_gong",A percussion instrument consisting of a metal plate that is struck with a softheaded drumstick,batintin,YES,
,bn:00041049n,,"gong, tam-tam, gongs, prime, bossed, pitched_gong, nipple_gongs, suspended_gongs, bowl_gongs, luo, water_gong, wind_gong, nipple_gong, pitched_gongs, chau_gong, chinese_gong, opera_gong, tamtam, pot_gong",A percussion instrument consisting of a metal plate that is struck with a softheaded drumstick,tam_tam,YES,
,bn:00041049n,,"gong, tam-tam, gongs, prime, bossed, pitched_gong, nipple_gongs, suspended_gongs, bowl_gongs, luo, water_gong, wind_gong, nipple_gong, pitched_gongs, chau_gong, chinese_gong, opera_gong, tamtam, pot_gong",A percussion instrument consisting of a metal plate that is struck with a softheaded drumstick,gong_chino,YES,
,bn:00041049n,,"gong, tam-tam, gongs, prime, bossed, pitched_gong, nipple_gongs, suspended_gongs, bowl_gongs, luo, water_gong, wind_gong, nipple_gong, pitched_gongs, chau_gong, chinese_gong, opera_gong, tamtam, pot_gong",A percussion instrument consisting of a metal plate that is struck with a softheaded drumstick,gongs,YES,
,bn:00009399n,,beat,The sound of stroke or blow,golpeteo,YES,
,bn:00049356n,,"knock, knocking",The sound of knocking (as on a door or in an engine or bearing),golpeo,YES,
,bn:00049356n,,"knock, knocking",The sound of knocking (as on a door or in an engine or bearing),llamada,YES,
,bn:00049356n,,"knock, knocking",The sound of knocking (as on a door or in an engine or bearing),martilleo,YES,
,bn:00049356n,,"knock, knocking",The sound of knocking (as on a door or in an engine or bearing),golpe,YES,
,bn:00049356n,,"knock, knocking",The sound of knocking (as on a door or in an engine or bearing),golpeteo,YES,
,bn:00049356n,,"knock, knocking",The sound of knocking (as on a door or in an engine or bearing),golpes,YES,
,bn:03852514n,,"rimshot, gock, stick_shot, pingshot, rim-tap, rim_shot, crossstick, rimclick, ping_shot, rimtap, rim-shot, stickshot, cross-stick, ping-shot, rim_tap, cross_stick, stick-shot",A rimshot is a percussion technique used to produce an accented snare drum backbeat.,golpe_de_aro,YES,
,bn:03852514n,,"rimshot, gock, stick_shot, pingshot, rim-tap, rim_shot, crossstick, rimclick, ping_shot, rimtap, rim-shot, stickshot, cross-stick, ping-shot, rim_tap, cross_stick, stick-shot",A rimshot is a percussion technique used to produce an accented snare drum backbeat.,rimshot,YES,
,bn:00080599n,,"water_hammer, fluid_hammer, hydraulic_shock, cavitation_hammer, steam_hammer",The banging sound of steam in pipes,golpe_de_ariete,YES,
,bn:00080599n,,"water_hammer, fluid_hammer, hydraulic_shock, cavitation_hammer, steam_hammer",The banging sound of steam in pipes,pulso_de_joukowski,YES,
,bn:03120526n,,"goje, nyanyeru, gonje","The goje is one of the many names for a variety of one or two-stringed fiddles from West Africa, almost exclusively played by ethnic groups inhabiting the Sahel and Sudan sparsely vegetated grassland belts leading to the Sahara.",goje,YES,
,bn:00267513n,,gogona,"The gogona is a type of jaw harp, a vibrating reed instrument that is used primarily in the traditional Bihu music in Assam.",gogona,YES,
,bn:01373692n,,"go-go, dc_gogo, go-go_music, gogo, dc_go_go","Go-go is a popular music subgenre associated with funk originating in the Washington, D.C., area during the mid-60s to late-70s which remains popular in the Washington metropolitan area as a uniquely regional music style.",go-go,YES,
,bn:15495560n,,"indian_band, band_government, first_nations_government, first_nation, band, first_nation_band, first_nation_government, first_nations_governments, band_councils, band_council, first_nation_band_governments, band_governments, indigenous_government","In Canada, an Indian band or band, sometimes referred to as a First Nation band or simply a First Nation, is the basic unit of government for those peoples subject to the Indian Act.",gobierno_de_las_primeras_naciones,YES,
,bn:15495560n,,"indian_band, band_government, first_nations_government, first_nation, band, first_nation_band, first_nation_government, first_nations_governments, band_councils, band_council, first_nation_band_governments, band_governments, indigenous_government","In Canada, an Indian band or band, sometimes referred to as a First Nation band or simply a First Nation, is the basic unit of government for those peoples subject to the Indian Act.",gobierno_banda,YES,
,bn:01242824n,,"goa_trance, goa_trance_music, goa_music, goa-trance, goa, goatrance","Goa trance is an electronic music style that originated during the late 1980s in Goa, India.",goa_trance,YES,
,bn:01242824n,,"goa_trance, goa_trance_music, goa_music, goa-trance, goa, goatrance","Goa trance is an electronic music style that originated during the late 1980s in Goa, India.",goa,YES,
,bn:00040867n,,gobble,The characteristic sound made by a turkey cock,gluglú,YES,
,bn:00040867n,,gobble,The characteristic sound made by a turkey cock,engullir,YES,
,bn:01646876n,,"glitch, glitch_music, glitch_hop, glitch-pop, glitchcore, glitch_electronica, glitch_pop, glitch-hop, glitchno, microsound, glitchpop, clicks_n_cuts, glitchstep",Glitch is a genre of electronic music that emerged in the 1990s.,glitch,YES,
,bn:01646876n,,"glitch, glitch_music, glitch_hop, glitch-pop, glitchcore, glitch_electronica, glitch_pop, glitch-hop, glitchno, microsound, glitchpop, clicks_n_cuts, glitchstep",Glitch is a genre of electronic music that emerged in the 1990s.,clicks_and_cuts,YES,
,bn:01646876n,,"glitch, glitch_music, glitch_hop, glitch-pop, glitchcore, glitch_electronica, glitch_pop, glitch-hop, glitchno, microsound, glitchpop, clicks_n_cuts, glitchstep",Glitch is a genre of electronic music that emerged in the 1990s.,música_glitch,YES,
,bn:01646876n,,"glitch, glitch_music, glitch_hop, glitch-pop, glitchcore, glitch_electronica, glitch_pop, glitch-hop, glitchno, microsound, glitchpop, clicks_n_cuts, glitchstep",Glitch is a genre of electronic music that emerged in the 1990s.,hip_glitch,YES,
,bn:00040675n,,glissade,(ballet) a gliding or sliding step in ballet,glissade,YES,
,bn:03099905n,,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",glam_rock,YES,
,bn:03099905n,,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",rock/glam,YES,
,bn:03099905n,,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",rock_glam,YES,
,bn:03099905n,,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",glitter_rock,YES,
,bn:03099905n,,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",hair_rock,YES,
,bn:03099905n,,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",glam-rock,YES,
,bn:03099905n,,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",glamrock,YES,
,bn:03099905n,,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",rock_glitter,YES,
,bn:02281252n,,"glam_punk, mock_rock, glamcore","Glam punk is a term used retrospectively to describe a short lived trend for bands which produced a form of proto-punk that incorporated elements of glam rock, initially in the early to mid-1970s.",glam_punk,YES,
,bn:00959751n,,"glam_metal, pop_metal, hair_metal, hair_band, hair_bands, big_hair_band, 80's_metal, post-glam_metal, heavy_glam_rock, light_metal, west_coast_metal, sleaze_metal, pop-metal, new_wave_metal, glitter_metal, big_hair, bubblegum_metal, glam_metal_revival","Glam metal, also known as hair metal or pop metal, is a subgenre of heavy metal, which features pop-influenced hooks and guitar riffs, and borrows heavily from the fashion and image of 1970s glam rock.",glam_metal,YES,
,bn:00959751n,,"glam_metal, pop_metal, hair_metal, hair_band, hair_bands, big_hair_band, 80's_metal, post-glam_metal, heavy_glam_rock, light_metal, west_coast_metal, sleaze_metal, pop-metal, new_wave_metal, glitter_metal, big_hair, bubblegum_metal, glam_metal_revival","Glam metal, also known as hair metal or pop metal, is a subgenre of heavy metal, which features pop-influenced hooks and guitar riffs, and borrows heavily from the fashion and image of 1970s glam rock.",hair_metal,YES,
,bn:00959751n,,"glam_metal, pop_metal, hair_metal, hair_band, hair_bands, big_hair_band, 80's_metal, post-glam_metal, heavy_glam_rock, light_metal, west_coast_metal, sleaze_metal, pop-metal, new_wave_metal, glitter_metal, big_hair, bubblegum_metal, glam_metal_revival","Glam metal, also known as hair metal or pop metal, is a subgenre of heavy metal, which features pop-influenced hooks and guitar riffs, and borrows heavily from the fashion and image of 1970s glam rock.",pop_metal,YES,
,bn:00959751n,,"glam_metal, pop_metal, hair_metal, hair_band, hair_bands, big_hair_band, 80's_metal, post-glam_metal, heavy_glam_rock, light_metal, west_coast_metal, sleaze_metal, pop-metal, new_wave_metal, glitter_metal, big_hair, bubblegum_metal, glam_metal_revival","Glam metal, also known as hair metal or pop metal, is a subgenre of heavy metal, which features pop-influenced hooks and guitar riffs, and borrows heavily from the fashion and image of 1970s glam rock.",metal_pop,YES,
,bn:01905915n,,"girl_group, girl-group, girl_band, hallyu_group, all-female_group, girl_pop_group, girl-groups, girlgroup, all-girl_band, all-female_band, girl_groups, all-girl_group, chick_band",A girl group is a music act featuring several female singers who generally harmonize together.,girl_group,YES,
,bn:01905915n,,"girl_group, girl-group, girl_band, hallyu_group, all-female_group, girl_pop_group, girl-groups, girlgroup, all-girl_band, all-female_band, girl_groups, all-girl_group, chick_band",A girl group is a music act featuring several female singers who generally harmonize together.,grupo_de_chicas,YES,
,bn:01905915n,,"girl_group, girl-group, girl_band, hallyu_group, all-female_group, girl_pop_group, girl-groups, girlgroup, all-girl_band, all-female_band, girl_groups, all-girl_group, chick_band",A girl group is a music act featuring several female singers who generally harmonize together.,grupos_de_chicas,YES,
,bn:01648453n,,giovane_scuola,The giovane scuola refers to a group of Italian composers who succeeded Verdi and flourished in the late 19th and early 20th century.,giovane_scuola,YES,
,bn:01996292n,,"ghettotech, ghetto_tech, getotek, accelerated_funk, ghettotec",Ghettotech is a genre of electronic music originating from Detroit.,ghetto_tech,YES,
,bn:01996292n,,"ghettotech, ghetto_tech, getotek, accelerated_funk, ghettotec",Ghettotech is a genre of electronic music originating from Detroit.,ghettotech,YES,
,bn:01996292n,,"ghettotech, ghetto_tech, getotek, accelerated_funk, ghettotec",Ghettotech is a genre of electronic music originating from Detroit.,getotek,YES,
,bn:01996292n,,"ghettotech, ghetto_tech, getotek, accelerated_funk, ghettotec",Ghettotech is a genre of electronic music originating from Detroit.,ghettotec,YES,
,bn:03425197n,,"ghatam, ghaṭam, pani_mataqa, madga",The ghaṭam is a percussion instrument used in various repertoires across India.,ghatam,YES,
,bn:01527184n,,"gender, gendèr, gendér_panerus, gender_panerus, gendér_barung, gender_barung, gendér",A gendèr is a type of metallophone used in Balinese and Javanese gamelan music.,gender,YES,
,bn:01527184n,,"gender, gendèr, gendér_panerus, gender_panerus, gendér_barung, gender_barung, gendér",A gendèr is a type of metallophone used in Balinese and Javanese gamelan music.,género,YES,
,bn:00041834n,,"groan, moan",An utterance expressing pain or disapproval,gemido,YES,
,bn:00041834n,,"groan, moan",An utterance expressing pain or disapproval,quejido,YES,
,bn:00041834n,,"groan, moan",An utterance expressing pain or disapproval,queja,YES,
,bn:00041834n,,"groan, moan",An utterance expressing pain or disapproval,ay,YES,
,bn:00041834n,,"groan, moan",An utterance expressing pain or disapproval,lamento,YES,
,bn:00041834n,,"groan, moan",An utterance expressing pain or disapproval,quejumbre,YES,
,bn:00041834n,,"groan, moan",An utterance expressing pain or disapproval,voz_humana,YES,
,bn:00009210n,,"bawling, wailing",Loud cries made while weeping,gemido,YES,
,bn:00009210n,,"bawling, wailing",Loud cries made while weeping,lamentación,YES,
,bn:00009210n,,"bawling, wailing",Loud cries made while weeping,lamento,YES,
,bn:00009210n,,"bawling, wailing",Loud cries made while weeping,gemidos,YES,
,bn:00009210n,,"bawling, wailing",Loud cries made while weeping,berrear,YES,
,bn:00037536n,,"gavotte, tempo_di_gavotta, gavote, gavot",An old formal French dance in quadruple time,gavota,YES,
,bn:00037536n,,"gavotte, tempo_di_gavotta, gavote, gavot",An old formal French dance in quadruple time,gavotta,YES,
,bn:00037536n,,"gavotte, tempo_di_gavotta, gavote, gavot",An old formal French dance in quadruple time,gavotte,YES,
,bn:01632721n,,gato,The gato is a style of Argentine music and the associated dance.,gato,YES,
,bn:01632721n,,gato,The gato is a style of Argentine music and the associated dance.,gato_danza_folclorica,YES,
,bn:01632721n,,gato,The gato is a style of Argentine music and the associated dance.,gato_danza_folclórica,YES,
,bn:01632721n,,gato,The gato is a style of Argentine music and the associated dance.,_danza_folclorica,YES,
,bn:01632721n,,gato,The gato is a style of Argentine music and the associated dance.,_danza_folclórica,YES,
,bn:00037339n,,gargle,The sound produced while gargling,gárgaras,YES,
,bn:00037339n,,gargle,The sound produced while gargling,gárgara,YES,
,bn:00705180n,,"garage_rock, garage_rock_revival, garage_band, 60s_punk, garge_rock, garage-rock, garage_pop, garage_bands, arizona_garage, frat_rock, 1960s_punk, garage_revival, 1990s_garage_rock, 1980s_garage_rock, garage_rock/post-punk_revival","Garage rock is a raw and energetic style of rock and roll that flourished in the mid-1960s, most notably in the United States and Canada, and has experienced a series of subsequent revivals.",garage_rock,YES,
,bn:00705180n,,"garage_rock, garage_rock_revival, garage_band, 60s_punk, garge_rock, garage-rock, garage_pop, garage_bands, arizona_garage, frat_rock, 1960s_punk, garage_revival, 1990s_garage_rock, 1980s_garage_rock, garage_rock/post-punk_revival","Garage rock is a raw and energetic style of rock and roll that flourished in the mid-1960s, most notably in the United States and Canada, and has experienced a series of subsequent revivals.",rock_de_garage,YES,
,bn:00705180n,,"garage_rock, garage_rock_revival, garage_band, 60s_punk, garge_rock, garage-rock, garage_pop, garage_bands, arizona_garage, frat_rock, 1960s_punk, garage_revival, 1990s_garage_rock, 1980s_garage_rock, garage_rock/post-punk_revival","Garage rock is a raw and energetic style of rock and roll that flourished in the mid-1960s, most notably in the United States and Canada, and has experienced a series of subsequent revivals.",garage-rock,YES,
,bn:00705180n,,"garage_rock, garage_rock_revival, garage_band, 60s_punk, garge_rock, garage-rock, garage_pop, garage_bands, arizona_garage, frat_rock, 1960s_punk, garage_revival, 1990s_garage_rock, 1980s_garage_rock, garage_rock/post-punk_revival","Garage rock is a raw and energetic style of rock and roll that flourished in the mid-1960s, most notably in the United States and Canada, and has experienced a series of subsequent revivals.",rock_de_garaje,YES,
,bn:00705180n,,"garage_rock, garage_rock_revival, garage_band, 60s_punk, garge_rock, garage-rock, garage_pop, garage_bands, arizona_garage, frat_rock, 1960s_punk, garage_revival, 1990s_garage_rock, 1980s_garage_rock, garage_rock/post-punk_revival","Garage rock is a raw and energetic style of rock and roll that flourished in the mid-1960s, most notably in the United States and Canada, and has experienced a series of subsequent revivals.",garage_rock_revival,YES,
,bn:00705180n,,"garage_rock, garage_rock_revival, garage_band, 60s_punk, garge_rock, garage-rock, garage_pop, garage_bands, arizona_garage, frat_rock, 1960s_punk, garage_revival, 1990s_garage_rock, 1980s_garage_rock, garage_rock/post-punk_revival","Garage rock is a raw and energetic style of rock and roll that flourished in the mid-1960s, most notably in the United States and Canada, and has experienced a series of subsequent revivals.",rock_fraternidad,YES,
,bn:00705180n,,"garage_rock, garage_rock_revival, garage_band, 60s_punk, garge_rock, garage-rock, garage_pop, garage_bands, arizona_garage, frat_rock, 1960s_punk, garage_revival, 1990s_garage_rock, 1980s_garage_rock, garage_rock/post-punk_revival","Garage rock is a raw and energetic style of rock and roll that flourished in the mid-1960s, most notably in the United States and Canada, and has experienced a series of subsequent revivals.",bandas_de_garaje,YES,
,bn:14723355n,,"garage_music, garage_house, new_york_house, us_garage, garage_house_music, garage_music_usa, new_york_garage, new_york_garage_music",Garage house is a dance music style that was developed alongside Chicago house music.,garage_house,YES,
,bn:01527074n,,gangsa,A gangsa is a type of metallophone which is used mainly in Balinese and Javanese Gamelan music in Indonesia.,gangsa,YES,
,bn:00056889n,,"nasal_twang, twang",Exaggerated nasality in speech (as in some regional dialects),gangosidad,YES,
,bn:00056889n,,"nasal_twang, twang",Exaggerated nasality in speech (as in some regional dialects),twang_nasal,YES,
,bn:01095866n,,ganga,"Ganga is a type of singing that originated from rural Bosnia and Herzegovina, Croatia, and Montenegro.",ganga,YES,
,bn:03710329n,,"hook, musical_hook, hook_line, hookline, callout_hook, hooks","A hook is a musical idea, often a short riff, passage, or phrase, that is used in popular music to make a song appealing and to ""catch the ear of the listener"".",gancho,YES,
,bn:03710329n,,"hook, musical_hook, hook_line, hookline, callout_hook, hooks","A hook is a musical idea, often a short riff, passage, or phrase, that is used in popular music to make a song appealing and to ""catch the ear of the listener"".",hook,YES,
,bn:03340900n,,"gamelan_gong_kebyar, gong_kebyar, tabuh_kreasi, gamelan_kebyar, kebyar, jegogan, tabuh_kreasi_baru",Gamelan gong kebyar is a style or genre of Balinese gamelan music of Indonesia.,gamelán_gong_kebyar,YES,
,bn:03340900n,,"gamelan_gong_kebyar, gong_kebyar, tabuh_kreasi, gamelan_kebyar, kebyar, jegogan, tabuh_kreasi_baru",Gamelan gong kebyar is a style or genre of Balinese gamelan music of Indonesia.,kebyar_gamelan_gong,YES,
,bn:03340900n,,"gamelan_gong_kebyar, gong_kebyar, tabuh_kreasi, gamelan_kebyar, kebyar, jegogan, tabuh_kreasi_baru",Gamelan gong kebyar is a style or genre of Balinese gamelan music of Indonesia.,kebyar,YES,
,bn:03860922n,,"gamaka, gamak, gamakam","Gamaka, also known as gamak, refer to ornamentation that is used in the performance of North and South Indian classical music.",gamak,YES,
,bn:03341899n,,"galop, gallopade, galoppade, galopede, herman_koenig, galopade","In dance, the galop, named after the fastest running gait of a horse, a shortened version of the original term galoppade, is a lively country dance, introduced in the late 1820s to Parisian society by the Duchesse de Berry and popular in Vienna, Berlin and London.",galope,YES,
,bn:00007635n,,babel,A confusion of voices and other sounds,gallinero,YES,
,bn:00007635n,,babel,A confusion of voices and other sounds,babel,YES,
,bn:00421246n,,"galliard, gagliarda, gaillarde, cinquepaces, gagliarde, cinque_passi, cinque-pas, cinquepace, sinkapace, galiarda, galliards, galiard, cinque-pace, galliarde",The galliard was a form of Renaissance dance and music popular all over Europe in the 16th century.,gallarda,YES,
,bn:00421246n,,"galliard, gagliarda, gaillarde, cinquepaces, gagliarde, cinque_passi, cinque-pas, cinquepace, sinkapace, galiarda, galliards, galiard, cinque-pace, galliarde",The galliard was a form of Renaissance dance and music popular all over Europe in the 16th century.,galliard,YES,
,bn:01072777n,,"galant_style, gallantry, galant, stile_galant","The galant style was an 18th-century movement in music, visual arts and literature.",galantería,YES,
,bn:01072777n,,"galant_style, gallantry, galant, stile_galant","The galant style was an 18th-century movement in music, visual arts and literature.",galanteria,YES,
,bn:01072777n,,"galant_style, gallantry, galant, stile_galant","The galant style was an 18th-century movement in music, visual arts and literature.",galante,YES,
,bn:01072777n,,"galant_style, gallantry, galant, stile_galant","The galant style was an 18th-century movement in music, visual arts and literature.",caballerosidad,YES,
,bn:03824154n,,"uilleann_pipes, uileann_pipe, uilleann_pipe, irish_bagpipes, uilleann_piping, oileann_pipes, uilleann_piper, uilean_pipe, uillean_pipes, uilleann_bagpipes, uilliann_pipes, uilean_pipes, uileann_pipes, uilleann, union_pipe, irish_organ, uiliann_pipes, union_pipes, illin_pipes",The uilleann pipes are the characteristic national bagpipe of Ireland.,gaita_irlandesa,YES,
,bn:03824154n,,"uilleann_pipes, uileann_pipe, uilleann_pipe, irish_bagpipes, uilleann_piping, oileann_pipes, uilleann_piper, uilean_pipe, uillean_pipes, uilleann_bagpipes, uilliann_pipes, uilean_pipes, uileann_pipes, uilleann, union_pipe, irish_organ, uiliann_pipes, union_pipes, illin_pipes",The uilleann pipes are the characteristic national bagpipe of Ireland.,uilleann_pipes,YES,
,bn:03824154n,,"uilleann_pipes, uileann_pipe, uilleann_pipe, irish_bagpipes, uilleann_piping, oileann_pipes, uilleann_piper, uilean_pipe, uillean_pipes, uilleann_bagpipes, uilliann_pipes, uilean_pipes, uileann_pipes, uilleann, union_pipe, irish_organ, uiliann_pipes, union_pipes, illin_pipes",The uilleann pipes are the characteristic national bagpipe of Ireland.,uilleann_pipe,YES,
,bn:03824154n,,"uilleann_pipes, uileann_pipe, uilleann_pipe, irish_bagpipes, uilleann_piping, oileann_pipes, uilleann_piper, uilean_pipe, uillean_pipes, uilleann_bagpipes, uilliann_pipes, uilean_pipes, uileann_pipes, uilleann, union_pipe, irish_organ, uiliann_pipes, union_pipes, illin_pipes",The uilleann pipes are the characteristic national bagpipe of Ireland.,uilleann,YES,
,bn:03824154n,,"uilleann_pipes, uileann_pipe, uilleann_pipe, irish_bagpipes, uilleann_piping, oileann_pipes, uilleann_piper, uilean_pipe, uillean_pipes, uilleann_bagpipes, uilliann_pipes, uilean_pipes, uileann_pipes, uilleann, union_pipe, irish_organ, uiliann_pipes, union_pipes, illin_pipes",The uilleann pipes are the characteristic national bagpipe of Ireland.,tuberías_uillean,YES,
,bn:00056424n,,"musette, shepherd's_pipe",A small bagpipe formerly popular in France,gaita,YES,
,bn:03207317n,,"gagaku, japanese_court_music, traditional_japanese_music:_gagaku, japanese_classical_music, court_music_of_japan",Gagaku is a type of Japanese classical music.,gagaku,YES,
,bn:17213679n,,"mainstream_hardcore, gabba, gabber_house, nu_style_gabber, gabber_hardcore, gabber","Mainstream hardcore, mainstyle, Nu style gabber or newstyle hardcore is a subgenre of hardcore techno.",gabber,YES,
,bn:17213679n,,"mainstream_hardcore, gabba, gabber_house, nu_style_gabber, gabber_hardcore, gabber","Mainstream hardcore, mainstyle, Nu style gabber or newstyle hardcore is a subgenre of hardcore techno.",música_gabber,YES,
,bn:00996547n,,"early_hardcore, gabber, hardcore_house, rotterdam_hardcore, rotterdam_techno, gabber_music","Gabber, is a style of electronic music and a subgenre of hardcore techno.",gabber,YES,
,bn:01994576n,,"futurepop, future_pop, future-pop","Futurepop is an electronic music genre, an outgrowth of EBM, that evolved in the late 1990s with groups like VNV Nation, Covenant, and Apoptygma Berzerk.",futurepop,YES,
,bn:01994576n,,"futurepop, future_pop, future-pop","Futurepop is an electronic music genre, an outgrowth of EBM, that evolved in the late 1990s with groups like VNV Nation, Covenant, and Apoptygma Berzerk.",future_pop,YES,
,bn:15819121n,,future_garage,"Future garage is a genre of electronic music that incorporates a variety of influences from UK garage and softer elements from 2-step garage, leading to an off-kilter rhythmic style.",future_garage,YES,
