wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:02546093n,,"veena, beena, vina, vīnā, vīṇā, veene, bina, veenai, vainika",The veena comprises a family of chordophone instruments from the Indian subcontinent.,"vînâ, veena, bîn, sarasvati_vînâ, vîṇa, vinâ, vîna, bîne, gottuvadhyam_vînâ, rudra_vînâ, vina, vichitra_vinâ, vichitra_vînâ",YES
,bn:16050704n,,"vaporwave, trumpwave, mallsoft, what's_a_future_funk?, late-nite_lo-fi, vapourwave, list_of_vaporwave_subgenres, vaportrap, post-vaporwave, virtual_plaza, oceangrunge","Vaporwave is a microgenre of electronic music, a visual art style, and an Internet meme that emerged in the early 2010s.","vaporwave, vapourwave",YES
,bn:03115537n,,vallenato-salsa,Vallenato-salsa is a style of salsa music associated with Colombia.,vallenato_salsa,YES
,bn:03782040n,,"vallenato, paseo_vallenato, vallenato_music, merengue_vallenato, puya_vallenata, son_vallenato","Vallenato, along with cumbia, is a popular folk music genre of Colombia.","vallenato, vallenata",YES
,bn:03608129n,,"vadi, vadhi","Vaadi, in both Hindustani classical music and Carnatic music, is the tonic swara of a given raga.",vadi,YES
,bn:02604800n,,"urtext_edition, urtext_editions","An urtext edition of a work of classical music is a printed version intended to reproduce the original intention of the composer as exactly as possible, without any added or changed material.",édition_urtext,YES
,bn:02255994n,,"urban_gospel, urban_contemporary_gospel, contemporary_gospel, black_gospel/version_2",Urban/contemporary gospel is a modern subgenre of gospel music.,"gospel_urbain, gospel_contemporain",YES
,bn:02360728n,,"uplifting_trance, anthem_trance, epic_trance, euphoric_trance, energetic_trance, emotional_trance","A large subgenre of trance music, named for the feeling which listeners claim to get (often described as a ""rush"").","uplifting_trance, emotional_trance, trance_euphorique, trance_mélodique, epic_trance, trance_uplifting",YES
,bn:03214006n,,"unsigned_artist, unsigned_band, unsigned_musician","An unsigned artist, unsigned band or independent artist is a musician or musical group not under a contract with a record label.",artiste_non_signé,YES
,bn:03093724n,,unmeasured_prelude,Unmeasured or non-measured prelude is a prelude in which the duration of each note is left to the performer.,"prélude_non_mesuré, prelude_non_mesure",YES
,bn:16624636n,,"unitar, one_string_guitar","The one stringed guitar, also known as a Unitar is a somewhat less known version of the standard electric guitar.",guitare_à_une_corde,YES
,bn:02108619n,,"unfolding, compound_melody, ","In Schenkerian analysis, unfolding or compound melody is the implication of more than one melody or line by a single voice through skipping back and forth between the notes of the two melodies.",,YES
,bn:03360523n,,"underground_hip_hop, underground_hip-hop, underground_rap, indie_hip_hop, ughh, undergound_hip_hop, indy_hip-hop, indie_hip-hop, indy_hip_hop, hip-hop_underground, underground_hip-hop_subculture, independent_hip_hop, underground_hiphop, independent_hip-hop",Underground hip hop is an umbrella term for hip hop music outside the general commercial canon.,"underground_hip-hop, hip-hop_underground, rap_underground, hip-hop_indépendant, hip_hop_underground",YES
,bn:03083586n,,"uk_bass, bass_music, post-dubstep","UK bass, also called bass music, is club music that emerged in the United Kingdom during the mid-2000s under the influence of diverse genres such as house, grime, dubstep, UK garage, R&B, and UK funky.","bass_music, musique_bass, uk_bass",YES
,bn:03824154n,,"uilleann_pipes, uileann_pipe, uilleann_pipe, irish_bagpipes, uilleann_piping, oileann_pipes, uilleann_piper, uilean_pipe, uillean_pipes, uilleann_bagpipes, uilliann_pipes, uilean_pipes, uileann_pipes, uilleann, union_pipe, irish_organ, uiliann_pipes, union_pipes, illin_pipes",The uilleann pipes are the characteristic national bagpipe of Ireland.,"uilleann_pipes, uileann_pipes, uillean_pipe, uillean-pipe, uileann_pipe, uilleann_pipe, uilean_pipe, uileann-pipe, cornemuse_irlandaise, uilleann, tuyau_uilleann, uillean_pipes",YES
,bn:02203643n,,"udu, udu_pot",The udu is a plosive aerophone and an idiophone of the Igbo of Nigeria.,udu,YES
,bn:02739773n,,tympanum,"In ancient Greece and Rome, the tympanum or tympanon, was a type of frame drum or tambourine.","tympan, tympanum, tambour_basque, tambourin",YES
,bn:03677486n,,"txalaparta, chalaparta",The txalaparta is a specialized Basque music device of wood or stone.,txalaparta,YES
,bn:03549292n,,twmpath,"Twmpath is a Welsh word literally meaning a hump or tump, once applied to the mound or village green upon which the musicians sat and played for the community to dance.",twmpath,YES
,bn:14194058n,,"twerking, twirking, twerk, twurk, twerked, yiking, twirk, twerks, twurking, booty_shaking, team_twerk, twerk_dance",Twerking is a type of dance that came out of the bounce music scene of New Orleans in the late 1980s.,"twerking, twerk",YES
,bn:02303107n,,"twelve-string_guitar, 12_string_guitar, 12-string_guitar, twelve_string_guitar, 12_string, twelve_guitar,  12-string, twelve-string_guitars, twelve-string_electric_guitar, twelve_string_guitars, 12-string_acoustic_guitar, 12-string_guitars, electric_12-string_guitar, electric_twelve_string_guitar, 12_string_acoustic","The 12-string guitar is a steel-string guitar with 12 strings in six courses, which produces a thicker, more ringing tone than a standard six-string guitar.","guitare_à_douze_cordes, guitare_12_cordes, guitare_douze_cordes, douze_cordes, guitare_à_12_cordes",YES
,bn:02323047n,,"twelve-inch_single, 12-inch, 12"", 12""_single, 12""_version, 12""_vinyl, 12-inch_single, 12""_maxi_single,  12_inch, twelve-inch_vinyl, 12-inch_vinyl, 12-inch_maxi_single, 12_inch_single, 12_inch_singles","The twelve-inch single is a type of vinyl gramophone record that has wider groove spacing and shorter playing time with a 'single' or a few related sound tracks on each surface, compared to LPs which have several songs on each side.","12_pouces, disque_microsillon, 12_single, douze_pouces",YES
,bn:02410993n,,"twelve-bar_blues, twelve_bar_blues, 12_bar_blues, blues_changes, 12-bar_blues, bebop_blues, quick_to_four, quick_four, quick-change, jazz_blues, blues_progression, blues_jazz ",The twelve-bar blues is one of the most prominent chord progressions in popular music.,"blues_à_12_mesures, 12_bar_blues, progression_blues, jazz_blues, douze_bar_blues, blues_de_douze_barres",YES
,bn:03548272n,,tutti,"Tutti is an Italian word literally meaning all or together and is used as a musical term, for the whole orchestra as opposed to the soloist.",tutti,YES
,bn:03293133n,,turnaround,"In jazz, a turnaround is a passage at the end of a section which leads to the next section.","turnaround, redressement",YES
,bn:02587452n,,"turlutte, turlute","In Quebec, the turlutte is a form of traditional popular song, which is associated with specific melody ornaments.","turlutage, turlute, turlutte",YES
,bn:03303947n,,türkü,Name given to Turkish folk songs as opposed to şarkı,"türkü, turku",YES
,bn:03083688n,,"turkish_pop_music, turkpop, popular_music_in_turkey, turkish_pop","Turkish pop music had its beginnings in the late 1950s with Turkish cover versions of a wide range of imported popular styles, including rock and roll, tango, and jazz.",musique_pop_turque,YES
,bn:03628576n,,"turkish_music, turkish_style","Turkish music, in the sense described here, is not the music of Turkey, but rather a musical style that was occasionally used by the European composers of the Classical music era.",musique_turque,YES
,bn:03367405n,,"tuplet, triplet, sextuplet, irrational_rhythm, contrametric_rhythm, sextolet, artificial_groupings, third_note, sectuplet, irrational_rhythms, abnormal_divisions, irrational_rythms, tuplets, gruppetto, quadruplet, septimole, artificial_division, irregular_rhythm, extra-metric_groupings, artificial_grouping, quartina, quintuplet, extra-metric_grouping, irrational_grouping, quartole, false_sextuplet, abnormal_division, sixth_note, septuplet, sextelet, duplet, sextuplet_rhythm, irrational_groupings, true_sextuplet, quintina","In music, a tuplet is ""any rhythm that involves dividing the beat into a different number of equal subdivisions from that usually permitted by the time-signature ","croche, triplet, tuplet",YES
,bn:02592945n,,tunisian_underground_music,Tunisian underground music refers to music performed by Tunisian artists that play or compose in a style different from the established Tunisian mainstream.,musique_underground_tunisienne,YES
,bn:14224228n,,tungehorn,"The tungehorn is a woodwind instrument used in traditional Norwegian music, which has a single-reed attached to a conical cow or goat horn.",tungehorn,YES
,bn:02471546n,,"tumbi, thumbi, toombi","The tumbi or toombi, also called a tumba or toomba, is a traditional musical instrument from the Punjab region of the northern Indian subcontinent.","tumbi, thumbi",YES
,bn:02656728n,,"tumba_francesa, tumba_francesca, la_tumba_francesa, french_tumba","Tumba francesa is a secular Afro-Cuban genre of dance, song, and drumming that emerged in Oriente, Cuba.",tumba_francesa,YES
,bn:03341043n,,"tuk_band, tuk_music","A tuk band is a kind of Barbadian musical ensemble, which plays tuk or rukatuk music.","tuk_band, groupe_de_tuk",YES
,bn:02779818n,,trutruca,"The trutruka is a wind instrument, part of the trumpet family.","trutruca, trutruka",YES
,bn:02280488n,,"tropipop, tropi_pop, tropi-pop, Colombian_pop, trop-pop",Tropipop is a music genre that developed in Colombia in the late 1990s and early 2000s.,"tropipop, pop_colombienne",YES
,bn:03608379n,,"trope, prosula, tropus","A trope or tropus may refer to a variety of different concepts in medieval, 20th-, and 21st-century music.","trope, tropaire",YES
,bn:03136666n,,"tro, tro_chhe, tro_che, tro_sau_thom, tro_ou, tro_sau_toch, tro_ou_chamhieng, tro_sor, tro_u","The tro is Cambodia's traditional spike fiddles, bowed string instruments that are held and played vertically.",tro,YES
,bn:03422606n,,"tristan_chord, tristan_motif, ‘tristan’_chord, tristan-akkord, 'tristan'_chord, der_tristan-akkord","The Tristan chord is a chord made up of the notes F, B, D♯, and G♯: More generally, it can be any chord that consists of these same intervals: augmented fourth, augmented sixth, and augmented ninth above a bass note.",accord_de_tristan,YES
,bn:03458858n,,"triple_harp, welsh_triple_harp, welsh_harp",The triple harp is a type of multi-course harp employing three parallel rows of strings instead of the more common single row.,harpe_triple,YES
,bn:02358848n,,"trip_hop, american_trip_hop, trip-hop, triphop, the_bristol_sound,  2000s_trip_hop, chillhop, post_trip_hop, trip_rock, post-trip_hop, bristol_sound, 1990s_trip_hop","Trip hop is a musical genre that originated in the early 1990s in the United Kingdom, especially Bristol.","trip_hop, trip-hop, triphop",YES
,bn:02199006n,,"trigonon, trigōnon",A trigonon is a small triangular harp occasionally used by the ancient Greeks and probably derived from Assyria or Egypt. The trigonon is thought to be either a variety of the sambuca or identical with it.,trigonon,YES
,bn:02601167n,,trigono,The trigono is a kind of a Greek auxiliary percussion instrument with three angles.,"trigonon, trigonos, trigono",YES
,bn:03542880n,,triccaballacca,"The triccaballacca is a percussion instrument used in Neapolitan folk music and, generally speaking, in folk music throughout much of southern Italy.","triccheballacche, tricballàc, triccaballacca",YES
,bn:03572978n,,"tribute_band, tribute_act, tribute_group, tribute_bands, tribute_acts, tribute_groups","A tribute act, tribute band or tribute group is a music group, singer, or musician who specifically plays the music of a well-known music act.","groupe_hommage, tribute_band, acte_hommage",YES
,bn:03579404n,,"treble_booster, booster_pedal, treble_booster_pedal",A treble booster is an effects unit used by guitarists to increase the high end of their tonal spectrum.,treble_booster,YES
,bn:02630689n,,travel_guitar,Travel guitars are small guitars with a full or nearly full scale-length.,guitarre_de_voyage,YES
,bn:15503114n,,"trap_music, trap_rap, trap, trap_beat, trap_hip-hop, edm_trap, bubblegum_rap, pop-trap",Trap is a subgenre of hip hop music that originated in the Southern United States during the early 1990s.,trap,YES
,bn:03082114n,,"transformation, musical_transformation","In music, a transformation consists of any operation or process that may apply to a musical variable, or rhythm in composition, performance, or analysis.","transformation, transformation_musicale",YES
,bn:16088907n,,trance_blues,"Trance blues is a subgenre of blue music defined as blues music with an electronic component—examples could be loops, drum machines, or samples.",trance_blues,YES
,bn:15309814n,,"trance, trance_music, classic_trance, list_of_argentinian_psychedelic_trance_musicians, progressive_trance, list_of_trance_musicians, trance_festivals, argentinian_psychedelic_trance_musicians, euro-trance, list_of_trance_music_artists, trance_festival, trance_music_festivals, list_of_trance_festivals, eurotrance, trance_music_festival","A genre of electronic dance music with a fast tempo, repetitive phrasing, and often a hypnotic effect.","trance, progressive_trance, musique_trance, trance_progressive, transe",YES
,bn:02559303n,,"trailer_music, trailer","Trailer music is the background music used for film previews, which is not always from the film's soundtrack.","musique_de_bande-annonce, trailer_music, musique_remorque",YES
,bn:14319636n,,"traditional_sub-saharan_african_harmony, african_traditional_music, traditional_african_harmony","Traditional sub-Saharan African harmony is a music theory of harmony in sub-Saharan Africa music based on the principles of homophonic parallelism, homophonic polyphony, counter melody and ostinato-variation.",musique_traditionnelle_sub_saharienne,YES
,bn:03772010n,,"traditional_pop_music, pop_standards, traditional_pop, mainstream_pop_music, traditional_pop_standards, traditional_popular_music, vocal_pop, pop_standard, classic_pop",Traditional pop is Western popular music that generally pre-dates the advent of rock and roll in the mid-1950s.,"pop_music_traditionnelle, pop_traditionnelle, pop_classique, standard_pop, musique_pop_traditionnelle",YES
,bn:02208231n,,"traditional_nordic_dance_music, nordic_folk_dance_music, spelleman_music, pelimanni_music, speleman_music, spelman_music, spillemand_music, speleman, spillemand, spelleman, pelimanni",Traditional Nordic dance music is a type of traditional music or folk music that once was common in the mainland part of the Nordic countries — Scandinavia plus Finland.,"musique_de_danse_folklorique_nordique, musique_de_danse_nordique_traditionnelle",YES
,bn:14896419n,,traditional_music_in_kosovo,Traditional music in Kosovo is rich with rare and unique elements.,musique_tradiotionnelle_de_kosovo,YES
,bn:03628087n,,"traditional_japanese_musical_instrument, traditional_japanese_musical_instruments, japanese_instruments, japanese_traditional_instrument, traditional_japanese_instruments, japanese_musical_instruments, list_of_traditional_japanese_musical_instruments, japanese_traditional_musical_instrument, instruments_of_japan, musical_instruments_of_japan, japanese_traditional_musical_instruments, japanese_musical_instrument","Traditional Japanese musical instruments, known as wagakki in Japan, are musical instruments used in the traditional folk music of Japan.","instruments_de_musique_du_japon, instrument_de_musique_du_japon, instruments_de_la_musique_japonaise, instruments_du_japon",YES
,bn:03132071n,,traditional_bluegrass,"Traditional bluegrass, as the name implies, emphasizes the traditional elements of bluegrass music, and stands in contrast to progressive bluegrass.","bluegrass_traditionnel, traditional_bluegrass",YES
,bn:02680953n,,"tour_promoter, concert_promoter, college_concert_promoter, tour_promoters",Tour promoters are the individuals or companies responsible for organizing a live concert tour or special event performance.,promoteur_de_concerts,YES
,bn:02683824n,,"tour_manager, concert_tour_manager",A tour manager is the person who helps to organize the administration for a schedule of appearances of a musical group or artist at a sequence of venues.,"tour_manager, régisseur_de_spectacle, directeur_de_tournée",YES
,bn:03290413n,,tour_accountant,A Tour Accountant is responsible for the financial operations of a large scale concert tour.,comptable_de_tournée,YES
,bn:03336495n,,"torupill, lootspill, kitsepill, kotepill, estonian_bagpipe",The torupill is a traditional bagpipe from Estonia.,torupill,YES
,bn:02957714n,,tonkunst,"Tonkunst, literally ""The Art of Tone"", is an obsolete term in the German language applied for art music of the 19th century, and often used in music history and musical aesthetic representations.",tonkunst,YES
,bn:03811642n,,"tonic_sol-fa, tonic_sol_fa, norwich_sol-fa_system, norwich_sol-fa, sol-fa_system","Tonic sol-fa is a pedagogical technique for teaching sight-singing, invented by Sarah Ann Glover of Norwich, England and popularised by John Curwen, who adapted it from a number of earlier musical systems.",tonic_sol-fa,YES
,bn:02455720n,,"tone_row, prime, twelve-tone_row, mirror_form, retrograde_equivalency, tune_row, pitch_aggregate, secondary_set, reihe, tone-row, total_chromaticism, total_chromatic, note_row, aggregate, weighted_aggregate, set-complex, p_number, array, tonveihe, set_complex, tone_rows, urzwölfklang, all-partition_array","In music, a tone row or note row, also series or set, is a non-repetitive ordering of a set of pitch-classes, typically of the twelve notes in musical set theory of the chromatic scale, though both larger and smaller sets are sometimes found.","rangée_de_ton, rangée_de_notes, série_dodécaphonique",YES
,bn:02788748n,,"tone_cluster, cluster, tone_clusters, cluster_chord, tone-cluster, note_cluster, tonal_cluster",A tone cluster is a musical chord comprising at least three adjacent tones in a scale.,"cluster, grappe_sonore, grappes_sonores, agrégats_sonores, grappe_ton",YES
,bn:03054988n,,tonada,The tonada is a folk music style of Spain and some countries of Hispanic America.,tonada,YES
,bn:02606495n,,toka,Toka is a popular and easily available musical instrument used in Assamese folk Music.,toka,YES
,bn:03781266n,,toeshey,Toeshey is a genre of traditional Tibetan dance music closely related to Nangma.,toeshey,YES
,bn:02478931n,,"toccata, toccatina, tocatta, toccatas","Toccata is a virtuoso piece of music typically for a keyboard or plucked string instrument featuring fast-moving, lightly fingered or otherwise virtuosic passages or sections, with or without imitative or fugal interludes, generally emphasizing the dexterity of the performer's fingers.","toccata, toccatina, toccate",YES
,bn:03318830n,,"toasting, deejay, dj","In Jamaican music, a deejay is a reggae or dancehall musician who sings and ""toasts"" to an instrumental riddim.","deejay, toasting, toaster",YES
,bn:03391370n,,"tintal, teen_tal, teentaal, teental, tintaal, vilambit_teen_taal, teen_taal, trital","Teental is the most common tala of Hindustani music, and is used for drut e structure of tintal is so symmetrical that it presents a very simple rhythmic structure against which a performance can be laid.",tintal,YES
,bn:03785082n,,timeline_of_recordings_with_a_flanging_effect,"Flanging is a time-based effects unit that occurs when two identical signals are mixed together, but with one signal time-delayed by a small and gradually changing amount, usually smaller than 20 milliseconds.",,YES
,bn:02577148n,,"timbales, pailas, mini_timbales, timbalero, timbalito, attack_timbales, paila, tymbales",Timbales or pailas are shallow single-headed drums with metal casing.,"timbales, timbalero",YES
,bn:03868656n,,"timba, timbero","Timba is a Cuban genre of music based on popular Cuban music along with salsa, American funk/R&B, and the strong influence of Afro-Cuban folkloric music.",timba,YES
,bn:03521509n,,"tible, catalan_shawm, catalan_shawms, tenora","In music, a Catalan shawm is one of two varieties of shawm, an oboe-like woodwind musical instrument played in Catalonia in northeastern Spain.","tible, tibles",YES
,bn:03405561n,,"tibia, tibia_pipe, tibia_organ",A tibia is a sort of organ pipe that is most characteristic of a theatre organ.,tibia,YES
,bn:03254157n,,"through-composed, durchkomponiert, through-composed_music, through-composition, through-composed_form, through_composition, additive_form, thru-composed, through_composed, see_throughout","In music theory of musical form, through-composed music is relatively continuous, non-sectional, or non-repetitive music.","composition_continue, durchkomponiert",YES
,bn:02456336n,,"three-chord_song, chord_progression, 3_chord_song, three_chord_songs, three_chord_trick, three-chord_songs, three-chord_trick, three-chord_rock, three_chord_rock, three_chord_song, three-chord_punk",A three-chord song is a song whose music is built around three chords that are played in a certain sequence.,"trois_accords_du_morceau, chanson_à_trois_accords",YES
,bn:03729966n,,"thrashcore, fastcore, fast_hardcore, fast_punk, thrashcore_punk, speed_punk, thrash_hardcore, fastcore_punk, trashcore, list_of_thrashcore_bands, thrash_punk",Thrashcore is a fast tempo subgenre of hardcore punk that emerged in the early 1980s.,"thrashcore, trashcore",YES
,bn:03604810n,,"thrash_metal, melodic_thrash_metal, big_four_of_thrash, melodic_thrash, thrash, progressive_thrash_metal, trash_metal, tower_metal, east_coast_thrash_metal, hardcore_speed_metal, t-h-rash_metal, the_big_four_of_thrash, trash_metal_scene_in_u.k._in_the_90's, sewer_band, thrash_music, heavy_thrash, british_thrash_metal, thrash_metal_music, nwotm, thrash_rock, new_wave_of_thrash_metal, trash_metal_music",Thrash metal is an extreme subgenre of heavy metal music characterized by its overall aggression and often fast tempo.,"thrash_metal, trash_métal, thrash, thrash_métal, trash_metal",YES
,bn:03487866n,,"theoretical_key, impossible_key, b-sharp_major, e-double-flat_major, b-sharp_minor, b_sharp, d-sharp_major, e-double-flat_minor, e-sharp_major, b-double-flat_minor, a-double-sharp_minor, b-double-flat_major, c-double-sharp_major, a-sharp_major, impossible_and_theoretical_keys, g-flat_minor, g-double-flat_major, d-double-flat_major, a-double-flat_minor, c-flat_minor, e_double_flat, b_double_flat, g-double-sharp_minor, c-double-sharp_minor, f-double-sharp_minor, d-double-sharp_minor, f_double_sharp, c_double_sharp, imaginary_minor, c-double-flat_major, f-flat_minor","In music theory, a theoretical key or impossible key is a key whose key signature has at least one double-flat or double-sharp.",tonalité_théorique,YES
,bn:02631465n,,"thematic_catalogue, thematic_catalog, catalog_of_works, catalog_of_composer's_works, music_index_system, catalogue_of_musical_compositions, composition_indexing_system, catalog_of_composer's_compositions, music_cataloguing_system, music_numbering_system, index_to_musical_works, catalogue_of_works, composition_numbering_system, index_of_composer's_works, index_of_musical_compositions, catalog_of_compositions, music_index, composer's_catalogue, index_of_a_composer's_works, index_to_a_composer's_works, catalogue_of_compositions, composition_numbering, catalog_of_a_composer's_compositions, music_indexing_system, composer_catalogue, index_of_a_composer's_compositions, index_of_compositions, index_to_musical_compositions, catalog_of_musical_compositions, catalogue_of_composer's_compositions, directory_of_works, catalog_of_a_composer's_works, catalogue_of_a_composer's_works, composer_indexing_system, composition_cataloguing_system, musical_composition_catalog, composition_index, index_of_composer's_compositions, index_to_a_composer's_compositions, composition_index_system, catalogue_of_a_composer's_compositions, catalog_of_musical_works, catalogue_of_composer's_works, composer_cataloguing_system, index_of_musical_works, catalogue_of_musical_works",A thematic catalogue is an index used to identify musical compositions through the citation of either the opening notes or main theme of the work.,"catalogue_thématique, catalogue_thematique, catalogue_d'œuvres_musicales, catalogues_d'œuvres_musicales, répertoire_d’œuvres, catalogue_raisonné, catalogue_d'œuvres",YES
,bn:03037703n,,"theatre_music, theater_music, theatrical_music, scenic_music",Theatre music refers to a wide range of music composed or adapted for performance in theatres.,théâtre_musical,YES
,bn:14339330n,,"the_jerk, jerk",The jerk was a popular or fad dance in the 1960s.,jerk,YES
,bn:03664260n,,"texas_country_music, texas_country",Texas Country Music is a rapidly growing subgenre of country music from Texas.,"country_texans, musique_country_du_texas",YES
,bn:03887014n,,"texas_blues, acoustic_texas_blues",Texas blues is blues music from Texas.,"texas_blues, blues_du_texas",YES
,bn:02508672n,,"terpodion, uranion, melodion, melodion_friction_instrument",The terpodion or uranion is a keyboard instrument which produces sound using the same friction principle as the glass harmonica.,terpodion,YES
,bn:03816392n,,"ten-string_guitar, decacorde, bich_10, ten_string_guitar, décacorde, 10-string_guitar, ten-stringed_guitar, 10_string_guitar","There are many varieties of ten-string guitar, including: Both electric and acoustic guitars.",guitare_à_dix_cordes,YES
,bn:03710873n,,"tenso, poetical_debate, tenço, tenzone, tensó, tençon",A tenso is a style of troubadour song.,"tenson, tencon, tençon, tenso, débat_poétique",YES
,bn:03621004n,,tension,"In music, tension is the anticipation music creates in a listener's mind for relaxation or release.",tension,YES
,bn:08375846n,,tenorino,Type of singing voice,tenorino,YES
,bn:03437737n,,"tenore_di_grazia, leggiero_tenor, leggero_tenor","Tenore di grazia, also called leggero tenor, is a lightweight, flexible tenor voice type.","ténor_léger, grazia_di_ténor",YES
,bn:16456773n,,"tenor_drum, tamburo_rullante, tenor_drums, rolltrommel, tenor_drummer, rührtrommel, quad_toms, wirbeltrommel, caisse_roulante",A tenor drum is a membranophone without a snare.,tambour_ténor,YES
,bn:13910097n,,temporal_dynamics_of_music_and_language,The temporal dynamics of music and language describes how the brain coordinates its different regions to process musical and vocal sounds.,dynamique_temporelle_de_la_musique_et_du_langage,YES
,bn:03348542n,,"teen_pop, teenpop, teen-pop, millennial_pop, disney_pop, teenybopper_pop, teen_rock, teen_culture, teen_genre, teen_music, teen_pop_music","Teen pop is a subgenre of pop music that is created, marketed and oriented towards preteens and teenagers.","teen_pop, pop_adolescente, teen-pop",YES
,bn:03786535n,,"teen_idol, teen_icon, teen-idol, teen_stars, idol_star",A teen idol is a celebrity with a large teenage fan base.,"idole_des_jeunes, teen_idol, idoles_des_jeunes",YES
,bn:03135168n,,"techstep, skullstep, tech-step, tech_step",Techstep is a dark subgenre of drum and bass that was created in the mid-1990s.,techstep,YES
,bn:03279058n,,"technical_week, tech_week","Technical week is the week prior to the opening night of a play, musical or similar production in which all of the technical elements are present during rehearsal for the first time.","tech_week, semaine_technique",YES
,bn:03367969n,,"tech_trance, tek-trance, techno/trance, techno-trance, tech-trance","Tech trance, also known as techno-trance or techno/trance, is a subgenre within electronic music that draws upon the techno and trance genres as the name suggests.",tech_trance,YES
,bn:02438498n,,tati,"Tati is a form of folk song sung with a single stringed Naga traditional musical instrument known as Libuh, invented and used by the Chokri -Chakhesang people Naga people since time immemorial.",tati,YES
,bn:15577420n,,"tar_shehnai, tar_shehanai, tarshehnai","The tar shehnai, also spelled tarshenai or sometimes tar shehanai, is an esraj whose sound is amplified by a metal horn attached to its sound board.",tar_shehnai,YES
,bn:17016466n,,"tar, taar","Tar is an Iranian long-necked, waisted lute family instrument, used by many cultures and countries including Iran, Azerbaijan, Uzbekistan, Armenia, Georgia, Tajikistan and others near the Caucasus and Central Asia regions.","târ, tar, goudron",YES
,bn:03208063n,,"taqwacore, muslim_punk, raïcore, tagwacore","Taqwacore is a subgenre of punk music dealing with Islam, its culture, and interpretation.",taqwacore,YES
,bn:03711239n,,"taqsim, taqsīm, taksim, taksimi, taqasim, ταξίμι, تَقْسِيم‎, takism","Taqsim is a melodic musical improvisation that usually precedes the performance of a traditional Arabic, Greek, Middle Eastern, or Turkish musical composition.","taksim, taqsim, takassim",YES
,bn:03456054n,,tape_trading,"Tape trading is an unofficial method of distribution of musical or video content through the postal system, which was prominent in the 1980s and 1990s.",commerce_de_bande,YES
,bn:02890982n,,tape_phase,"In music, a tape phase is a recorded composition using a tape loop or its electronic simulation to produce and vary sounds.","tape_phase, phase_de_bande",YES
,bn:02114729n,,"tape_loop, tape_looping, tape_loops, tapeloop","In music, tape loops are loops of magnetic tape used to create repetitive, rhythmic musical patterns or dense layers of sound when played on a tape recorder.","boucle_de_bande, bande_en_boucle",YES
,bn:03443360n,,"tape_head, playback_head, magnetic_gap, erase_head",A tape head is a type of transducer used in tape recorders to convert electrical signals to magnetic fluctuations and vice versa.,"tête_de_lecture_à_technologie_gmr, tete_de_lecture_a_technologie_gmr, tete_gmr, tête_de_lecture_gmr, tête_gmr, tête_de_lecture",YES
,bn:03218374n,,tap_guitar,Tap guitar is a class of guitar that is played primarily by tapping on the strings.,"tap_guitar, guitare_à_claquettes",YES
,bn:02114976n,,tan-tan,A tan-tan is a cylindrical hand drum from Brazil that is used in small samba and pagode ensembles.,"tan_tan, tan-tan, tantan",YES
,bn:15480809n,,"tanpura, tambura, tanjore_style, tambūrā, taanpura, tambūr, miraj_style, tamboura, tanipurani","The tanpura is a long-necked plucked string instrument, originating from India, found in various forms in Indian music.","tambura, tanpura",YES
,bn:14256165n,,"tango, tango_music, jazz_/_tango",Tango is a style of music in 24 or 44 time that originated among European immigrant populations of Argentina and Uruguay.,"tango, musique_tango",YES
,bn:15275458n,,tanbou,A tanbou is the national musical instrument and type of barrel drum from Haiti.,tanbou,YES
,bn:14583197n,,"tambura, balkan_tambura","The tambura is a stringed instrument that is played as a folk instrument in Bosnia and Herzegovina, Bulgaria, Croatia, North Macedonia, and Serbia.",tambura,YES
,bn:15751742n,,tambu,"Tambu is a drum, music genre and dance form, found on Aruba, Bonaire and Curaçao, and is a major part of the Dutch Antillean music.",tambu,YES
,bn:03123971n,,"tambourin, tambour_de_basque, tambourin_de_provence",The tambourin is a Provençal dance accompanied by lively duple meter music.,tambourin,YES
,bn:02878871n,,"tambora, tamborero, tamborero_beach, tamborere, tambora,_musical_instrument, tambora_drum",The Dominican tambora is a two headed drum played in merengue music.,tambora,YES
,bn:02501532n,,tallava,"Tallava or Talava is a music genre originating from Albanian-speaking communities in the Republic of Macedonia as well as in Kosovo, with a presence in Albania.",tallava,YES
,bn:02745332n,,"talking_drum, tama, odondo, talking_drums, ntamani, tamma, tama_talking_drum, ntumpane, ntama, drum_name, gangan, donno, kalangu, tamanin, african_talking_drum, dan_karbi","The Talking drum is an hourglass-shaped drum from West Africa, whose pitch can be regulated to mimic the tone and prosody of human speech.","tama, lunna, tambour_parlant, odondo, kalangu, tambourg, dundun, karangou, n'tama, tambours_parlants",YES
,bn:03416875n,,"tala, taalam, thalam, tri_tal, rupaka, taala, tāla, thaalam, jati, taal, tal, tāl","A Tala, sometimes spelled Titi or Pipi, literally means a ""clap, tapping one's hand on one's arm, a musical measure"".","tâla, ada_chautâl, sooltâl, tivra, dipchandi, kaharwa, punjabi, dhumali, jhaptâl, rupak, chautâl, dhamâr, teentâl, roopak, tîntâl, jhumra, dadra, ektâl, tilwara, tāla, tala",YES
