wn_synset,bn:id,lemmata EN,definition,lemmata DE,is it related to music?
,bn:00950916n,"rai, raï, rai_rock, raï_music, raï_rock, rai_music","Raï, sometimes written rai, is a form of Algerian folk music that dates back to the 1920s.",raï,YES
,bn:16088814n,,Ramp ist das siebte Album des aus Tucson stammenden Bandprojekts Giant Sand um Howe Gelb.,ramp,NO
,bn:03083494n,"ranchera, rancheras, ranchero_music, canción_ranchera, cancion_ranchera, ranchera_music",Ranchera or canción ranchera is a genre of the traditional music of Mexico.,"ranchera, rancheras",YES
,bn:01896888n,"rap_metal, rap-metal, thrash_rap, death_rap, scream_rap, metal_hiphop, rapmetal, metal_rap, hip_hop_metal",Rap metal is a subgenre of rap rock and alternative metal music which combines hip hop with heavy metal.,rap_metal,YES
,bn:01900635n,Rapcore,Optional.empty,rapcore,YES
,bn:02356703n,rara,"Rara is a form of festival music that originated in Haiti that is used for street processions, typically during Easter Week.",rara,YES
,bn:01430839n,"space_music, spacemusic, space-music","Space music, also called spacemusic, is a subgenre of new-age music and is described as ""tranquil, hypnotic and moving"".",raum_musik,YES
,bn:02775658n,red_dirt,Red dirt is a music genre that gets its name from the color of soil found in Oklahoma.,"red_dirt, red_dirt_music",YES
,bn:08688954n,,երաժշտական ալբոմ,red_wave,NO
,bn:01429963n,"reggae_en_español, spanish_reggae, spanish_dancehall, reggae_en_espanol",Reggae en Español is reggae music recorded in the Spanish language by artists of Latin American origin.,reggae_en_español,YES
,bn:01560397n,rekilaulu,Rekilaulu is a type of rhymed stanzaic folksong in Finland.,rekilaulu,YES
,bn:00460487n,"rebetiko, café-aman, rebetiko_dances, rembétika, rembetiko, rebetica, rempetiko, hasiklidika, rebetika, rebétika, rembetika","Rebetiko, plural rebetika, occasionally transliterated as rembetiko or rebetico, is a term used today to designate originally disparate kinds of urban Greek music which have come to be grouped together since the so-called rebetika revival, which started in the 1960s and developed further from the early 1970s onwards.","rembetiko, rebetiko, amanedhes, rempetiko, amanes, rembetika, rebetika",YES
,bn:01935979n,"renaissance_music, mannerism_in_music, rennaisance_music, music_of_the_renaissance, music_of_the_rennaisance, music_of_the_renaisance, music_of_the_rennaissance, rennaissance_music, renaissance, renaisance_music, 16th_century_music",Renaissance music is vocal and instrumental music written and performed in Europe during the Renaissance era.,"renaissancemusik, musik_der_renaissance, musik_des_16._jahrhunderts, tanzbuch, renaissance-musik",YES
,bn:14431046n,,Muziekalbum,renewal,NO
,bn:03649346n,requiem,"John Rutter's Requiem is a musical setting of parts of the Latin Requiem with added psalms and biblical verses in English, completed in 1985.",requiem,YES
,bn:02768650n,"responsory, responsoriale, responsories, responsorio, responsorium, responsoria, matin_responsory, responsorial, responsorial_singing",A responsory or respond is a type of chant in western Christian liturgies.,"responsorium, responsorien, responsorisch, responsorium_breve, responsum, responsorium_prolixum, antwortpsalm",YES
,bn:03508115n,"rescue_opera, rescue_operas",Rescue opera was a genre of opera in the late 18th and early 19th centuries in France and Germany.,"rettungsoper, befreiungsoper, schreckensoper, rettungs-_und_befreiungsoper",YES
,bn:14468744n,,Muziekalbum,revanche,NO
,bn:00987882n,"rhythmic_noise, power_noise, rhythm_'n'_noise, industrial_hardcore, techno-industrial, raoul_roucka, power_noize, technoid, harsh_noise, powernoise, rhythmic_noize, industrial_techno, powernoize, phil_philter, noisex",Power noise is a form of industrial music and a fusion of noise music and various styles of electronic dance music.,"rhythm_’n’_noise, power_noise, rhythm_'n'_noise, harsh, rhythmic_noise, macht_lärm, rhythmischen_lärm, powernoise, industriellen_techno",YES
,bn:13921944n,"rhythmic_top_40, rhythmic, rhythmic_airplay, rhythmic_songs, list_of_billboard_rhythmic_top_10_singles_in_2017, us_rhy., rhythmic_airplay_chart, chr/rhythmic",The Rhythmic chart is an airplay chart published weekly by Billboard magazine.,"rhythmic_airplay_charts, rhythmic_top_40",YES
,bn:01995087n,"rigsar, rigsagar","Rigsar is a music genre, the dominant type of popular music of Bhutan.",rigsar,YES
,bn:03268776n,"funk_carioca, brazilian_funk, favela_funk, baile_funk, funk_ball, funk_do_rio, créu, funk_balls, rio_funk","Funk carioca, also known as favela funk and, in other parts in the world, baile funk, is a hip hop style from Rio de Janeiro, derived from Miami bass and gangsta rap music.","rio_funk, baile_funk, funk_carioca, favela_funk",YES
,bn:02324455n,rock_and_roll_revival,"Rock and Roll Revival was a back-to-basics musical trend of the late 1960s and early 1970s, in a sort-of backlash against the heavier and psychedelic rock sounds then in vogue.",rock_and_roll_revival,YES
,bn:02905330n,"rock_en_español, latin_rock, rock_en_espanol, rock_in_spanish, spanish-language_rock, surda, spanish_language_rock_and_roll, latin-rock, latino_rock",Latin rock is a term to describe a music subgenre consisting in melting traditional sounds and elements of Latin American and Caribbean folk with rock music.,"rock_en_español, latin_rock, rock_latino, spanischen_sprache_rock_and_roll",YES
,bn:02014041n,"rock_identitaire_français, rock_identitaire_francais",Rock identitaire français is a nationalistic music genre associated with the French far right.,rock_identitaire_français,YES
,bn:03800815n,"c-rock, chinese_rock, yaogun_yinyue, c_punk, chinese_rock_music, c-punk, rock_music_in_china, chinese_punk",Chinese rock is a wide variety of rock and roll music made by rock bands and solo artists from native Chinese-speaking regions.,"rockmusik_in_china, chinesische_metalszene, chinesischen_rock",YES
,bn:01162355n,"rocksteady, rocksteady_music, rock_steady",Rocksteady is a music genre that originated in Jamaica around 1966.,"rocksteady, rock_steady",YES
,bn:00871823n,"rōkyoku, naniwa-bushi, rokyoku, naniwa_bushi, naniwabushi, roukyoku",Rōkyoku is a genre of traditional Japanese narrative singing.,rōkyoku,YES
,bn:00367094n,"rondeña, rondena",A Rondeña is a palo or musical form of flamenco originating in the town of Ronda in the province of Málaga in Spain.,rondeña,YES
,bn:01809365n,"american_folk_music, american_roots_music, american_traditional_music, roots_folk_music, folk_music_of_the_united_states, roots_folk, american_folksongs","The term American folk music encompasses numerous music genres, variously known as traditional music, traditional folk music, contemporary folk music, or roots music.","rootsmusik, roots-musik, rootsmusic, amerikanischen_roots-musik",YES
,bn:00913194n,"roots_reggae, reggae_roots, roots_rock_reggae","Roots reggae is a subgenre of reggae that deals with the everyday lives and aspirations of Africans and those in the African Diaspora, including the spiritual side of Rastafari, black liberation, revolution and the honoring of God, called Jah by Rastafarians.","roots-reggae, roots_reggae",YES
,bn:14095212n,,"Rote Rosen, rote Lippen, roter Wein ist der Titel eines von René Carol im Jahre 1952 gesungenen Schlagers, komponiert von Michael Harden und André Hoff.","rote_rosen,_rote_lippen,_roter_wein",NO
,bn:00068447n,royal_national_eisteddfod,An eisteddfod with competitions in music and drama and poetry and the fine arts,royal_national_eisteddfod,YES
,bn:03534190n,"russian_pop, popular_music_in_russia","Russian pop music is Russian language pop music produced either in Russia, CIS countries, Baltic states and other foreign countries in which the songs are performed primarily in Russian language, languages of the countries of the CIS, and in the other languages of the world.","russische_popmusik, popmusik_aus_russland, russischer_pop, pop_aus_russland, soviet_pop",YES
,bn:03314845n,"russian_opera, russian_opera_in_the_18th_century, russian_opera_articles, list_of_russian_operas, list_of_russian_opera_composers, opera_in_russia_in_the_18th_century, soviet_opera, list_of_russian_opera_articles, the_list_of_russian_opera_articles",Russian opera is the art of opera in Russia.,russischen_oper,YES
,bn:01298321n,russian_hip_hop,"Russian hip hop refers to hip hop music recorded in Russia or in the Russian language in former Soviet states like Ukraine, Belarus, and Kazakhstan.",russischer_hip-hop,YES
,bn:03082835n,"russian_chanson, russian_shanson, shanson","Russian chanson is a neologism for a musical genre covering a range of Russian songs, including city romance songs, author song performed by singer-songwriters, and blatnaya pesnya or ""criminals' songs"" that are based on the themes of the urban underclass and the criminal underworld.","russisches_chanson, russischen_chanson, shanson",YES
,bn:00386438n,"ryūkōka, ryukoka",Ryūkōka is a Japanese musical genre.,ryūkōka,YES
,bn:03707422n,sadcore,"Sadcore is a subgenre occasionally identified by music journalists to describe examples of alternative rock characterised by bleak lyrics, downbeat melodies and slower tempos, or alternatively, songs with deceivingly upbeat melodies that are simultaneously characterised by depressive lyrical undertones or imagery.",sadcore,YES
,bn:01298578n,"saeta, saetas","The saeta is a revered form of Spanish religious song, whose form and style has evolved over many centuries.",saeta,YES
,bn:01955538n,"sakara_drum, omele_ako",The Sakara drum is one of the four major families of Yoruba drums of Nigeria.,sakara_trommel,YES
,bn:08601972n,,երաժշտական ալբոմ,saleya,NO
,bn:02311935n,"salsa_romántica, salsa_romantica, salsa_erotica, salsa_erótica, salsa_monga",Salsa Romántica is a soft form of salsa music that emerged between the mid-1980s and early 1990s in New York City and Puerto Rico.,salsa_romantica,YES
,bn:01029157n,"samba-rock, samba_rock, samba_soul, samba-soul","Samba rock is a Brazilian dance culture and music genre that fuses samba with soul, rock, and funk.",samba_rock,YES
,bn:01830296n,"samul_nori, samullori, samulnoli, samul_noli, samulnori",Samul nori is a genre of percussion music that originated in Korea.,"samulnori, samul_nori",YES
,bn:17060012n,,Sand in meiner Hand ist ein Lied der deutschen Rockband Down Below.,sand_in_meiner_hand,NO
,bn:00917948n,"şarkı, sarkı, şarki",A şarkı is an art song in Ottoman classical music which forms one of the movements of a fasıl.,şarkı,YES
,bn:03049822n,"sasaeng_fan, sasaeng","In Asian and specifically South Korean culture, a sasaeng, or sasaeng fan, is an obsessive fan who stalks, or engages in other behaviour constituting an invasion of the privacy of a Korean idol or other public figure.","sasaeng_fan, sasaeng",NO
,bn:00000983n,acoustic_radiation_pressure,(acoustics) the pressure exerted on a surface normal to the direction of propagation of a sound wave,"schallstrahlungsdruck, akustischer_strahlungsdruck, schallstahlungskraft, akustischen_strahlungsdruck",YES
,bn:08659969n,,երաժշտական ալբոմ,schlagertider,NO
,bn:15173979n,"scottish_folk_music, scottish_folk_revival, scottish_folk, scottish_traditional_music, folk_music_of_scotland, traditional_music_of_scotland",Scottish folk music is music that uses forms that are identified as part of the Scottish musical tradition.,schottische_volksmusik,YES
,bn:03734665n,schranz,subgenre of techno,schranz,YES
,bn:00221138n,"sverigetopplistan, swe, swedish_singles_chart, sweden_singles_chart, hitlistan, sverigetoplistan, kvällstoppen, swedish_albums_chart, topplistan","Sverigetopplistan is the Swedish national record chart, earlier known as Topplistan and Hitlistan and known by its current name since October 2007, based on sales data from the Swedish Recording Industry Association.","schwedische_musikcharts, sverigetopplistan",YES
,bn:00928587n,"swedish_folk_music, folk_music_of_sweden",Swedish folk music is a genre of music based largely on folkloric collection work that began in the early 19th century in Sweden.,schwedischen_volksmusik,YES
,bn:03308324n,"screamo, skramz, emo_violence, emoviolence, scremo, screamo-techno, mtv_screamo, screamocore, blackened_screamo, sass_music, sasscore, pop_screamo, screamcore, screamo_pop, sassy_screamo, blackened_skramz, screamo_music, brutal_emo, extreme_emo, emo_powerviolence, screamoviolence, emo-violence, sassgrind","Screamo is an aggressive subgenre of emo that emerged in the early 1990s, emphasizing ""willfully experimental dissonance and dynamics"".","screamo, emoviolence",YES
,bn:02490196n,"seguidilla, seguedille, sequidilla, sigadillas, seguidillas, séguedille",The seguidilla is an old Castilian folksong and dance form in quick triple time for two people with many regional variations.,seguidilla,YES
,bn:00682057n,"serbian_rock, rock_music_in_serbia, serbian_rock_music",Serbian rock is the rock music scene of Serbia.,serbischen_rockband,YES
,bn:03849072n,"sevdalinka, sevdah, sevdalinke",Sevdalinka is a traditional genre of folk music from Bosnia and Herzegovina.,"sevdalinka, sevdah",YES
,bn:03550339n,"sevillanas, sevillana",Sevillanas are a type of folk music and dance of Sevilla and its region.,"sevillanas, sevillana",YES
,bn:03864672n,"shidaiqu, 時代曲, si_doi_kuk","Shidaiqu is a type of Chinese folk and American jazz fusion music that originated in Shanghai, China, in the 1920s.",shidaiqu,YES
,bn:00948734n,"shoegazing, shoegaze, the_scene_that_celebrates_itself, shoegazing_rock, shoegazer_rock, shoegazer, shoegazer_music, shoegazing_music, atmospheric_indie, shoe_gazer, scene_that_celebrates_itself, tstci, shoe-gazing, shoegazers, shoegaze_music, heavy_pop, shoe_gazing, gazing, gaze_music, shoegaze_band","A subgenre of alternative rock typified by significant use of guitar distortion, feedback, obscured vocals and the blurring of component musical parts into indistinguishable ""walls of sound""","shoegazing, shoegaze, shoegazer, noise_pop",YES
,bn:00680910n,shona_music,Shona music is the music of the Shona people of Zimbabwe.,shona_musik,YES
,bn:01562678n,"sinawi, shinawi","Sinawi, sometimes spelled shinawi, is a traditional Korean music.",sinawi,YES
,bn:03097699n,singjay,Singjaying is a Jamaican style of reggae vocals combining toasting and singing in an elastic format that encourages rhythmically compelling and texturally impressive vocal embellishments.,singjay,YES
,bn:03290807n,"singing_school, singing_master, singing_schools",A singing school is a school in which students are taught to sightread vocal music.,singschule,YES
,bn:02078073n,"ska, ska_music, third-wave_ska, third_wave_ska, ska_musc, orange_county_ska_scene, ska/pop, 3rd_wave_ska, ska_pop, third_wave_of_ska, orange_county_ska, third-wave_of_ska",Ska is a music genre that originated in Jamaica in the late 1950s and was the precursor to rocksteady and reggae.,"ska, skanking, latin_ska, ska-rock, third-wave_ska, ska-musik, dritten_welle_ska, dritte_welle_ska, ska_musik",YES
,bn:01505997n,"ska_punk, ska-core, ska_core, ska-punk, skacore, 1970s_ska_punk, ska_rock, 1980s_ska-punk, skapunk, punk_ska, ska-punk_music, ska_punk_music, punk-ska, ska_tune_network, 1970s_ska-punk, we_are_the_union, 1980s_ska_punk, ska_punk_revival, ska_punk_rock, skunk_rock",Ska punk is a fusion genre that mixes ska music and punk rock music together.,"skacore, ska-core, ska-punk, punk-ska, skapunk, punkska, ska_punk, ska-punk-band",YES
,bn:03217959n,"ska_jazz, ska-jazz, ska_jazz_music, ska-jazz_music, jamaican_jazz","Ska jazz is a music genre derived by fusing the melodic content of jazz with the rhythmic and harmonic content of early Jamaican Music introduced by the ""Fathers of Ska"" in the late 1950s.","ska-jazz, ska_jazz",YES
,bn:01364442n,"new_wave_of_swedish_death_metal, swedish_death_metal, scandinavian_death_metal, nwosdm, scandinavian_metal, swedish_death",Swedish death metal is a death metal music scene developed in Sweden.,skandinavischen_death_metal,YES
,bn:01605693n,"skate_punk, skate_rock_music, skate_hardcore, skate_rock, skate_punk_rock, skate-punk, skatecore, skater_subculture, skatepunk, skater, skate_punk_rock_music, 1990s_skate_punk, 1980s_skate_rock, skate_core, skater_punk, list_of_musicians_of_skate_punk, skate_punk_music, 1980s_skate_punk, 1990s_skate_rock",Skate punk is both a skater subculture and a subgenre of punk rock music.,"skate-punk, skatepunk, skatecore, skate_punk, skater",YES
,bn:02808843n,"hip_hop_skit, rap_skit, skit_track, skit","A hip hop skit is a form of sketch comedy that appears on a hip hop album or mixtape, and is usually written and performed by the artists themselves.",skit,YES
,bn:03215932n,"slip_jig, slip_jigs, slipjig","Slip jig refers to both a style within Irish music, and the Irish dance to music in slip-jig time.",slip_jig,YES
,bn:01630262n,"slowcore, slow-core, slow_core, slo-core",Slowcore is a subgenre of alternative rock and indie rock.,"slowcore, sadcore",YES
,bn:00637464n,"slovenian-style_polka, cleveland-style_polka",Slovenian-style polka is an American style of polka in the Slovenian tradition.,slowenisch-style_polka,YES
,bn:03613619n,"smooth_jazz, soft_jazz, pop_jazz, new_adult_contemporary, smooth_ac, new_ac_(nac)/smooth_jazz",Smooth jazz is a genre of commercially oriented crossover jazz that became dominant in the 1980s and early 1990s.,"smooth_jazz, smooth-jazz",YES
,bn:01383219n,smooth_soul,"Smooth soul is a fusion genre of soul music that developed in the early 1970s from soul, funk and pop music in the United States.","Smooth_soul, glatte_seele",YES
,bn:00508839n,"snapsvisa, snapsvisor",A snapsvisa is a traditional Scandinavian drinking song which is often sung before drinking a small shot of spirit that is called a snaps.,snapsvisa,YES
,bn:17186503n,,"So viel Heimlichkeit in der Weihnachtszeit ist ein deutsches Weihnachtslied, das die Musikpädagogin Lotte Schuffenhauer vor 1952 verfasste und komponierte.","so_viel_heimlichkeit, so_viel_heimlichkeit_in_der_weihnachtszeit",NO
,bn:03309995n,"soft_rock, light_rock, lite_rock, mellow_rock, smooth_rock, adult-oriented_rock, mild_rock, soft-rock, easy_rock, softrock",Soft rock is a derivative form of pop rock that originated in the late 1960s in the U.S. region of Southern California and in the United Kingdom.,"softrock, soft_rock, smooth_rock, schmuserock, lite_rockmusik, soft-rock-band",YES
,bn:02646859n,"son_montuno, Son",Son montuno is a subgenre of son cubano developed by Arsenio Rodríguez in the 1940s.,"son_montuno, Son",YES
,bn:00072793n,"sone, sones",A unit of perceived loudness equal to the loudness of a 1000-hertz tone at 40 dB above threshold,sone,YES
,bn:01636949n,"songo_music, Songo","Songo is a genre of popular Cuban music, created by the group Los Van Van in the early 1970s.",songo,YES
,bn:00000972n,"acoustic_delay_line, sonic_delay_line",A delay line based on the time of propagation of sound waves,"sonic_verzögerungsleitung, akustische_verzögerungsleitung, verzögerungsleitung_speicher",YES
,bn:02270891n,"sonorism, sonorist, sonoristic",Sonorism is an approach to musical composition associated with a number of notable Polish composers.,sonorismus,YES
,bn:03568243n,,Optional.empty,souffleur,YES
,bn:03281998n,"soukous, mi-solo, mi_solo, soucous, soukos, lingala_music, soukuss",Soukous is a genre of dance music from the Congo Basin.,"soukous, rumba_lingala, ndombolo",YES
,bn:01999614n,"soul_jazz, soul-jazz, funky_jazz, jazz_soul","Soul jazz is a development of jazz incorporating strong influences from blues, soul, gospel and rhythm and blues in music for small groups, often an organ trio featuring a Hammond organ.","soul-jazz, soul_jazz",YES
,bn:03826338n,"soundcheck, line_check, sound_check, linecheck, check,_one,_two, line-check","A soundcheck is the preparation that takes place before a concert, speech, or similar performance to adjust the sound on the venue's sound reinforcement system or PA system.","soundcheck, linecheck",YES
,bn:08455107n,,Muziekalbum,sous_le_soleil_sud-americain,NO
,bn:00869997n,"southern_rock, southern_metal, southern-rock, southern_rock/metal, 1980s_southern_rock, 1990s_southern_rock, southern_hardcore, 1960s_southern_rock, southern_boogie, cowboy_rock, 1970s_southern_rock",Southern rock is a subgenre of rock music and a genre of Americana.,"southern_rock, southern-rock, südstaatenrock",YES
,bn:00150735n,"southern_soul, deep_soul, country_soul, country-soul, country_soul_music",Southern soul is a type of soul music that emerged from the Southern United States.,"southern_soul, tiefe_seele",YES
,bn:03475418n,"space_age_pop, space_age_music, futuristic_lounge_music, space_pop, space-age_pop",Space age pop is a subgenre of pop and easy listening music associated with Mexican and American composers and songwriters in the space age of the 1950s and 1960s.,space_age_pop,YES
,bn:01074096n,"space_rock, spacerock, space-rock, space_metal, space_rocks","Space rock is a genre characterized by loose and lengthy song structures centered on instrumental textures that typically produce a hypnotic, otherworldly sound.","space_rock, spacerock",YES
,bn:15014430n,,Optional.empty,spanische_gitarre,YES
,bn:00487206n,"spanish_rock, rock_music_in_spain",Spanish rock is the term used for the variety of rock music produced in Spain.,spanischen_rockband,YES
,bn:02327170n,"speed_metal, fast_metal, speed_rock, sped_metal, speed-metal",Speed metal is an extreme subgenre of heavy metal music that originated in the late 1970s from new wave of British heavy metal roots.,"speed_metal, speedmetal, melodic_speed_metal",YES
,bn:15328590n,,"Spiegelbild ist ein Lied des deutschen Rappers Fler, das als erste Single aus dem Album Im Bus ganz hinten veröffentlicht wurde.","spiegelbild, nach_eigenen_regeln_2",NO
,bn:01019468n,"game_piece, file-card_composition","Game piece is a concept of experimental music having its roots with composers Iannis Xenakis, Christian Wolff, John Zorn and Mathius Shadow-Sky.",spielfigur,YES
,bn:00073362n,"spike_mike, spike_microphone",A contact microphone for listening through walls,spike_mike,YES
,bn:03053689n,staccatissimo,大斷奏（義大利語：Staccatissimo），又稱特斷音，意指把一音符彈得非常短促，程度高於斷音。,staccatissimo,YES
,bn:17096555n,,"Stadt ist ein Lied der deutschen R&B-Sängerin Cassandra Steen, in Kooperation mit dem deutschen Pop-Sänger Adel Tawil.",stadt,NO
,bn:16678102n,,"Steps is het tweede album van Sieges Even, uitgebracht in 1990 door Steamhammer / SPV.",steps,NO
,bn:01718100n,"stoner_rock, stoner_metal, psychedelic_doom, acid_doom, acid_metal, doom_psych, stonerrock, bong-rock, stoner_punk, stoner_music, stoned_rock","Stoner rock, also known as stoner metal or stoner doom, is a rock music fusion genre that combines elements of heavy metal and/or doom metal with psychedelic rock and acid rock.","stoner_rock, stoner_metal, desert_rock, desertrock, stonerrock, stoner-rock, stoner_metal-band",YES
,bn:01142075n,"sxe, straight_edge, straight-edge, history_of_straight_edge, xvx, straight_edger, edgemen, straightedge, straight_edge_hardcore, vegan_straight_edge, xxx, straight_edge_movement, straight_edge_punk_ideology","Straight edge is a subculture of hardcore punk whose adherents refrain from using alcohol, tobacco and other recreational drugs, in reaction to the excesses of punk subculture.","straight_edge, sxe, krishna-core, straight-edge",YES
,bn:03245008n,"straight-ahead_jazz, straightahead_jazz",Straight-ahead jazz refers to jazz music that eschews the rock music influences that began to appear in jazz during the late 1960s.,"straight-ahead-jazz, straight_ahead_jazz",YES
,bn:01643370n,"beach_pop, beach_music, carolina_beach_music","Beach music, also known as Carolina beach music, and to a lesser extent, Beach pop, is a regional genre of music in the United States which developed from rock/R&B and pop music of the 1950s and 1960s.",strand_musik,YES
,bn:03211527n,,Optional.empty,stratosphäre,YES
,bn:01296312n,"street_punk, uk_82, oi!_street_punk, oi_street_punk, uk82, streetpunk","Street punk is an urban working class-based subgenre of punk rock, partly as a rebellion against the perceived artistic pretensions of the first wave of British punk.","streetpunk, street_punk, clockwork_punk, streetpunk-band",YES
,bn:00343327n,chair_step,The chair step is a type of high step used by marching bands.,stuhl_schritt,YES
,bn:03304896n,"sturm_und_drang, sturm-und-drang, sturm_and_drang, storm_and_stress, storm-and-stress_period, storm_and_urge, sturm_and_drang_society",Sturm und Drang was a proto-Romantic movement in German literature and music that occurred between the late 1760s and early 1780s.,"sturm_und_drang, geniezeit, sud, sturm_&_drang, genieperiode",YES
,bn:15663625n,,Südtirol ist ein Lied der Band Frei.,südtirol,NO
,bn:03301402n,sufi_music,"Sufi music is the devotional music of the Sufis, inspired by the works of Sufi poets, like Rumi, Hafiz, Bulleh Shah, Amir Khusrow and Khwaja Ghulam Farid.","sufi-musik, sufimusik",YES
,bn:01034353n,"sufi_rock, sufi-rock, muslim_rock",Sufi rock or Sufi folk rock is a subgenre of rock music that combines rock with classical Islamic sufi music traditions.,sufi-rock-band,YES
,bn:00153658n,"sunshine_pop, soft_pop, sunshine_rock, soft-pop",Sunshine pop is a subgenre of pop music that originated in Southern California in the mid-1960s.,Sunshine_pop,YES
,bn:01535197n,"suomisaundi, spugedelic_trance, suomi-sound, suomisoundi, suomi_sound, suomistyge","Suomisaundi, also known as suomisoundi, suomistyge or spugedelic trance, is a style of psychedelic trance that originated in Finland around the mid-1990s.",suomisaundi,YES
,bn:14391578n,,Surfacing ist ein Lied der US-amerikanischen Metal-Band Slipknot.,surfacing,NO
,bn:00799530n,sustain,Sustain označuje dobu trvání ustáleného zvuku hudebního nástroje.,"sustain, sustain-pedal",YES
,bn:00962631n,"swamp_blues, list_of_swamp_blues_musicians",Swamp blues is a type of Louisiana blues that developed around Baton Rouge in the 1950s and 1960s.,swamp_blues,YES
,bn:02292913n,symphonic_rock,Progressive rock subgenre,symphonic_rock,YES
,bn:01490155n,,Optional.empty,synthesizer-programmierer,YES
,bn:08572958n,,երաժշտական ալբոմ,syntheziser,NO
,bn:00324005n,"taarab, tarabu, taraab, taarab_music",Taarab is a music genre popular in Tanzania and Kenya.,"taarab, tarabu, twarab",YES
,bn:00661696n,"takht, takhat","Takht is the representative musical ensemble, the orchestra, of Middle Eastern music.",takht,YES
,bn:02501532n,tallava,"Tallava or Talava is a music genre originating from Albanian-speaking communities in the Republic of Macedonia as well as in Kosovo, with a presence in Albania.",tallava,YES
,bn:02105989n,,Optional.empty,tape_echo,YES
,bn:01879061n,"tappa, tappā, thappa",Tappa is a form of Indian semi-classical vocal music.,tappa,YES
,bn:03208063n,"taqwacore, muslim_punk, raïcore, tagwacore","Taqwacore is a subgenre of punk music dealing with Islam, its culture, and interpretation.",taqwacore,YES
,bn:01646891n,"tech_house, techno-house, teckhouse, tech-house, tekhouse, electrotech, teck_house, techhouse",Tech house is a subgenre of house music that combines stylistic features of techno with house.,"tech_house, techhouse, tech-house",YES
,bn:03367969n,"tech_trance, tek-trance, techno/trance, techno-trance, tech-trance","Tech trance, also known as techno-trance or techno/trance, is a subgenre within electronic music that draws upon the techno and trance genres as the name suggests.","tech_trance, techno/trance, techno-trance",YES
,bn:03135168n,"techstep, skullstep, tech-step, tech_step",Techstep is a dark subgenre of drum and bass that was created in the mid-1990s.,techstep,YES
,bn:00285467n,"tecno_brega, tecnobrega, technobrega","Tecno brega or technobrega is a form of music from northern Brazil, particularly Belém.","tecno_brega, tecnobrega, technobrega",YES
,bn:03348542n,"teen_pop, teenpop, teen-pop, millennial_pop, disney_pop, teenybopper_pop, teen_rock, teen_culture, teen_genre, teen_music, teen_pop_music","Teen pop is a subgenre of pop music that is created, marketed and oriented towards preteens and teenagers.","teen_pop, teen-pop",YES
,bn:03887014n,"texas_blues, acoustic_texas_blues",Texas blues is blues music from Texas.,"texas_blues, texas-blues",YES
,bn:03664260n,"texas_country_music, texas_country",Texas Country Music is a rapidly growing subgenre of country music from Texas.,"texas_country, texas_country-sängerin",YES
,bn:00735887n,"tejano_music, tex-mex, tex-mex_and_tejano_music, texmex, orquesta_tejana, tejano, tex-mex_music, musica_tejana, tex-mex_and_tejano","Tejano music also música tejana is a popular music style fusing Mexican, European, and U.S. influences.","tex-mex, tejano_musik",YES
,bn:10261317n,,The bootleg box set volume 1 is een set van livealbums van Tangerine Dream.,the_bootleg_box_set_volume_1,NO
,bn:00445277n,"the_dowie_dens_of_yarrow, the_dowie_dens_o_yarrow, dowie_dens_of_yarrow, the_dowie_dens_o’_yarrow, yarrow, the_braes_of_yarrow","""The Dowie Dens of Yarrow"", also known as ""The Braes of Yarrow"" or simply ""Yarrow"", is a Scottish border ballad.",the_dowie_dens_o_yarrow,NO
,bn:01645950n,"third_stream, third_stream_jazz",Third stream is a music genre that is a fusion of jazz and classical music.,"third_stream, symphonic_jazz, 3rd_stream",YES
,bn:03604810n,"thrash_metal, melodic_thrash_metal, big_four_of_thrash, melodic_thrash, thrash, progressive_thrash_metal, trash_metal, tower_metal, east_coast_thrash_metal, hardcore_speed_metal, t-h-rash_metal, the_big_four_of_thrash, trash_metal_scene_in_u.k._in_the_90's, sewer_band, thrash_music, heavy_thrash, british_thrash_metal, thrash_metal_music, nwotm, thrash_rock, new_wave_of_thrash_metal, trash_metal_music",Thrash metal is an extreme subgenre of heavy metal music characterized by its overall aggression and often fast tempo.,"thrash_metal, thrash-metal, bay_area_thrash_metal, thrash, thrashmetal, post_thrash, half-thrash, neo-thrash",YES
,bn:01640666n,"thumri, thumrī, laggi, thumris, thungri",Thumri is a vocal genre or style of Indian music.,"thumri, thumris",YES
,bn:00993226n,"tiento, tientos",Tiento is a musical genre originating in Spain in the mid-15th century.,"tiento, tento, tientos",YES
,bn:02606495n,toka,Toka is a popular and easily available musical instrument used in Assamese folk Music.,"toka, tokka, thorka",YES
,bn:00077334n,"tone_deafness, tin_ear, tune_deafness, amusia,_congenital, dysmelodia",An inability to distinguish differences in pitch,"ton_taubheit, unmusikalisch",YES
,bn:03054988n,tonada,The tonada is a folk music style of Spain and some countries of Hispanic America.,tonada,YES
,bn:01454902n,"tonadilla, tonadillera, tonadillas",Tonadilla was a Spanish musical song form of theatrical origin; not danced.,tonadilla,YES
,bn:00077553n,"tone_of_voice, tone",The quality of a person's voice,"tonfall, nonverbale_kommunikation, ton, non-verbale_kommunikation, non-verbale",YES
,bn:02957714n,tonkunst,"Tonkunst, literally ""The Art of Tone"", is an obsolete term in the German language applied for art music of the 19th century, and often used in music history and musical aesthetic representations.","tonkunst, tondichter, tonschöpfung, klanggemälde, tonmaler",YES
