wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?,note,removed EN
,bn:02334170n,,"systems_music, system_music","Systems music is music with sound continua which evolve gradually, often over very long periods of time.",YES,,
,bn:02335148n,,chiba,Chiba is a Chinese vertical end-blown flute and one type of xiao.,YES,,
,bn:02336897n,,"sample-based_synthesis, sample-based",Sample-based synthesis is a form of audio synthesis that can be contrasted to either subtractive synthesis or additive synthesis.,YES,,
,bn:02337763n,,"catalan_rumba, rumba_catalana, rumba, catalan_rhumba",The Catalan rumba is a genre of music that developed in Barcelona's Romani community beginning in the 1950s.,YES,,
,bn:02341342n,,"bergamask, Bergamasca, bergomask, buffons, mattacinata, bouffons, bergamesca, matachins, mattacino, les_bouffóns_ou_mattachins","Bergamask, bergomask, bergamesca, or bergamasca, is a dance and associated melody and chord progression.",YES,,
,bn:02342167n,,"1930s_in_jazz, 1930s_jazz, jazz_in_the_1930s, jazz_in_1930s, the_1930s_in_jazz","Swing jazz emerged as a dominant form in American music, in which some virtuoso soloists became as famous as the band leaders.",YES,,
,bn:02342443n,,"murder_ballad, tragic_ballad",Murder ballads are a subgenre of the traditional ballad form dealing with a crime or a gruesome death.,YES,,
,bn:02343762n,,"music_artist, professional_musician",Occupation,YES,,
,bn:02345285n,,"quintuple_meter, 5/4_time, quintuple_metre, quintuple_time",Quintuple meter or quintuple time is a musical meter characterized by five beats in a measure.,YES,,
,bn:02345294n,,"septuple_meter, septuple_metre, list_of_musical_works_in_7/4_or_7/8_time, 7/4, septuple_time","Septuple meter or septuple time is a meter with each bar divided into 7 notes of equal duration, usually 74 or 78.",YES,,
,bn:02347730n,,"lattice, tone-lattice, tuning_table, pitch_lattice, tuning_lattice, tuning_matrix, tuning_array","In musical tuning, a lattice ""is a way of modeling the tuning relationships of a just intonation system.",YES,,
,bn:02348645n,,"stem, note_stem, music_stem, 𝅥","In musical notation, stems are the, ""thin, vertical lines that are directly connected to the head.""",YES,,
,bn:02348889n,,"glide_step, roll_step, 8:5_step, roll-step, 8_to_5_step, active_knee, roll_stepping","Glide step is a form of movement used by marching bands to minimize upper body movement, enabling musicians to play their instruments and march without air-stream interruptions.",YES,,
,bn:02352044n,,"delay, echo_chamber, delay-line, tape_echo, delay_pedal, delay_effect, tape-echo, echo_machine, ecco-fonic, analog_delay, slapback_echo, delay_unit, straight_delay, doubling_echo, oil-can_delay_method, tape_delay","Delay is an audio signal processing technique and an effects unit which records an input signal to an audio storage medium, and then plays it back after a period of time.",YES,,
,bn:02352050n,,"schlager_music, schlager, schlagers, iskelmä, iskelma, schlagemusik, iskelmae, schlagermusik, german_schlager_music, shlager","Schlager music is a style of European popular music that is generally a catchy instrumental accompaniment to vocal pieces of pop music with simple, happy-go-lucky, and often sentimental lyrics.",YES,,
,bn:02352857n,,sigah,Segah is the name of a Dastgah in Persian and related systems of music.,YES,,
,bn:02352885n,,bayati,"Bayātī, also known as Bayat and Uşşâk, is the name of a maqam in Arabic, Turkish, and related systems of music.",YES,,
,bn:02354997n,,"flauto_d'amore, flûte_d'amour, flute_d'amour, liebesflöte, flute_d'amore","The flûte d'amour is an uncommon member of the Western concert flute family, pitched in A♭, A, or B♭ and is intermediate in size between the modern C concert flute and the alto flute in G. It is the alto member of the flute family.",YES,,
,bn:02356703n,,rara,"Rara is a form of festival music that originated in Haiti that is used for street processions, typically during Easter Week.",YES,,
,bn:02358848n,,"trip_hop, american_trip_hop, the_bristol_sound, trip-hop, 2000s_trip_hop, triphop, chillhop, post_trip_hop, trip_rock, post-trip_hop, bristol_sound, 1990s_trip_hop","Trip hop is a musical genre that originated in the early 1990s in the United Kingdom, especially Bristol.",YES,,
,bn:02359569n,,"college_rock, college_alternative",College rock was the alternative rock music played on student-run university and college campus radio stations located in the United States and Canada in the 1980s.,YES,,
,bn:02360728n,,"uplifting_trance, anthem_trance, epic_trance, euphoric_trance, epic","A large subgenre of trance music, named for the feeling which listeners claim to get (often described as a ""rush"").",YES,,
,bn:02365030n,,music_catalog,"In the music industry, a collection of musical compositions is cataloged into a music catalog.",YES,,
,bn:02367825n,,"music_venues_in_the_netherlands, list_of_music_venues_in_the_netherlands",Music venues in the Netherlands are a vivid part of the social cultural environment of the country.,YES,,
,bn:02371178n,,repeat_after_me_song,A repeat after me song is a type of song where a leader sings a verse followed by the audience repeating what he/she says.,YES,,
,bn:02375513n,,berlin_school_of_electronic_music,The Berlin School is a style of electronic music that emerged in the 1970s.,YES,,
,bn:02376501n,,"electric_piano, epiano, hohner_cembalet, e-piano, electronic_piano",An electric piano is a musical instrument which produces sounds when a performer presses the keys of a piano-style musical keyboard.,YES,,
,bn:02378812n,,chaubola,"Chaubola is a quatrain meter in the poetry of North India and Pakistan, often employed in folk songs.",YES,,
,bn:02379671n,,"kokle, kokles, concert_kokles, zither_kokles",Kokle ,YES,,
,,,,,,,
,bn:02381002n,,"quantization, beat_quantization","In digital music processing technology, quantization is the studio-software process of transforming performed musical notes, which may have some imprecision due to expressive performance, to an underlying musical representation that eliminates the imprecision.",YES,,
,bn:02381579n,,discomix,"A discomix, or simply a disco, is an extended reggae 12-inch single that typically features the vocal track followed by a dub version or a deejay version of the same track.",YES,,
,bn:02383297n,,"jazz_funeral, new_orleans_funeral, new_orleans_funeral_music, funeral_with_music, new_orleans_jazz_funeral","A jazz funeral is a funeral procession accompanied by a brass band, in the tradition of New Orleans, Louisiana.",YES,,
,bn:02384453n,,"jazz_singing, vocal_jazz, jazz_vocal, jazz_vocalist, jazz_vocalists",Vocal jazz or jazz singing is an instrumental approach to the voice.,YES,,
,bn:02386473n,,"jumpstyle, melbourne_bounce, jump_house, jump_style, jumpen, jump_style_dance, melbourne_jump","Jumpstyle is an electronic dance style and music genre popular in Western Europe, with existent scenes in Eastern Europe, Australia, and the Americas.",YES,,
,bn:02389397n,,"banjeaurine, banjorine","The Banjeaurine, also known as Banjourine or Banjorine, was a variant of the banjo, designed to play lead instrument in banjo orchestras from the 1890s to the 1930s.",YES,,
,bn:02392646n,,"classical_music_of_the_united_kingdom, british_classical_music","Classical music of the United Kingdom is taken in this article to mean classical music in the sense elsewhere defined, of formally composed and written music of chamber, concert and church type as distinct from popular, traditional, or folk music.",YES,,
,bn:02393811n,,naattupurapaattu,Naattupura Paattu is a form of Tamil folk music and Tamil folk culture.,YES,,
,bn:02394801n,,rhapsody,"A rhapsody in music is a one-movement work that is episodic yet integrated, free-flowing in structure, featuring a range of highly contrasted moods, colour, and tonality.",YES,,
,bn:02405676n,,vocalese,Vocalese is a style or musical genre of jazz singing in which words are added to an instrumental soloist's improvisation.,YES,,
,bn:02408444n,,"tape_recorder, magnetic_tape_sound_recording, 7½_ips_reel, reel-to-reel, open-reel_recording, reel-to-reel_audio_tape_recording_and_recorders, reel-to-reel_audio_tape_recording, open_reel, reel-to-reel_audio_tape_recorder, reel-to-reel_tape_deck, tape_splicing, open_reel_tape, audio_tape_cutting, reel_to_reel, open-reel, reel_to_reel_tape, reel-to-reel_tape_recorder, reel-to-reel_tape_recordings, cutting_audio_tape, reel-to-reel_audio_recording, reel_to_reel_tape_deck, reel-to-reel_recording, reel-to-reel_tape, reel_to_reel_tape_recorder, open-reel_deck, tonband, reel-to-reel_recorder, tape_editing, tape_splice","Reel-to-reel audio tape recording, also called open-reel recording, is the form of magnetic tape audio recording in which the recording medium is held on a reel that is not permanently mounted in an enclosed cassette.",YES,,
,bn:02409536n,,"animal_song, animal_songs","Animal song is not a well-defined term in scientific literature, and the use of the more broadly defined term 'vocalizations' is in more common use.",YES,,
,bn:02410909n,,"cracklebox, kraakdoos, crackle_box","A kraakdoos or cracklebox is a custom-made instrument, in the form of a noise-making electronic device.",YES,,
,bn:02410993n,,"twelve-bar_blues, twelve_bar_blues, 12_bar_blues, blues_changes, 12-bar_blues, bebop_blues, jazz_blues, quick-change, quick_to_four, blues_progression, blues_jazz, quick_four",The twelve-bar blues is one of the most prominent chord progressions in popular music.,YES,,
,bn:02413676n,,"jarana_jarocha, jarana_de_son_jarocho","The jarana jarocha is a guitar-shaped fretted stringed instrument from the southern region of the state of Veracruz, Mexico.",YES,,
,bn:02413978n,,chicago_soul,Chicago soul is a style of soul music that arose during the 1960s in Chicago.,YES,,
,bn:02415380n,,"rock_festival, rock_music_festival, rock_festivals, list_of_traveling_rock_festivals, historic_rock_festival, list_of_rock_festivals, list_of_historic_rock_festivals, lists_of_rock_festivals, historic_rock_festivals, rock_fest","A rock festival is a series of musical performances by a variety of artists, which generally take place over a number of days.",YES,,
,bn:02416386n,,"sound_and_music_computing, music_computing, sound_computing",Sound and music computing is a research field that studies the whole sound and music communication chain from a multidisciplinary point of view.,YES,,
,bn:02420735n,,"novelty_piano, novelty_ragtime",Novelty Piano is a genre of piano and novelty music that was popular during the 1920s.,YES,,
,bn:02420996n,,sweet_spot,"The sweet spot is a term used by audiophiles and recording engineers to describe the focal point between two speakers, where an individual is fully capable of hearing the stereo audio mix the way it was intended to be heard by the mixer.",YES,,
,bn:02421166n,,street_date,"In business, a street date is the date a particular product is to be released for sale to the general public.",YES,,
,bn:02421865n,,"ipu, blaidyn_retar, ipus, ipu_heke_ʻole, ipu_heke",Ipu /ˈiːpuː/ is a percussion instrument made from gourds that is often used to provide a beat for hula dancing.,YES,,
,bn:02422749n,,"grands_motets, grand_motet","The grand motet was a genre of motet cultivated at the height of the French baroque, although the term dates from later French usage.",YES,,
,bn:02423699n,,mute_violin,The mute violin is a violin without or with a very shallow sound box.,YES,,
,bn:02424001n,,"musical_repertoire, repertoire","Musical repertoire is a collection of music pieces played by an individual musician or ensemble, or composed for a particular instrument or group of instruments, voice or choir.",YES,,
,bn:02426793n,,"mixing_engineer, mix_engineer","A mixing engineer is responsible for combining different sonic elements of an auditory piece into a complete rendition, whether in music, film, or any other content of auditory nature.",YES,,
,bn:02427719n,,"celtic_fusion, celtic_reggae, celtic_rap, celtic_hip_hop","Celtic fusion is an umbrella term for any modern music which incorporates influences considered ""Celtic"", or Celtic music which incorporates modern music.",YES,,
,bn:02428395n,,"violin_concerto, concerto_for_violin_and_orchestra, violin_concertos, tchaikovsky_&_beethoven_violin_concertos",A violin concerto is a concerto for solo violin and instrumental ensemble.,YES,,
,bn:02429430n,,"serbian_hip_hop, serbian_and_montenegrin_hip_hop, serbian_hip-hop",Serbian hip hop refers to all genres of hip hop music in the Serbian language.,YES,,
,bn:02430009n,,"song_cycle, song_cycles, liederzyklus, song-cycle","A song cycle is a group, or cycle, of individually complete songs designed to be performed in a sequence as a unit.",YES,,
,bn:02431448n,,"double_platinum, multi-platinum, platinum, gold_album, record_certification, gold_disc, triple_platinum, gold_single, gold_certification, platinum_disc, platinum_single, certified_gold, album_certification, gold_record, music_recording_certification, music_recording_sales_certification, platinum_records, silver_album, platinum_albums, silver_certification, certified_gold_album, go_gold, gold_single_certification, record_sales, golden_record, multi-platinum_selling_r&b, platinum_record, certification, gold_disk_award, goldene_schallplatte, music_sales_certification, gold_disc_awards, music_certification, platinum_europe_award, platinum_certification, sales_certification, gold_sales_certification, diamond_album, platinum_album, gold_disk, silver_record, silver_disc, diamond_award, gold, album_sales_certifications, double-platinum, uranium_record, certified_platinum, gold_albums, diamond_disc, diamond_record, recording_certification, multiplatinum, gold_disc_award, platinum_sales, selling_platinum, diamond_single","Music recording certification is a system of certifying that a music recording has shipped, sold, or streamed a certain number of units.",YES,,
,bn:02434520n,,"clubbing, club_subculture, club_culture",Clubbing is the activity of visiting and gathering socially at nightclubs and festivals.,YES,,
,bn:02435368n,,"experimental_rock, avant-garde_rock, avant-rock, experimental-rock, avant_rock","Experimental rock, also called avant-rock, is a subgenre of rock music that pushes the boundaries of common composition and performance technique or which experiments with the basic elements of the genre.",YES,,
,bn:02437629n,,nardcore,"Nardcore is a hardcore punk movement that began in Southern California during the early 1980s, originating in Oxnard, Silver Strand Beach and Port Hueneme.",YES,,
,bn:02437915n,,"bourrée, borreia, borrèia, bourree, bouree, pas_de_bouree, borry, bourée, boree",The bourrée is a dance of French origin and the words and music that accompany it.,YES,,
,bn:02438498n,,tati,"Tati is a form of folk song sung with a single stringed Naga traditional musical instrument known as Libuh, invented and used by the Chokri -Chakhesang people Naga people since time immemorial.",YES,,
,bn:02438939n,,"stealth_disco, stealthdisco",Stealth disco refers to the act of being videotaped dancing or rocking out behind or near someone who is doing something serious and does not notice.,YES,,
,bn:02439299n,,"sundari, sundri",The sundari or sundri is a double reed wind instrument.,YES,,
,bn:02441367n,,cabaletta,Cabaletta is a two-part musical form particularly favored for arias in 19th century Italian opera in the belcanto era until about the 1850s during which it was one of the era's most important elements.,YES,,
,bn:02443990n,,"chap, chhap",A chap or chhap is a percussion instrument.,YES,,
,bn:02447073n,,"melodics, melodik","Melodics is the features of melody that are characteristic for a particular style, period, or group of composers, e.g. baroque melodics, the melodics of Frédéric Chopin's compositions.",YES,,
,bn:02449420n,,bubu_music,Bubu music is traditional music played by the Temne people in Sierra Leone.,YES,,
,bn:02449528n,,"harpejji, harpeji",The harpejji is an electric stringed musical instrument developed in 2007 by American audio engineer Tim Meeks.,YES,,
,bn:02451269n,,"djent, djent_metal, djentcore, djentstep, djent_music",Djent is a subgenre of progressive metal.,YES,,
,bn:02454339n,,"minneapolis_sound, the_minneapolis_sound","The Minneapolis sound is a subgenre of funk rock with elements of synth-pop and new wave, that was pioneered by Prince in the late 1970s.",YES,,
,bn:02454285n,,"villancico, vilancete, villancicos",The villancico or vilancete was a common poetic and musical form of the Iberian Peninsula and Latin America popular from the late 15th to 18th centuries.,YES,,
,bn:02455160n,,"ngoma, ng'oma, engoma, ngoma_drums, engoma_drums, ingoma, ng’oma, ngoma_drum, ngomas, ugandan_drums",Ngoma are musical instruments used by certain Bantu populations of Africa.,YES,,
,bn:02455475n,,"character_piece, charakterstück",A character piece is a musical composition which is relatively brief and is expressive of a specific mood or non-musical idea.,YES,,
,bn:02455720n,,"tone_row, prime, twelve-tone_row, mirror_form, retrograde_equivalency, tune_row, pitch_aggregate, secondary_set, reihe, tone-row, total_chromaticism, total_chromatic, note_row, aggregate, weighted_aggregate, set-complex, p_number, array, tonveihe, set_complex, tone_rows, urzwölfklang, all-partition_array","In music, a tone row or note row, also series or set, is a non-repetitive ordering of a set of pitch-classes, typically of the twelve notes in musical set theory of the chromatic scale, though both larger and smaller sets are sometimes found.",YES,,
,bn:02456336n,,"three-chord_song, chord_progression, 3_chord_song, three_chord_songs, three_chord_trick, three-chord_songs, three-chord_trick, three-chord_rock, three_chord_rock, three_chord_song, three-chord_punk",A three-chord song is a song whose music is built around three chords that are played in a certain sequence.,YES,,
,bn:02458743n,,"mannheim_school, mannheim_orchestra, mannheim_roller, grand_sigh, mannheim_climax, mannheim_rocket, mannheim_birds, mannheim_style, mannheim_bird, mannheim_crescendo","Mannheim school refers to both the orchestral techniques pioneered by the court orchestra of Mannheim in the latter half of the 18th century and the group of composers of the early classical period, who composed for the orchestra of Mannheim.",YES,,
,bn:02459805n,,flumpet,The Flumpet is a hybrid brass instrument that shares the construction and timbral qualities of a trumpet and flugelhorn.,YES,,
,bn:02459947n,,cadence-lypso,Cadence-lypso is a fusion of cadence rampa from Haiti and calypso from Trinidad & Tobago that has also spread to other English speaking countries of the Caribbean.,YES,,
,bn:02464530n,,"art_punk, experimental_punk, art-punk, art_punk_rock, avant-garde_punk, avant_punk",Art punk is a subgenre of punk rock in which artists go beyond the genre's rudimentary garage rock and are considered more sophisticated than their peers.,YES,,
,bn:02465124n,,"mélodie, melodie, french_melodie","A mélodie is a form of French art song, arising in the mid-19th century.",YES,,
,bn:02466009n,,"regional_styles_of_mexican_music, spanish_oldies, spanish_contemporary, mexican_regional_music, regional_mexican_music, son_jalicense, regional_variations_of_mexican_music",Regional styles of Mexican music vary greatly vary from state to state.,YES,,
,bn:02469052n,,berklee_method,"In music performance and education, the Berklee method is the music theory, terminology, and practice taught at Berklee College of Music, the largest independent college of contemporary music in the world.",YES,,
,bn:02469821n,,chamarrita,"Chamarrita can refer to two different types of music and dance, one from the Azores in Portugal and one from the Rio de la Plata littoral region in northern Argentina, Uruguay, and southern Brazil.",YES,,
,bn:02471528n,,"alghoza, jodiya_pava, algoza, algoze, algoja, alghoze","Alghoza is a pair of woodwind instruments used by Baloch, Sindhi, Kutchi, Rajasthani and Punjabi folk musicians.",YES,,
,bn:02471546n,,"tumbi, thumbi, toombi","The tumbi or toombi, also called a tumba or toomba, is a traditional musical instrument from the Punjab region of the northern Indian subcontinent.",YES,,
,bn:02474018n,,,الهيب هوب الكوميدي أو راب الكوميديا هو نوع فرعي من موسيقى الهيب هوب يتضمن عادة كلمات ساخرة.,YES,,
,bn:02474833n,,"salsa_dura, salsa_gorda, salsa_brava","Salsa dura, also known as salsa brava or salsa gorda, is a style of salsa music developed in the 1970s with an emphasis on the instrumental part of the music over the lead vocals.",YES,,
,bn:02474827n,,french_overture,The French overture is a musical form widely used in the Baroque period.,YES,,
,bn:02475063n,,"claviola, claviole, key-bagpipe",The Claviola is a musical instrument that was designed in the 1960s by Hohner technician and designer Ernst Zacharias.,YES,,
,bn:02478931n,,"toccata, toccatina, tocatta, toccatas","Toccata is a virtuoso piece of music typically for a keyboard or plucked string instrument featuring fast-moving, lightly fingered or otherwise virtuosic passages or sections, with or without imitative or fugal interludes, generally emphasizing the dexterity of the performer's fingers.",YES,,
,bn:02486527n,,bergerette,"A bergerette, or shepherdess' air, is a form of early rustic French song.",YES,,
,bn:02487188n,,kommos,A kommos is a lyrical song of lamentation in an Athenian tragedy that the chorus and a dramatic character sing together.,YES,,
,bn:02487308n,,"wah-wah_pedal, wah_wah_pedal, wa-wa_pedal, wah_wah_guitar, wah_pedal, wa_pedal, wawa_pedal","A wah-wah pedal is a type of electric guitar effects pedal that alters the tone and frequencies of the guitar signal to create a distinctive sound, mimicking the human voice saying the onomatopoeic name ""wah-wah"".",YES,,
,bn:02490196n,,"seguidilla, seguedille, sequidilla, sigadillas, seguidillas, séguedille",The seguidilla is an old Castilian folksong and dance form in quick triple time for two people with many regional variations.,YES,,
,bn:02491315n,,"headliner, main_act, main_attraction, featured_act","A headliner is the main act in a music, theatre, or comedy performance.",YES,,
,bn:02493249n,,"bass-baritone, bass-baritones, hoher_bass, bass_baritone, dramatic_bass-baritone","A bass-baritone is a high-lying bass or low-lying ""classical"" baritone voice type which shares certain qualities with the true baritone voice.",YES,,
,bn:02493481n,,"white_power_music, rechtsrock, white_power_rock, fascist_experimental_music, hate_music, racist_folk, racist_country_music, segregation_music, segregationist_music, white_pride_music",White power music is music that promotes white nationalism.,YES,,
,bn:02494872n,,"m_band, m-band",The NATO M band is the obsolete designation given to the radio frequencies from 60 to 100 GHz during the cold war period.,YES,,
,bn:02496101n,,music_history_of_the_united_states_in_the_1960s,"Popular music of the United States in the 1960s became innately tied up into causes, opposing certain ideas, influenced by the sexual revolution, feminism, Black Power and environmentalism.",YES,,
,bn:02496183n,,soundwalk,A soundwalk is a walk with a focus on listening to the environment.,YES,,
,bn:02498404n,,exotica,"Exotica is a musical genre, named after the 1957 Martin Denny album of the same title that was popular during the 1950s to mid-1960s with Americans who came of age during World War II.",YES,,
,bn:02499335n,,"celtic_punk, irish_punk, jig_punk, paddy_punk, celtcore",Celtic punk is punk rock mixed with traditional Celtic music.,YES,,
,bn:02500681n,,send_tape_echo_echo_delay,Send tape echo echo delay is a technique used in magnetic tape sound recording to apply a delay effect using tape loops and echo chambers.,YES,,
,bn:02501532n,,tallava,"Tallava or Talava is a music genre originating from Albanian-speaking communities in the Republic of Macedonia as well as in Kosovo, with a presence in Albania.",YES,,
,bn:02502276n,,"latin_pop, pop_latino, latin_pop_music, latin_pop_/_latin_stars, latin_stars, latin-pop",Latin pop is a pop music subgenre that is a fusion of United States–style music production with Latin music genres from anywhere in Latin America.,YES,,
,bn:02502546n,,overhead_microphone,"Overhead microphones are those used in sound recording and live sound reproduction to pick up ambient sounds, transients and the overall blend of instruments.",YES,,
,bn:02505359n,,"drum_cadence, street_beat, street_cadence, marching_cadence","In music, a drum cadence or street beat is a work played exclusively by the percussion section of a modern marching band.",YES,,
,bn:02507321n,,"dhol, dhols, sandhal, dhola, tihli, indian_dhol_drumming, dagga, dholi","Dhol can refer to any one of a number of similar types of double-headed drum widely used, with regional variations, throughout the Indian subcontinent.",YES,,
,bn:02507891n,,sympitar,A Sympitar is a modern form of guitar combining functional aspects of the guitar and the Indian sitar.,YES,,
,bn:02508540n,,"music_archaeology, music, archaeology",Music archaeology is an interdisciplinary study field that combines musicology and archaeology.,YES,,
,bn:02508672n,,"terpodion, uranion, melodion, melodion_friction_instrument",The terpodion or uranion is a keyboard instrument which produces sound using the same friction principle as the glass harmonica.,YES,,
,bn:02509059n,,"da_capo_aria, aria_da_capo, da_capo_arias",The da capo aria is a musical form for arias that was prevalent in the Baroque era.,YES,,
,bn:02510701n,,"electronicore, trancecore, electronic_metalcore, electronic_post-hardcore, synth_metal, electronicore_artists, electronicore_bands, electronicore_music, electronic-hardcore, list_of_electronicore_artists, synth-core","Electronicore is a fusion genre of metalcore with elements of various electronic music genres, often including trance, electronica, and dubstep.",YES,,
,bn:02510926n,,"equalization, eq, shelving_filter, audio_equalization, equalisation, graphic_equalizer, equalizer, graphic_equilizer, mirrored_equalization, audio_equalisation, dynamic_equalization, audio_equalizer, 1/f_controller, parametric_equalization, parametric_equaliser, parametric_equalisation, parametric_eq, sound_equalisation, parametric_equalizer, dynamic_equalizer, parametric_filter, sound_equalization, eq_filter, eq_controller, graphic_equaliser, british_eq, equalisation_filter",Equalization is the process of adjusting the balance between frequency components within an electronic signal.,YES,,
,,,,,,,
,bn:02514364n,,"queercore, homocore, gay_hardcore, gaycore, homopunk, queer_punk, lgbt_punk, gay_punk",Queercore is a cultural/social movement that began in the mid-1980s as an offshoot of the punk subculture and a music genre that comes from punk rock.,YES,,
,bn:02514907n,,"coladeira, cola-zouk, cabo_love, coladera",The coladeira is a music genre from Cape Verde.,YES,,
,bn:02515015n,,"merenhouse, merengue_house","Merenhouse/merenrap or electronic merengue is a hip hop music style formed by blending Dominican merengue music with rap, dancehall reggae and hip hop.",YES,,
,bn:02523277n,,"afrobeat, afro_beat, afro-beat, african_funk, afrobeat_music, afro-funk, afrofunk","Afrobeat is a music genre which involves the combination of elements of West African musical styles such as fuji music and highlife with American jazz and later soul and funk influences, with a focus on chanted vocals, complex intersecting rhythms, and percussion.",YES,,
,bn:02526358n,,"wild_track, wild_lines, wild_sound, wild_tracks, wild_line, wildline","Wild track, also known as wild sound and wild lines, is an audio recording intended to be synchronized with film or video but recorded separately.",YES,,
,bn:02526481n,,"praise_and_worship_music, contemporary_worship_music, praise_&_worship, contemporary_worship_song, lovsang, worship_music, praise_music, contemporary_christian_worship_music, contemporary_worship_songs, christian_worship_music, worship_song, praise_song, worship, praise_chorus, worship_songs","Contemporary worship music, also known as praise and worship music, is a defined genre of Christian music used in contemporary worship.",YES,,
,bn:02530374n,,duggi,"The duggi, dugi or dukkar, is an Indian drum, with a kettle drum shape, played with fingers and the palm of the hand.",YES,,
,bn:02535593n,,"music_journalism, music_journalist, music_critics, musical_criticism, rock_journalist, music_press, music_writer, criticism_of_music, music_correspondent, rock_journalism, music_journalists, concert_reviewer, rock_critic, critic, pop/rock_music_journalism","Music journalism is media criticism and reporting about music topics, including popular music, classical music, and traditional music.",YES,,
,bn:02536094n,,calabash,"In African music, the calabash is a percussion instrument of the family of idiophones consisting of a half of a large calabash, which is struck with the palms, fingers, wrist or objects to produce a variety of percussive sounds.",YES,,
,bn:02539846n,,ison,"Ison is a drone note, or a slow-moving lower vocal part, used in Byzantine chant and some related musical traditions to accompany the melody, thus enriching the singing.",YES,,
,bn:02543021n,,phonetical_singing,"Phonetical singing is singing by learning and performing the lyrics of a song by the words' phonetic sounds, without necessarily understanding the content of the lyrics, for example an artist who performs in Spanish even though they may not be proficient in the language.",YES,,
,bn:02544313n,,"indo_pop, indonesian_pop, indonesian_popular_music","Indo-pop also known as Indonesian pop is loosely defined as Indonesian pop music; however, in a wider sense it can also encompass Indonesian pop culture, which also includes Indonesian cinema and sinetrons.",YES,,
,bn:02545645n,,"set, heptad, dodecachord, octachord, nonachord, octad, heptachord, septachord, decad, decachord, nonad, undecachord, musical_set, pitch-class_set, pitch_collection, prime_form, pitch_set, musical_collection, set_form, pitch-class_collection, pc_set, collection, cardinality, nexus_set, set_class, normal_form, septad, set_genera, pitch_class_set","A set in music theory, as in mathematics and general parlance, is a collection of objects.",YES,,
,bn:02546093n,,"veena, beena, vina, vīnā, vīṇā, veene, bina, veenai, vainika",The veena comprises a family of chordophone instruments from the Indian subcontinent.,YES,,
,bn:02547827n,,"acoustic_bass_guitar, acoustic_bass, acoustic_bass_guitars, arco_bass","The acoustic bass guitar is a bass instrument with a hollow wooden body similar to, though usually larger than a steel-string acoustic guitar.",YES,,
,bn:02548604n,,guitarra_de_canya,"The guitarra de canya is a Spanish percussion instrument made from several reeds or bones, suspended by cords in a row and hung from the neck.",YES,,
,bn:02556018n,,canto_livre,"Canto livre is a kind of music with roots in Alentejo music, predominantly inspired by political messages, in particular from left-wing thinkers.",YES,,
,bn:02556186n,,"nonsense_song, nonsensical_song",A nonsense song is a type of song written mainly for the purpose of entertainment using nonsense syllables at least in the chorus.,YES,,
,bn:02556299n,,loh_tarang,The Loh Tarang is a melodic percussion instrument.,YES,,
,bn:02556632n,,"electronic_keyboard, electric_keyboard, electronic_keyboards, home_keyboard, electric_keyboards, portable_keyboard, digital_keyboard","An electronic keyboard, portable keyboard, or digital keyboard is an electronic musical instrument, an electronic or digital derivative of keyboard instruments.",YES,,
,bn:02558538n,,"gothic_metal, goth_metal, extreme_gothic_metal, gothic_doom, goth-metal, gothic_black_metal, gothic_heavy_metal, gothic/doom, gothic-doom",Gothic metal is a fusion genre combining the heaviness of heavy metal with the dark atmospheres of gothic rock.,YES,,
,bn:02558926n,,"radiodrum, radio-baton, radio-drum, radiobaton, radio_baton",The Radiodrum or radio-baton is a musical instrument played in three-dimensional space using two mallets.,YES,,
,bn:02559303n,,"trailer_music, trailer","Trailer music is the background music used for film previews, which is not always from the film's soundtrack.",YES,,
,bn:02559715n,,chikara,"The chikara is a bowed stringed musical instrument from India, used to play indian folk music.",YES,,
,bn:02563071n,,groove,"In music, groove is the sense of an effect of changing pattern in a propulsive rhythm or sense of ""swing"".",YES,,
,bn:02570682n,,"operatic_pop, popera, classical_crossover","Operatic pop or popera is a subgenre of pop music that is performed in an operatic singing style or a song, theme or motif from classical music stylized as pop.",YES,,
,bn:02571318n,,"rhaita, ghaita",The rhaita or ghaita is a double reed instrument from North Africa.,YES,,
,bn:02572256n,,"bangladeshi_rock, rock_music_of_bangladesh, bangla_rock",Bangladeshi rock or Bangla rock is the rock music in Bangladesh that derived from the British and American rock music and mixed up with Bengali classical and adhunik music from the 1960s.,YES,,
,bn:02572349n,,"hill_country_blues, north_mississippi_hill_country_blues, north_hill_country_blues, north_mississippi_blues",Hill country blues is a regional style of country blues.,YES,,
,bn:02574135n,,"bohlen–pierce_scale, bohlen–pierce, bohlen-pierce_scale, lambda_scale, pierce_3579b_scale, bp_scale, hekt, wide_triad, bohlen_pierce, bohlen-pierce, 13-step_scale, bohlen-pierce_tuning, bohlen_pierce_scale, tritave","The Bohlen–Pierce scale is a musical tuning and scale, first described in the 1970s, that offers an alternative to the octave-repeating scales typical in Western and other musics, specifically the equal tempered diatonic scale.",YES,,
,bn:02576639n,,"igbo_music, igbo_traditional_music, ibo_music","Igbo music is the music of the Igbo people, who are indigenous to the southeastern part of Nigeria.",YES,,
,bn:02576805n,,"drum_and_bugle_corps, military_drum_and_bugle_corps, bugle_band, drum_&_bugle_corps",Classic drum and bugle corps are musical ensembles that descended from military bugle and drum units returning from World War I and succeeding wars.,YES,,
