wn_synset,bn:id,pos,lemmata EN,definition,lemmata DE,is it related to music
,bn:03202758n,n,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.",electro,YES
,bn:00704223n,n,"electroclash, retro-electro, synthtron, new_new_wave, tech-pop, synthcore, elektroclash, electro, retro_electro, electro_clash, electroklash, electroclash_kids, nouveau_disco","Electroclash is a genre of music that fuses 1980s electro, new wave and synth-pop with 1990s techno, retro-style electropop and electronic dance music.",electroclash,YES
,bn:02953831n,n,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,"electro-house, electro_house, dirty_house, electrohouse",YES
,bn:00898369n,n,"electronic_body_music, industrial_dance, ebm, indust_dance, ebm_music, industrial_dance_music, old-school_ebm, techno_body_music",Electronic body music is a genre of electronic music that combines elements of industrial music with dance music.,"electronic_body_music, aggrepo, industrial_dance",YES
,bn:03764482n,n,"electronica, electronic_listening_music, intelligent_techno, contemporary_electronic_music, art_techno, braindance, electronica_music, listening_techno, intellectual_dance_music",Electronica is a broad group of electronic-based music styles intended for listening rather than strictly for dancing.,electronica,YES
,bn:03280829n,n,"electric_violin, silent_violin, electric_violinist, electric_fiddle, electrical_violin, electric_violins",An electric violin is a violin equipped with an electronic output of its sound.,"elektrische_geige, e-geige, e-violine, elektronische_geige, elektrische_violine",YES
,bn:03494075n,n,"electric_sitar, coral_sitar","An electric sitar is a kind of electric guitar designed to mimic the sound of the sitar, a traditional musical instrument of India.",elektrische_sitar,YES
,bn:03813651n,n,electric_cello,The electric cello is a type of cello that relies on electronic amplification to produce sound.,"elektrisches_cello, e-cello",YES
,bn:00324551n,n,"electric_instrument, electric_musical_instrument, amplified_musical_instrument, electrical_musical_instrument",An electric musical instrument is one in which the use of electric devices determines or affects the sound produced by an instrument.,"elektrisches_instrument, elektrisches_musikinstrument, elektromechanisches_musikinstrument",YES
,bn:03445386n,n,"acoustic-electric_guitar, acoustic_electric_guitar, acoustic_electric, vintage_acoustic_electric, electric_acoustic_guitar, electric_acoustic_guitars, electro-acoustic_guitars, electroacoustic_guitar, electro-acoustic_guitar","An acoustic-electric guitar is an acoustic guitar fitted with a magnetic or piezoelectric pickup, or a microphone.","elektroakustische_gitarre, elektro-akustische_gitarre",YES
,bn:03231099n,n,"electroacoustic_music, electro-acoustic_music, list_of_electroacoustic_music_festivals, pre-recorded_tape, tape_music, electroacoustic_musicians, tape_composition, electro-acoustic, electroacoustic_music_festivals, electro_acoustic_music, electroacoustic_music_festival, list_of_electroacoustic_festivals, electroacoustic","Electroacoustic music is a genre of Western art music in which composers use technology to manipulate the timbres of acoustic sounds, sometimes by using audio signal processing, such as reverb or harmonizing, on acoustical instruments.","elektroakustische_musik, elektro-akustische_musik",YES
,bn:03520863n,n,electronic_libretto,An electronic libretto system is used primarily in opera houses and is a device which presents translations of lyrics into an audience's language or transcribes lyrics that may be difficult to understand when sung.,elektronische_libretto,YES
,bn:03847626n,n,"electronic_music, history_of_electronic_music, electrosonic, electronic_art_music, electronic_classical_music, elektronische_musik, punktronica, electronic_music_artist, 1970s_electronica, elektronisk_musik, classical_electronic, 1990s_electronica, electronic, electronic_musician, موسيقي_الكترونيك, 1970s_edm, 1990s_electronic_dance_music, 1990s_electronic_music, 1970s_electronic_music, 1990s_edm, 2000s_electronic_music, electronic_music/art_music, musical_performance_system, 1940s_electronic_music, 1950s_electronic_music, 1960s_electronic_music, 1970s_electronic_dance_music, electronic_composition, electro_sonic, dark_electronic",A form of music consisting of sounds produced by oscillating electric currents either controlled from an instrument panel or keyboard or prerecorded on magnetic tape.,"elektronische_musik, electronic_music, elektrische_musik, elektronenmusik, elektronische, elektronischer_musiker, elektronische_kunstmusik",YES
,bn:02286885n,n,"electronic_dance_music, edm, club_music, list_of_electronic_dance_music_festivals, dance_music, electronic_dance, lappop, electronic_indie, ghost-producer, electronic_dance_music,_edm, edm_festivals, 1990s_edm, música_dance, electronemo, electronic_dance_music_festival, ghost_producer, baile, electronic_dance_music_festivals, ghost_production, edm_festival, list_of_edm_festivals, ghost-production","Electronic dance music, also known as dance music, club music, or simply dance, is a broad range of percussive electronic music genres made largely for nightclubs, raves, and festivals.","elektronische_tanzmusik, dance-music, dance_music, edm, dance, electronic_dance_music, elektronischen_tanzmusik, clubmusik",YES
,bn:03674431n,n,"electronic_bagpipes, degerpipes, deger_pipes",The electronic bagpipes is an electronic musical instrument emulating the tone and/or playing style of the bagpipes.,elektronischer_dudelsack,YES
,bn:00645104n,n,"electronic_drum, electronic_drum_set, electronic_drum_kit, digital_drum, usb_digital_drums, electronic_drumming, digital_drums, electric_drum, midi_drum, digital_drumkit, electric_drum_set, digital_percussion, electric_drums, digital_drum_kit, electronic_drumkit, usb_drums, e-drums, electronic_percussion, electronic_percussion_synthesizer, electronic_drums, snare_trigger","A set of electronic drums which are electrical devices struck by a drummer, played in real time (using either hands, sticks, brushes or other implements) to produce a selection of sounds, instruments and effects, from either samples or modeled sounds contained in a processor or drum module.","elektronisches_schlagzeug, e-drums, e-drum, usb_schlagzeug, usb_trommeln, elektronische_percussion, elektronisches_drumkit, elektronischen_drum-kit",YES
,bn:00638702n,n,"electrophone, electrophonic_instruments","The electrophone is a musical instrument category, defined as musical instruments which produce sound primarily by electrical means, though this definition has been the subject of discussion.","elektrophon, electrophone, électrophone",YES
,bn:15227681n,n,"electropop, electro_pop, electro-pop, courvete_courvete_hop_in_a_mf_jet_like_det_ni_nimini_nimini_like_dat, electric_pop, electronic_pop, 2000s_in_electro_pop_music, poptronica, electro-pop_music, 2000s_in_electropop_music, elektropop, modern_synthpop",Electropop is a music genre combining elements of electronic and pop genres.,"elektropop, elektronische_popmusik, electro_pop, electropop, electro-pop, elektro-pop",YES
,bn:00030331n,n,elevation,(ballet) the height of a dancer's leap or jump,"élévation, sprunghöhe, schwebe, elevation, erhebung, erhöhung",YES
,bn:00124411n,n,"emo, emotional_hardcore, emocore, emo-core, emo_subculture, 21st_century_emo, emo_rock, emo_hair, hardcore_emo, emp_music, emo_glasses, punk_emo, emotive_hardcore, 情感核, emocore_punk, twinkle_daddy, post-emo, fake_emo, emotional_post-hardcore, emo_hardcore, emo_movement, emopoetry, emos, emo_core, emo_girl, midwestern_emo, emo_music, emo-metal, emotional_punk, emo_fringe, emo_poetry, emoing, emo_rap, emo_cutters, emo-punk, emo_slang, emo_fashion, emo_punk_music, emotional_rock, emo_decade, emo_boy, emo_punk, emotional_music, emo_kid, emo_kids, 1980s_emo, emo-rock, emo_person, emo_style, emotional, emo_rock_music, emotional-hardcore, emo_post-hardcore, emotag","Emo is a rock music genre characterized by an emphasis on emotional expression, sometimes through confessional lyrics.","emo, emocore, emotional_hardcore, emo-rock, emopunk, emo_rock",YES
,bn:01286140n,n,e_minor,"E minor is a minor scale based on E, consisting of the pitches E, F♯, G, A, B, C, and D. Its key signature has one sharp.","e-moll, e-äolisch, e_äolisch",YES
,bn:14502687n,n,"emo_pop, emo_pop_punk, emo_pop_rock, pop_emo, emo-pop, melodic_emo, emotional_pop_punk",Emo pop is a fusion genre combining together emo and pop punk.,emo-pop,YES
,bn:03443866n,n,"sensitive_style, empfindsamer_stil","Empfinsamer Stil or sentimental style is a style of musical composition and poetry developed in 18th-century Germany, intended to express ""true and natural"" feelings, and featuring sudden contrasts of mood.",empfindsamer_stil,YES
,bn:00018668n,n,"choir_loft, matroneum",A gallery in a church occupied by the choir,"empore, frauenempore, hufeisenempore, balkon, chor, matroneum",YES
,bn:00225770n,n,topical_song,A topical song is a song that comments on political and/or social events.,engagiertes_lied,YES
,bn:01997160n,n,"stretto, stretti, engfuehrung, engführung, engfuhrung","In music, the Italian term stretto ˈstretto has two distinct meanings: In a fugue, stretto is the imitation of the subject in close succession, so that the answer enters before the subject is completed.","engführung, stretto, thematische_verdichtung, stretta",YES
,bn:00307523n,n,"english_art_song, british_art_song","The composition of art song in England and English-speaking countries has a long history, beginning with lute song in the late 16th century and continuing today.","englisches_kunstlied, britisches_kunstlied",YES
,bn:00316691n,n,"enigmatic_scale, scale_enigmatica, scala_enigmatica","The enigmatic scale is an unusual musical scale, with elements of both major and minor scales, as well as the whole-tone scale.","enigmatische_leiter, enigmatische_skala",YES
,bn:01943751n,n,ensalada,The ensalada is a genre of polyphonic secular music mixing languages and dialects and nonsensical quodlibets.,ensalada,YES
,bn:00229528n,n,"degenerate_music, entartete_musik",Degenerate music was a label applied in the 1930s by the Nazi government in Germany to certain forms of music that it considered harmful or decadent.,entartete_musik,YES
,bn:00031042n,n,"intermezzo, entr'acte, interlude",A brief show (music or dance etc) inserted between the sections of a longer performance,entr'acte,YES
,bn:00710285n,n,"entrainment, beat_induction, foot_tapping",Entrainment in the biomusicological sense refers to the synchronization of organisms to an external perceived rhythm such as human music and dance.,"entrainment, beat-induktion",YES
,bn:00002798n,n,all_clear,A signal (usually a siren) that danger is over,entwarnung,YES
,bn:00895218n,n,developing_variation,"In music composition, developing variation is a formal technique in which the concepts of development and variation are united in that variations are produced through the development of existing material.",entwickelnden_variation,YES
,bn:02510926n,n,"equalization, eq, shelving_filter, audio_equalization, equalisation, graphic_equalizer, equalizer, graphic_equilizer, mirrored_equalization, audio_equalisation, dynamic_equalization, audio_equalizer, 1/f_controller, parametric_equalization, parametric_equaliser, parametric_equalisation, parametric_eq, sound_equalisation, parametric_equalizer, dynamic_equalizer, parametric_filter, sound_equalization, eq_filter, eq_controller, graphic_equaliser, british_eq, equalisation_filter",Equalization is the process of adjusting the balance between frequency components within an electronic signal.,"equalizer, kuhschwanzfilter, entzerrer, klangfilter, shelvingfilter, eq, grafik-equalizer, parametrischen_equalizer, entzerrung",YES
,bn:03436585n,n,"complement, hexachordal_complementation, sum_of_complementation, complementation","In music theory, complement refers to either traditional interval complementation, or the aggregate complementation of twelve-tone and serialism.",ergänzung,YES
,bn:03129184n,n,"erhu, erh-hu, urheen, chinese_violin, erh_hu, ehru, urhien, urhheen, er_hu, er-hu, 二胡","The erhu, is a two-stringed bowed musical instrument, more specifically a spike fiddle, which may also be called a Southern Fiddle, and is sometimes known in the Western world as the Chinese violin or a Chinese two-stringed fiddle.",erhu,YES
,bn:03140307n,n,erxian,The erxian is a Chinese bowed string instrument in the huqin family of instruments.,erxian,YES
,bn:02186159n,n,"archlute, arciliuto, archilaud, archiluth","The archlute is a European plucked string instrument developed around 1600 as a compromise between the very large theorbo, the size and re-entrant tuning of which made for difficulties in the performance of solo music, and the Renaissance tenor lute, which lacked the bass range of the theorbo.",erzlaute,YES
,bn:03815582n,n,"escopetarra, guntar","An escopetarra is a guitar made from a modified gun, used as a peace symbol.","escopetarra, eskopetarra",YES
,bn:01999608n,n,"e-flat_clarinet, eb_clarinet, eclarinet, d_clarinet, clarinet_in_d, e♭_sopranino, e♭_clarinet, e_sopranino, e_flat_clarinet, e_clarinet, clarinet_in_e-flat, e♭_clarinets, e♭clarinet","The E-flat clarinet is a member of the clarinet family, smaller than the more common B♭ clarinet and pitched a perfect fourth higher.","es-klarinette, d-klarinette, kleine_klarinette, e-klarinette",YES
,bn:01370288n,n,"e-flat_minor, e_flat_minor, eb_minor, e♭_minor","E-flat minor is a minor scale based on E♭, consisting of the pitches E♭, F, G♭, A♭, B♭, C♭, and D♭.","es-moll, e-moll",YES
,bn:00914485n,n,"esraj, israj",The esraj is an Indian stringed instrument found in two forms throughout the Indian subcontinent.,"esraj, dilruba",YES
,bn:00136319n,n,"estampie, istanpitta, estompé, stampita, istampitte, estampida, istampitta",The estampie is a medieval dance and musical form which was a popular instrumental and vocal form in the 13th and 14th centuries.,"estampie, estampida",YES
,bn:16264974n,n,"ethereal_wave, ethereal_rock, ethereal_pop, ethereal_goth, ethereal_dark_wave, ethereal_darkwave, ethereal, ethereal_music","Ethereal wave, also called ethereal darkwave, ethereal goth or simply ethereal, is a subgenre of dark wave music that is variously described as ""gothic"", ""romantic"", and ""otherworldly"".",ethereal_wave,YES
,bn:03894171n,n,"ethnic_electronica, ethnotechno, ethnotronica, ethno-techno, ethno_techno, ethno_electronica","Ethnic electronica is a broad category of electronic music, where artists combine elements of electronic and world music.",ethnischen_electronica,YES
,bn:03680054n,n,"ethnomusicology, ethno-musicology, non-western_music, musical_ethnology, comparative_musicology, ethnomusicological, ethnomusicologists, ethnomusicologist, music-ethnologist",Ethnomusicology is the study of music from the cultural and social aspects of the people who make it.,"ethnomusikologie, musikethnologie, musikalische_völkerkunde, vergleichende_musikwissenschaft, musikethnologe, musikethnologen",YES
,bn:14628873n,n,"avant-garde_metal, avant_garde_metal, experimental_metal, avant-metal, experimental_heavy_metal, avantmetal, experimetal, avant_metal, avantgarde_metal, avant-garde_heavy_metal, avant-garde_progressive_metal","Avant-garde metal is a subgenre of heavy metal music loosely defined by use of experimentation and innovative, avant-garde elements, including non-standard and unconventional sounds, instruments, song structures, playing styles, and vocal techniques.","experimental_metal, avant-garde_metal, avantgarde-metal-band, experimentellen_metal-band",YES
,bn:00587036n,n,"experimental_music, experimental_sound, experimental_music_genres, experimental_classical_music, experimental_composers, experimental, laboratory_music, avantgarde, experimental_electronic_music",Experimental music is a general label for any music that pushes existing boundaries and genre definitions.,"experimentalmusik, neue_improvisationsmusik, neue_musik, avantgardemusik, experimentelle_musik",YES
,bn:01301196n,n,"expressionist_music, expressionism, musical_expressionism","The term expressionism ""was probably first applied to music in 1918, especially to Schoenberg"", because like the painter Wassily Kandinsky he avoided ""traditional forms of beauty"" to convey powerful feelings in his music.","expressionismus, spätexpressionismus, frühexpressionismus, hochexpressionismus, musik_des_expressionismus",YES
,bn:03141854n,n,"extended_technique, key_slap, instrument_modifications_&_extended_performing_techniques, extended_techniques","In music, extended technique is unconventional, unorthodox, or non-traditional methods of singing or of playing musical instruments employed to obtain unusual sounds or timbres.","extended_technique, erweiterte_technik, erweiterte_techniken",YES
,bn:03365948n,n,"extravaganza, extravaganzas","An extravaganza is a literary or musical work characterized by freedom of style and structure and usually containing elements of burlesque, pantomime, music hall and parody.","extravaganza, extravaganz",YES
,bn:00032580n,n,"fa, f, e-sharp, e♯, e_sharp, fa_note, e#",The syllable naming the fourth (subdominant) note of the diatonic scale in solmization,"f, fa",YES
,bn:00032581n,n,"fa_la, fal_la",Meaningless syllables in the refrain of a partsong,"fa_la, fal_la",YES
,bn:00032678n,n,factory_whistle,A whistle at a factory that is sounded to announce times for starting or stopping work,fabriksirene,YES
,bn:00033605n,n,"fan_dance, fan_dancing, fan_dancer",A solo dance in which large fans are manipulated to suggest or reveal nakedness,"fächertanz, fan_tänzerin",YES
,bn:00008942n,n,"bassoon, buffet_system, fagotte, french_bassoon, fagotti, fagotto, bassoons, baßoon, fagott, pancake_key, fagot, basoonist, basoon, heckel_system",A double-reed instrument; the tenor of the oboe family,"fagott, subkontrafagott, bassoon, fagottino, fagottist, fagottistin, quintfagott, basson, fagotte, fagotto, französisches_fagott",YES
,bn:01804318n,n,bassoon_concerto,"A bassoon concerto is a concerto for bassoon accompanied by a musical ensemble, typically orchestra.",fagottkonzert,YES
,bn:00597428n,n,bassoon_sonata,"A bassoon sonata is a larger-scale work for bassoon, usually with keyboard accompaniment.",fagottsonate,YES
,bn:03745912n,n,"false_ending, fake_ending","A false ending has two contexts: in literature, film and video games it is a narrative device where the plot seems to be heading to its conclusion, but in reality, there's still more to the story; in a musical composition, however, it is a complete stop of the work or song for one or more seconds before continuing.",falschen_ende,YES
,bn:01744432n,n,falsettone,"Falsettone is a term used in modern Italian musicology to describe a vocal technique used by male opera singers in the past, in which the fluty sounds typical of falsetto singing are amplified by using the same singing technique used in the modal voice register.",falsettone,YES
,bn:00012796n,n,brass_family,(music) the family of brass instruments,familie_der_blechblasinstrumente,YES
,bn:00033625n,n,"fandango, fandangos, frndango",A provocative Spanish courtship dance in triple time; performed by a man and a woman playing castanets,"fandango, fandangos",YES
,bn:03378717n,n,"fanfare, flourish, musical_flourish, fanfares, fanfar","A fanfare is a short musical flourish that is typically played by trumpets, French horns or other brass instruments, often accompanied by percussion.",fanfare,YES
,bn:02332738n,n,fanfare_orchestra,"A Fanfare Orchestra is a type of brass band consisting of the entire saxophone family, trumpets, trombones, euphoniums, baritone horns, flugelhorns and alto/tenor- or F-horns, as well as percussion.","fanfare, fanfare-orchester",YES
,bn:02215176n,n,"fanfare_band, fanfare_team","A fanfare band, fanfare corps, fanfare battery, fanfare team, horn and drum corps, bugle band, drum and bugle corps, or trumpet and drum band is a military or civilian musical ensemble composed of percussion instruments, bugles, natural horns and natural trumpets.","fanfarenzug, fanfarenkorps, fanfare_band",YES
,bn:01322210n,n,"fan-funded_music, fan_funded",Fan-funded music is a type of crowdfunding that specifically pertains to music.,fan-finanzierten_musikplattform,YES
,bn:02714790n,n,"fangxiang, fang_xiang, fang_hsiang, fang-xiang","The fangxiang is an organized-suspended Chinese metallophone that has been used for over 1,000 years.",fangxiang,YES
,bn:00033658n,n,"farandole, farandoule, french_darandole",A lively dance from Provence; all the dancers join hands and execute various figures,farandole,YES
,bn:00231852n,n,"farsa, farse_per_musica, farses, farce_music","Farsa is a genre of opera, associated with Venice in the late 18th and early 19th centuries.",farsa,YES
,bn:01844956n,n,"fauxbourdon, faux_bourdon, favordón, fau_bordon, false_bass, fabordon, faberton, faberdon, faburden, faul_bordon, fauxbordon","Fauxbourdon – French for false drone – is a technique of musical harmonisation used in the late Middle Ages and early Renaissance, particularly by composers of the Burgundian School.","fauxbourdon, faburdon, falso_bordone",YES
,bn:00007775n,n,backfire,A loud noise made by the explosion of fuel in the manifold or exhaust of an internal combustion engine,"fehlzündung, fehlzündungsgeräusch",YES
,bn:00034103n,n,fermata,(music) a prolongation of unspecified length on a note or chord or rest,"fermate, corona, coronata, point_d'orgue, point_d_orgue",YES
,bn:01225487n,n,"offstage_instrument_or_choir_part_in_classical_music, offstage_horns, offstage_horn, offstage_trumpets, offstage_trumpet_call, offstage_brass_and_percussion, offstage_trumpet","An offstage instrument or choir part in classical music is a sound effect used in orchestral and opera which is created by having one or more instrumentalists from a symphony orchestra or opera orchestra play a note, melody, or rhythm from behind the stage, or having a choir of singers sing a melody from behind the stage.","fernorchester, fernchor",YES
,bn:00578814n,n,"ferrinho, ferrinhu","The ferrinho is a musical instrument, more precisely a scraped idiophone.","ferrinho, ferrinhu",YES
,bn:00497225n,n,festa_teatrale,"The term festa teatrale refers to a genre of drama, and of opera in particular.",festa_teatrale,YES
,bn:00034935n,n,fixed_intonation,The intonation of keyboard instruments where the pitch of each note is fixed and cannot be varied by the performer,festen_intonation,YES
,bn:00034640n,n,"fire_bell, fire_alarm_horn",A bell rung to give a fire alarm,feuerglocke,YES
,bn:00034257n,n,"fiddlestick, violin_bow",A bow used in playing the violin,"fiddlestick, geigenbogen",YES
,bn:01840510n,n,"field_recording, field_recordings, field_recordist, field_recorder, wildlife_recording, phonography","Field recording is the term used for an audio recording produced outside a recording studio, and the term applies to recordings of both natural and human-produced sounds.","field_recording, field-recording, feldaufnahme, fieldrecording, field_recordings",YES
,bn:02239991n,n,"fill, link, drum_fill","In popular music, a fill is a short musical passage, riff, or rhythmic sound which helps to sustain the listener's attention during a break between the phrases of a melody.","fill, trommel_füllen",YES
,bn:03136177n,n,"filmi_music, filmi, filmi_song, indian_film_music",Filmi music soundtracks are music produced for India's mainstream motion picture industry and written and performed for Indian cinema.,filmi,YES
,bn:00290664n,n,"fingerstyle_guitar, finger_picking, fingerpicking, fingerstyle, percussive_fingerstyle, new_age_fingerstyle, pattern_picking, back_picking, fingerstyle_jazz_guitar, thumbpicking, american_fingerstyle_guitar, finger-style, finger-picking, travis_picking, ragtime_guitar, african_fingerstyle_guitar","Fingerstyle guitar is the technique of playing the guitar or bass guitar by plucking the strings directly with the fingertips, fingernails, or picks attached to fingers, as opposed to flatpicking.","fingerpicking, fingerstyle, finger-picking, finger-style-gitarrist, travis_picking, finger-stil, fingerstyle_gitarre",YES
,bn:00034584n,n,"fingering, alternate_fingering, continental_fingering, half-holing, false_fingering, strike_fingering, fork_fingering, hand_position, cut_fingering, fork-fingering, substitute_fingering, fingering_chart, stopping, cross_fingering, cross-fingering, fingering_guide, fake_fingering, english_fingering",The placement of the fingers for playing different notes (or sequences of notes) on a musical instrument,"fingersatz, applikatur, fußsatz",YES
,bn:16611666n,n,"finger_snapping, snapping, beshkan, thumb_snapping, snap-of-a-finger, persian_snap, click, finger_snap, snap_of_a_finger, persian_hand_snap, snapping_fingers, finger-snapping, snap",Snapping one's fingers is the act of creating a snapping or clicking sound with one's fingers.,"fingerschnippen, schnippsen, fingerschnippsen, schnippen, fingerschnalzen",YES
,bn:00034617n,n,"fipple, fipple_flute, whistle_flutes, flutes_with_duct, english_flute_recorder, block_flutes, duct_flute, fipple_flutes, duct_flutes",A wooden plug forming a flue pipe (as the mouthpiece of a recorder),fipple,YES
,bn:15495560n,n,"indian_band, band_government, first_nations_government, first_nation, band, first_nation_band, first_nation_government, first_nations_governments, band_councils, band_council, first_nation_band_governments, band_governments, indigenous_government","In Canada, an Indian band or band, sometimes referred to as a First Nation band or simply a First Nation, is the basic unit of government for those peoples subject to the Indian Act.","first_nations_regierung, band_regierung",YES
,bn:01296834n,n,"f-sharp_minor, g_flat_minor, f_sharp_minor, f♯_minor","F-sharp minor is a minor scale based on F♯, consisting of the pitches F♯, G♯, A, B, C♯, D, and E. Its key signature has three sharps.",fis-moll,YES
,bn:00034985n,n,"flageolet, treble_recorder, shepherd's_pipe",A small fipple flute with four finger holes and two thumb holes,"flageolett, flageol, altblockflöte",YES
,bn:03780067n,n,"string_harmonic, guitar_harmonic, artificial_harmonics, tap_harmonics, guitar_harmonics, tapped_harmonic, ghost_harmonic, pinched_harmonic, artificial_harmonic, tap_harmonic, artifical_harmonic, false_harmonic, harp_harmonic, pinch_harmonics, string_harmonics",Playing a string harmonic is a string instrument technique that uses the nodes of natural harmonics of a musical string to isolate overtones.,"flageolettton, harmonic",YES
,bn:01983440n,n,"flanging, flanger, list_of_recordings_with_a_prominent_flanging_effect, flange, phasing_effect, flangers","Flanging is an audio effect produced by mixing two identical signals together, one signal delayed by a small and gradually changing period, usually smaller than 20 milliseconds.","flanger, flanging",YES
,bn:03000635n,n,flatpicking,Flatpicking is the technique of striking the strings of a guitar with a pick held between the thumb and one or two fingers.,"flatpicking, flat-picking",YES
,bn:03326447n,n,"flexatone, flexaton, flessatono, flex-a-tone, fleximetal, flexotone, flexatron, flexitone, flessatano",The flexatone or fleximetal is a modern percussion instrument consisting of a small flexible metal sheet suspended in a wire frame ending in a handle.,flexaton,YES
,bn:01137744n,n,"flexi_disc, evatone_soundsheet, soundsheet, sonosheet, flexi-disk, sound_sheet, flexi-disc, phonosheet, flexidiscs, flexidisc, flexi_disk, flexidisk, evatone","The flexi disc is a phonograph record made of a thin, flexible vinyl sheet with a molded-in spiral stylus groove, and is designed to be playable on a normal phonograph turntable.","flexi-disc, flexidisc",YES
,bn:00035477n,n,"flute, transverse_flute, side-blown_flute, side-blown_flutes, flutes, fluter, flute-player, flautista, floutist, the_flute, flutenist, jazz_flutist, fluteplaying, edge-blown_aerophone, flöte, edge-blown_aerophones, wooden_flute, classical_flautist, flute_playing, floete, fluteplayer, flute-playing",A high-pitched woodwind instrument; a slender tube closed at one end with finger holes on one end and an opening near the closed end across which the breath is blown,"flöte, querflöte, querflöten, schneideninstrumente, spaltflöte, flötist, kerbflöte, flötistin, schneideninstrument, außenspaltflöte, innenspaltflöte, flöten",YES
,bn:03812739n,n,flute_concerto,"A flute concerto is a concerto for solo flute and instrumental ensemble, customarily the orchestra.",flötenkonzert,YES
,bn:02877110n,n,flute_sonata,"A flute sonata is a sonata usually for flute and piano, though occasionally other accompanying instruments may be used.",flötensonate,YES
,bn:00501816n,n,floyara,The floyara is a more perfected form of the sopilka.,floyara,YES
,bn:00041319n,n,"grand_piano, grand",A piano with the strings on a horizontal harp-shaped frame; usually supported by three legs,flügel,YES
,bn:01634676n,n,"audio_signal_processing, audio_processing, acoustic_signal_processing, digital_audio_processing, sound_processing, digital_audio_effects, audio_processor",Audio signal processing is a subfield of signal processing that is concerned with the electronic manipulation of audio signals.,"fm-soundprocessing, soundprocessing, audio-prozessor, audio-signalverarbeitung",YES
,bn:00287167n,n,"frequency_modulation_synthesis, fm_synthesis, frequency_modulation_(fm)_synthesis, fm_synth, fm_synthesizer",Frequency modulation synthesis is a form of sound synthesis whereby the frequency of a waveform is changed by modulating its frequency with a modulator.,"fm-synthese, frequenzmodulationssynthese, frequenzmodulations-synthese, frequenzmodulation_synthese",YES
,bn:00035574n,n,"foghorn, fogsignal, fog_signal",A loud low warning signal that can be heard by fogbound ships,fogsignal,YES
,bn:17137899n,n,"contemporary_folk_music, country_folk, pagan_folk, contemporary_folk, folk_music",Contemporary folk music refers to a wide variety of genres that emerged in the mid 20th century and afterwards which were associated with traditional folk music.,"folk, folkmusik, folk_music, folksong, folkband",YES
,bn:03604192n,n,"folk_metal, celtic_doom_metal, celtic_battle_metal, oriental_metal, celtic_pagan_metal, egyptian_metal, melodic_folk_metal, gray_metal, grey_metal",A fusion genre of heavy metal music and traditional folk music that developed in Europe during the 1990s.,"folk_metal, folk-metal, celtic_metal, oriental_metall",YES
,bn:00217689n,n,folk_ragtime,"Folk ragtime is a subgenre of ragtime, a distinctly American music.","folk_ragtime, folk-ragtime ",YES
,bn:00264494n,n,"folk_club, folk_clubs","A folk club is a regular event, permanent venue, or section of a venue devoted to folk music and traditional music.","folk-clubs, folk-club",YES
,bn:02802028n,n,folk_process,"In the study of folklore, the folk process is the way folk material, especially stories, music, and other art, is transformed and re-adapted in the process of its transmission from person to person and from generation to generation.",folk-prozess,YES
,bn:03832153n,n,folktronica,A musical genre combining elements of folk music and electronica.,folktronica,YES
,bn:00305558n,n,"formalism, musical_formalism, formalism_in_music","In music theory and especially in the branch of study called the aesthetics of music, formalism is the concept that a composition's meaning is entirely determined by its form.",formalismus,YES
,bn:00839108n,n,"forró, forro_pe-de-serra, forro, forró_pé-de-serra, forró_pé-de_serra","The term forró refers to a musical genre, a rhythm, a dance and the event itself where forró music is played and danced.",forró,YES
,bn:00036134n,n,"foxtrot, fox-trot, fox_trot, slow_foxtrot, slowfox, jasondows, foxtrot,_the_cartoon",A ballroom dance in quadruple time; combines short and long and fast and slow steps fixed sequences,"foxtrott, Foxtrot, slowfox",YES
,bn:01308191n,n,"clawhammer, claw-hammered, clawhammers, clawhammer_banjo, frailer, claw_hammering, clawhammer_technique, clawhammering, claw-hammering, frailers, claw_hammered, frailing, claw-hammer, claw-hammers, frailed, clawhammered","Clawhammer, sometimes called frailing, is a distinctive banjo playing style and a common component of American old-time music.","frailing, clawhammer_banjo, clawhammer",YES
,bn:00036444n,n,"horn, french_horn, french_hunting_horn, trompe_de_chasse",A brass musical instrument consisting of a conical tube that is coiled into a spiral and played by means of valves,"französisch_horn, horn, trompe_de_chasse, französisch_hörner, jagdhorn",YES
,bn:03575036n,n,"french_opera, opera_in_french, french-language_operas, opera_in_france","French opera is one of Europe's most important operatic traditions, containing works by composers of the stature of Rameau, Berlioz, Gounod, Bizet, Massenet, Debussy, Ravel, Poulenc and Messiaen.","französische_oper, französisch_oper",YES
,bn:02474827n,n,french_overture,The French overture is a musical form widely used in the Baroque period.,französische_ouvertüre,YES
